TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
709,708,99.8589,704,99.2947,4,261838,157877,60.2956

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,VALOR UNIONISTA,UNE,WINAQ,VICTORIA,VAMOS,PHG,PPN,TODOS,MLP,U R N G - MAIZ,P A N,UR,CAMBIO,PODEMOS,CREO,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8393,"Santa Rosa",6,"Cuilapa",1,984,380,--,--,3,8,64,5,1,13,--,2,3,10,1,--,16,--,--,1,--,6,--,--,--,48,17,198,--,198,--,380,182,133,198,198,Algún campo sin dato,1,7d32db0488294ee583d883f8e325a50e1f86472d53c05c1105d7cffa3bde2a69,25/06/2023 22:22:54,ESCANER
8394,"Santa Rosa",6,"Cuilapa",1,984,380,8,1,9,5,73,4,2,18,0,3,2,7,3,1,1,1,0,0,0,2,1,2,143,29,33,205,0,205,--,380,175,143,205,205,Algún campo sin dato,1,960169f58472ecf7aa3b88a85d94004d5d8c7bff3b7087b4494cd5b8502f2ce5,25/06/2023 23:02:44,ESCANER
8395,"Santa Rosa",6,"Cuilapa",1,984,380,15,2,7,6,66,10,2,16,3,1,2,8,4,4,1,1,1,1,0,8,1,0,159,32,17,208,0,208,--,380,172,159,208,208,Algún campo sin dato,1,f542780ad23155f44687b05ee309ec715ea5146b08a7862b64add2946631420e,26/06/2023 00:43:48,ESCANER
8396,"Santa Rosa",6,"Cuilapa",1,984,380,14,2,5,6,70,2,1,13,0,3,1,8,6,3,1,0,1,0,0,1,0,0,137,35,29,201,0,201,--,380,176,137,201,201,Algún campo sin dato,1,af0a3f3328ca90591cbd2b82f5543d3ada1e127ead4778db4c480ece6b1629cc,26/06/2023 00:00:40,ESCANER
8397,"Santa Rosa",6,"Cuilapa",1,984,380,6,1,5,5,58,5,2,20,5,1,1,10,2,1,0,0,1,0,1,5,0,0,125,32,27,184,2,184,--,377,191,129,188,190,Sumas Asentadas sin cuadrar,1,808fcdb6e70c699567ae947b6db3aa803295a7e1180bc5bd01b4bba099c60f0e,26/06/2023 00:05:34,ESCANER
8398,"Santa Rosa",6,"Cuilapa",1,984,380,7,1,4,4,63,6,3,18,0,2,0,9,3,1,1,1,0,1,0,3,5,1,133,40,15,188,0,188,--,373,185,133,188,188,Algún campo sin dato,1,6d18c366106cfb045ac91d6b78bca28c943da35dc1b62379208cbfd1dfee5010,26/06/2023 02:36:30,ESCANER
8399,"Santa Rosa",6,"Cuilapa",1,984,380,6,2,4,9,62,13,1,12,2,1,1,6,2,0,0,2,0,2,0,6,0,3,134,30,6,160,0,320,--,380,210,134,170,170,Sumas Asentadas sin cuadrar,1,7ab5c81ca87a1e131ad741ecf24c0e125fd8c47df021535575569954a3afd2de,26/06/2023 00:35:44,ESCANER
8400,"Santa Rosa",6,"Cuilapa",1,984,380,4,1,4,5,60,3,0,9,0,3,1,12,1,0,0,2,0,0,0,6,2,0,113,36,7,156,0,156,--,380,224,113,156,156,Algún campo sin dato,1,61e51f656ddc01363c901328d3b4360980cb47f7ef3daa6185487e206b853aa7,26/06/2023 00:18:49,ESCANER
8401,"Santa Rosa",6,"Cuilapa",1,984,380,9,0,6,3,49,11,1,9,2,2,2,9,1,0,0,1,0,1,0,3,2,0,111,13,6,130,3,133,--,380,247,111,130,133,Algún campo sin dato,1,238374436708a87c6cfe0730487b699f8e72c1f9da20012b6bda100f6dcca34a,25/06/2023 23:15:44,ESCANER
8402,"Santa Rosa",6,"Cuilapa",1,984,218,2,1,1,3,35,2,0,10,0,1,1,3,0,0,0,1,0,0,0,1,4,0,65,6,1,72,0,72,--,218,146,65,72,72,Algún campo sin dato,1,40f82a80078da5a864209bfa071a788fb1186b35ee1bf98ada1e89bd06b2f3f4,25/06/2023 22:01:43,ESCANER
8403,"Santa Rosa",6,"Cuilapa",1,984,218,5,1,0,0,34,2,0,11,0,1,0,1,0,1,0,0,0,0,1,1,1,0,59,5,3,68,1,68,--,218,150,59,67,68,Sumas Asentadas sin cuadrar,1,ba95e19f15afbb3d92d41557c0bf9a69369d8eb8b2cc3f8e546b2f99307a60e0,25/06/2023 21:47:43,ESCANER
8404,"Santa Rosa",6,"Cuilapa",1,985,600,13,8,8,10,32,2,0,36,0,1,2,3,4,0,0,0,0,1,0,3,3,2,128,32,8,168,0,168,--,600,432,128,168,168,Algún campo sin dato,1,e3b91edaa3887c7c86ded18f7fa49838d4b5038e6f4afa33ea92029c72d92faf,26/06/2023 02:34:00,ESCANER
8405,"Santa Rosa",6,"Cuilapa",1,985,470,6,3,15,7,12,3,2,19,1,1,0,0,1,1,1,1,0,1,0,3,2,1,80,28,3,111,0,111,--,470,359,80,111,111,Algún campo sin dato,1,89b9f14020cedde8bdbfff1c45cad3e2b004cfe404536e883bcc714a11538eca,25/06/2023 22:13:58,ESCANER
8406,"Santa Rosa",6,"Cuilapa",1,985,470,1,0,0,1,6,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,18,8,1,27,0,27,--,470,443,18,27,27,Algún campo sin dato,1,f1904303d6e4e9fe13250a94fb3ba51a5b6ed68403c23f7b3e418847c36fb9ca,25/06/2023 23:51:09,ESCANER
8407,"Santa Rosa",6,"Barberena",2,986,400,4,2,5,58,29,1,3,57,0,2,2,0,1,1,0,2,0,8,1,4,5,4,189,52,11,252,1,253,--,400,147,189,252,253,Algún campo sin dato,1,ad8ed21e762e9bb752ea2ba83ca5331dfb499b5b78a3879509037241b2bc760a,26/06/2023 01:25:25,ESCANER
8408,"Santa Rosa",6,"Barberena",2,986,400,12,3,4,75,33,3,4,30,0,4,7,1,2,3,1,0,3,8,1,2,3,0,199,58,7,264,0,264,--,400,136,199,264,264,Algún campo sin dato,1,a49c7363bd462d49eaff3a365af9182f271233b7fbaaa32bad39939950edff1d,26/06/2023 00:05:20,ESCANER
8409,"Santa Rosa",6,"Barberena",2,986,400,14,0,3,67,29,0,5,50,0,2,6,1,1,0,1,0,2,8,1,3,5,0,198,60,8,266,0,266,--,400,134,198,266,266,Algún campo sin dato,1,8da4ce1ce5c6cdff91e61e60eef3dd08387dd97a986cbb5b967d06b286f0f824,25/06/2023 22:34:43,ESCANER
8410,"Santa Rosa",6,"Barberena",2,986,400,13,2,3,61,20,1,5,54,0,3,3,2,3,0,2,0,1,10,0,2,6,1,192,66,13,271,0,271,--,400,129,192,271,271,Algún campo sin dato,1,ccfe2eb9b9a167e5e420f3b213417b29c1a3abc9eb5561a9649874befd0bd2f2,26/06/2023 01:43:24,ESCANER
8411,"Santa Rosa",6,"Barberena",2,986,400,16,2,3,64,26,2,4,56,0,2,6,2,2,2,1,0,1,13,1,5,6,1,215,49,6,270,1,271,--,400,129,215,270,271,Algún campo sin dato,1,af62a93de2bf1a3a5c28e1cd9a96815ad1fb4f4195e19c32f4df6677f4c10ac1,26/06/2023 00:01:27,ESCANER
8412,"Santa Rosa",6,"Barberena",2,986,400,7,4,4,66,21,2,3,43,0,4,5,1,3,1,2,0,1,14,1,5,10,0,197,44,4,245,5,250,--,400,150,197,245,250,Algún campo sin dato,1,b474c277bcfe8777719e38653121197118f0e5a59d1053e654e4a69a876fa06a,25/06/2023 23:55:53,ESCANER
8413,"Santa Rosa",6,"Barberena",2,986,400,14,2,3,64,35,1,8,50,0,3,6,0,3,2,2,0,2,8,1,8,7,2,221,54,11,286,65,286,--,400,114,221,286,351,Sumas Asentadas sin cuadrar,1,04f40c41452468f39bca79d8c608cfbbe15b96d5a85bcc4df4055d1ebe11724e,26/06/2023 01:53:20,ESCANER
8414,"Santa Rosa",6,"Barberena",2,986,400,8,5,1,68,23,3,2,41,0,7,8,1,4,4,0,0,2,13,0,4,3,3,200,63,9,272,0,272,--,400,128,200,272,272,Algún campo sin dato,1,9e5e12bed29dfc24368bfad5bdd0b8578c472013073678c67c6870fa9448a1a2,26/06/2023 01:09:55,ESCANER
8415,"Santa Rosa",6,"Barberena",2,986,400,15,4,1,64,35,1,2,54,1,5,3,1,3,--,1,1,--,10,1,8,8,2,220,64,14,298,--,298,--,400,102,220,298,298,Algún campo sin dato,1,7de6e6883c3a5925d3412d27215683a057c60246cd504ccf97d55f1e94f72792,25/06/2023 23:05:30,ESCANER
8416,"Santa Rosa",6,"Barberena",2,986,400,10,0,3,65,32,1,2,36,1,5,3,1,0,3,0,0,3,11,0,4,4,3,187,57,11,255,0,255,--,400,145,187,255,255,Algún campo sin dato,1,656093c986f33b46fbe99fc0cbd9242cebc266ec286dcb5fb27234e28e378d19,26/06/2023 01:17:54,ESCANER
8417,"Santa Rosa",6,"Barberena",2,986,400,14,0,7,61,17,3,3,52,1,2,6,2,3,1,1,1,0,9,1,3,9,1,243,44,2,243,0,243,2,397,154,197,243,243,Sumas Asentadas sin cuadrar,1,7b82aff41390ecf25f3009eaef5a5968e19d3ae943b4ad8de5db2c577f346f2d,26/06/2023 00:30:16,ESCANER
8418,"Santa Rosa",6,"Barberena",2,986,400,9,0,0,64,22,0,5,42,0,5,4,1,2,0,0,0,1,3,2,4,9,0,173,44,5,222,0,222,--,399,177,173,222,222,Algún campo sin dato,1,d4655169f0aa0d569ed2683b7d82701fa98ec3e2a933fe30d050a5bedfc978f7,25/06/2023 22:51:46,ESCANER
8419,"Santa Rosa",6,"Barberena",2,987,400,8,0,5,71,19,2,4,38,0,5,4,1,5,1,3,0,1,9,1,6,6,0,189,41,11,241,0,241,--,397,156,189,241,241,Algún campo sin dato,1,da1f3d333ff91783c064f69b2a986a5e230dee1da928dea555e5abdbc99f2e26,26/06/2023 02:35:13,MOVIL
8420,"Santa Rosa",6,"Barberena",2,987,400,9,0,2,75,22,2,5,50,1,2,7,1,3,2,2,0,1,6,0,2,5,2,199,48,8,255,0,255,--,400,145,199,255,255,Algún campo sin dato,1,197d8c67eaf844a62510183511b393dc25a4db76ad1268f69fd4aa461275cf14,26/06/2023 02:49:08,MOVIL
8421,"Santa Rosa",6,"Barberena",2,987,400,11,5,2,50,20,1,6,47,0,7,3,1,8,0,1,1,1,9,0,6,7,0,186,37,10,233,0,233,--,400,167,186,233,233,Algún campo sin dato,1,432abb5d5a7457b18c5e2cffefdc110e18233e270193749063a897fae3e3b504,26/06/2023 02:38:55,MOVIL
8422,"Santa Rosa",6,"Barberena",2,987,400,7,4,4,65,25,6,2,41,1,2,7,1,1,0,0,0,1,8,0,7,7,4,193,50,10,253,0,253,--,400,144,193,253,253,Algún campo sin dato,1,631a1d08ae4263a6c886c9878ccbd24e55a53911b7d917bf214928157cf30a1c,26/06/2023 02:17:55,MOVIL
8423,"Santa Rosa",6,"Barberena",2,988,400,13,3,5,53,19,1,3,46,0,5,2,2,2,2,1,2,2,11,1,5,10,0,242,48,6,242,0,242,--,--,--,188,242,242,Sumas Asentadas sin cuadrar,1,b976c4846485cfa9462cf2dd74f1d26093199bf65157b5a4533653c7348e807f,25/06/2023 23:40:27,ESCANER
8424,"Santa Rosa",6,"Barberena",2,988,400,12,1,5,64,15,4,1,57,0,0,8,0,2,1,1,0,3,22,2,6,9,6,219,25,2,246,0,246,--,400,154,219,246,246,Algún campo sin dato,1,1b5b7d817f1b67f127ebd2e2ac5d26c7e586888b79c850bab5f631a5ff167519,26/06/2023 00:33:33,ESCANER
8425,"Santa Rosa",6,"Barberena",2,988,400,7,3,3,59,29,1,5,49,0,3,3,0,3,1,2,0,1,11,0,6,6,1,193,48,9,250,0,250,--,400,150,193,250,250,Algún campo sin dato,1,9c464753d0e18ed69088f86d9531767f1d5f920c40634aa148c92d19996a8dbb,26/06/2023 00:05:31,ESCANER
8426,"Santa Rosa",6,"Barberena",2,988,400,6,3,1,77,24,2,4,41,0,5,5,0,1,0,1,1,1,9,2,6,5,0,194,54,4,252,0,252,--,400,148,194,252,252,Algún campo sin dato,1,58dd7776f158db2e7bcaa33b660b925b297d3e32c9e666bf1f7600a634de8dde,26/06/2023 00:38:36,ESCANER
8427,"Santa Rosa",6,"Barberena",2,988,400,5,2,5,68,11,3,4,38,7,1,6,3,1,3,0,0,0,8,0,4,8,2,173,49,12,234,0,234,--,400,166,179,240,240,Sumas Asentadas sin cuadrar,1,583a0c4df86ae861134a0e3c29d409b9a9b73961279097c71540cd397e407e0f,26/06/2023 00:56:06,ESCANER
8428,"Santa Rosa",6,"Barberena",2,988,400,8,1,3,61,20,3,2,42,1,4,4,3,3,1,0,0,3,10,0,5,7,0,181,48,10,239,0,239,--,400,161,181,239,239,Algún campo sin dato,1,6db940a3ff1d65168aee47bfb4b9d18621966e5a7a07a835cc70da789a7bc2a8,25/06/2023 23:53:01,ESCANER
8429,"Santa Rosa",6,"Barberena",2,988,400,4,2,4,47,23,0,6,57,0,2,6,0,2,2,2,1,2,7,1,1,9,1,179,39,5,223,0,223,--,400,177,179,223,223,Algún campo sin dato,1,a3d21e873c68b011ab3f0d670dc1a44676c7dcbe2d1dd28b143e86d84a48efae,25/06/2023 23:45:13,ESCANER
8430,"Santa Rosa",6,"Barberena",2,988,400,8,2,3,52,28,2,5,28,0,3,5,1,0,0,0,0,0,8,1,5,10,1,162,38,5,205,0,205,--,400,195,162,205,205,Algún campo sin dato,1,29dd438833c226788c6dadf4504995f52df9c28fa297387781e40067a3bd96d1,25/06/2023 23:24:47,ESCANER
8431,"Santa Rosa",6,"Barberena",2,989,400,7,1,1,46,22,2,1,43,0,5,3,4,4,1,0,1,2,9,0,3,4,1,160,29,1,190,0,190,--,400,210,160,190,190,Algún campo sin dato,1,5084429c0e8c96816b52c1822064a2e3b3b6d2044bdd2bab95ba0c59da213cc3,26/06/2023 01:11:47,ESCANER
8432,"Santa Rosa",6,"Barberena",2,989,400,9,5,5,46,21,2,4,50,0,2,0,1,3,3,0,1,1,1,0,2,5,0,161,15,3,179,0,179,--,400,221,161,179,179,Algún campo sin dato,1,d9555a6f8f0f4ee045de3b2d23fe2a7cf8884abcc56795208080264c1350b0b4,25/06/2023 22:23:07,ESCANER
8433,"Santa Rosa",6,"Barberena",2,989,400,10,1,8,66,17,5,1,56,0,6,6,1,1,0,0,0,2,4,4,1,23,1,213,32,4,249,0,249,--,400,151,213,249,249,Algún campo sin dato,1,c3e161daa23989df0339058e0edf3c3eccb074895254024726edb07fd681db57,25/06/2023 23:27:01,ESCANER
8434,"Santa Rosa",6,"Barberena",2,989,400,5,2,3,59,20,6,7,73,0,3,3,4,6,0,0,0,0,6,1,2,10,1,211,42,3,256,0,256,--,400,144,211,256,256,Algún campo sin dato,1,884868464925c0b1198b744d0d74b152339478e5ef6c7266b20dff2c055c04e5,26/06/2023 01:02:17,ESCANER
8435,"Santa Rosa",6,"Barberena",2,989,400,6,1,4,46,17,6,3,53,0,3,1,4,2,1,0,0,0,3,1,5,10,1,167,26,4,197,0,197,--,400,203,167,197,197,Algún campo sin dato,1,206b0554b8e37dbca7bedce59628e8969eeef1979e62a2fcd7f845625b96477a,26/06/2023 00:24:48,ESCANER
8436,"Santa Rosa",6,"Barberena",2,989,315,5,1,1,31,7,1,2,43,0,2,0,1,3,0,1,1,0,2,1,2,4,0,108,31,2,141,0,141,--,315,174,108,141,141,Algún campo sin dato,1,76a725ad4056d77b8be54862657f47c39d969053bc0a486a1529999a0c95fde2,26/06/2023 00:08:13,ESCANER
8437,"Santa Rosa",6,"Barberena",2,989,315,7,0,0,34,9,1,0,26,0,2,2,2,0,0,0,0,0,3,0,1,9,0,96,17,6,19,1,120,1,315,195,96,119,120,Sumas Asentadas sin cuadrar,1,74039b31ab2d5459641bb20ce05d643c0abfcc9d83e3a233666506b98f9d1009,26/06/2023 02:41:26,ESCANER
8438,"Santa Rosa",6,"Barberena",2,990,400,15,2,3,63,21,0,3,53,0,3,2,0,0,4,0,0,2,8,2,5,8,2,196,49,15,260,0,260,1,400,140,196,260,260,,1,10f564bf7c542feed439725a5740d2c13543153b3787a55ec9d8ff532a48af1a,26/06/2023 00:32:28,ESCANER
8439,"Santa Rosa",6,"Barberena",2,990,248,5,3,5,34,15,2,7,34,0,0,7,0,2,0,0,0,0,5,0,2,3,0,116,23,12,157,0,151,0,248,97,124,159,159,Sumas Asentadas sin cuadrar,1,5891c1c01af32e0c668b276da8cc630f7752a9ffaa2fc801f32190d7a20e4597,25/06/2023 22:52:01,ESCANER
8440,"Santa Rosa",6,"Barberena",2,990,248,3,0,1,44,16,0,1,29,0,2,1,0,1,0,0,1,1,4,1,0,2,1,108,16,3,127,0,127,--,248,121,108,127,127,Algún campo sin dato,1,37e3642f7196c52064ab93ff9df872182970827a0dd3aa77926d91b5e5c93d9e,25/06/2023 21:50:46,ESCANER
8441,"Santa Rosa",6,"Barberena",2,991,400,9,1,3,79,56,2,3,65,0,2,3,0,3,0,1,1,0,3,0,4,2,1,238,52,19,309,0,309,--,--,--,238,309,309,Algún campo sin dato,1,969bc89d2be56395523db120da1cadb9d21df5d8280474fd4d0a7facf32b0708,25/06/2023 22:56:28,ESCANER
8442,"Santa Rosa",6,"Barberena",2,991,400,8,1,5,83,43,0,2,73,0,4,4,2,1,1,4,0,1,4,0,3,1,2,242,54,19,315,0,315,--,396,81,242,315,315,Algún campo sin dato,1,cf6faef5abf86897e7871e194abe4b90cb8089b58fdde0121afa57d5150f4812,25/06/2023 23:49:03,ESCANER
8443,"Santa Rosa",6,"Barberena",2,991,400,4,7,4,63,47,2,4,65,0,3,3,4,2,0,0,0,2,4,0,8,4,0,226,41,9,276,0,276,--,398,119,226,276,276,Algún campo sin dato,1,a2f84d72322aba2e5cf155b5c428c4e790409884a14b00474662b3c5b95fcc51,26/06/2023 01:11:57,MOVIL
8444,"Santa Rosa",6,"Barberena",2,991,400,7,2,6,69,41,1,1,69,2,2,2,1,2,1,0,0,0,2,0,2,0,1,211,44,20,275,0,275,--,--,125,211,275,275,Algún campo sin dato,1,883a1944a86d8eaead7066c8e9371157c50e5f7a274b5806af227f81443c2c8c,25/06/2023 23:22:01,ESCANER
8445,"Santa Rosa",6,"Barberena",2,991,350,5,1,1,55,31,1,5,74,0,3,0,3,1,2,0,0,2,1,2,4,2,0,193,22,9,224,0,224,--,350,126,193,224,224,Algún campo sin dato,1,a3bdfdfaa430581d93e32608357a47f1146e8a1bfd9979aa568d331e832ca366,25/06/2023 22:37:10,ESCANER
8446,"Santa Rosa",6,"Barberena",2,991,349,5,1,2,57,24,3,1,73,--,1,1,1,--,--,2,--,1,4,1,2,2,1,182,30,6,218,--,218,--,349,124,182,218,218,Algún campo sin dato,1,a07366c1ca1028a74b5bafe66cb3224cb2f861e4f07c99913b4349f33be6f3ca,25/06/2023 22:13:51,ESCANER
8447,"Santa Rosa",6,"Barberena",2,992,380,0,0,4,51,37,1,5,58,0,5,4,2,2,0,0,0,0,9,0,9,4,0,191,54,28,273,0,273,0,380,107,191,273,273,,1,0398f3b6d658d48d9a23712714a073c436781b943f9f624cdcb85f7e39041dec,26/06/2023 00:00:50,ESCANER
8448,"Santa Rosa",6,"Barberena",2,992,380,13,0,2,44,50,1,4,55,0,2,3,1,0,1,1,1,0,7,1,9,2,0,197,49,16,262,0,262,--,374,112,197,262,262,Algún campo sin dato,1,d4d1f379864674521baad0c13fae0aa9e4c56c9696fa8b7eafebe7f0f9d2aa79,26/06/2023 00:27:44,ESCANER
8449,"Santa Rosa",6,"Barberena",2,992,380,12,3,1,56,45,1,9,34,1,3,3,1,1,0,2,0,0,6,3,5,3,0,189,47,16,252,0,252,--,380,128,189,252,252,Algún campo sin dato,1,01dc3886f88206d5afd3481ae4224b21bf0f4e68328db62d0569f6c4264a274e,26/06/2023 01:49:04,ESCANER
8450,"Santa Rosa",6,"Barberena",2,992,380,11,0,3,56,26,1,4,52,1,4,1,1,3,4,1,0,0,7,2,11,8,0,196,43,15,254,0,254,--,380,126,196,254,254,Algún campo sin dato,1,7b3164ded546ebab50418ef69bddcf494b7496f1ad751ebcfe0c61aef5d600a7,26/06/2023 00:20:21,ESCANER
8451,"Santa Rosa",6,"Barberena",2,992,380,9,2,3,53,32,2,1,53,1,2,1,1,3,2,0,0,0,6,2,10,4,0,187,51,15,253,--,--,--,380,127,187,253,253,Algún campo sin dato,1,484905c5b13fabebe519a75af1d5049b77c0c2215018d53a5baa2461bcd1bf7e,25/06/2023 21:27:19,ESCANER
8452,"Santa Rosa",6,"Barberena",2,992,380,11,3,2,50,45,0,4,54,0,1,2,0,3,0,1,0,0,11,0,11,4,2,204,55,16,275,2,277,--,380,103,204,275,277,Algún campo sin dato,1,c082f3b0c73449a98c5886c8c59c4925140d5d5faf4733f7daab3b6c405b4434,25/06/2023 22:27:17,ESCANER
8453,"Santa Rosa",6,"Barberena",2,992,380,7,5,1,41,41,1,6,49,0,4,0,1,2,3,2,0,0,8,0,7,3,1,182,55,21,258,1,259,--,380,121,182,258,259,Algún campo sin dato,1,9766b9e6b54aa5aabd2728296e29a1cfdef9cf1c5a3b84213a9c476d16772db6,25/06/2023 23:19:26,ESCANER
8454,"Santa Rosa",6,"Barberena",2,992,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Suma Excede Padrón,0,fa774a38595227abda45873f4654e5158b973f5284b8275ed08346db4e63e074,25/06/2023 23:59:01,ESCANER
8455,"Santa Rosa",6,"Barberena",2,992,380,5,1,2,58,33,0,4,61,1,2,1,0,3,2,1,1,1,10,0,13,3,2,204,68,26,298,0,298,0,408,110,204,298,298,,1,5aca0a86f48b91fb619ef1fac7f3cae211a16c6535633b73ae62d74679ea9c57,26/06/2023 03:11:26,ESCANER
8456,"Santa Rosa",6,"Barberena",2,992,380,9,0,3,43,39,0,6,66,0,2,1,1,2,3,2,0,0,9,1,13,2,1,203,48,18,269,--,--,--,380,111,203,269,269,Algún campo sin dato,1,66e6d634f26d5b495647cbc0729c58abbaa60d17212c7832faecb6ee5be52537,26/06/2023 00:24:05,ESCANER
8457,"Santa Rosa",6,"Barberena",2,993,380,14,1,1,44,46,1,3,50,0,5,4,5,1,1,0,0,0,9,2,13,2,1,203,53,12,268,0,268,--,377,109,203,268,268,Algún campo sin dato,1,384c8ee5a63978a20622bb88605f60f60fcb17b9f02524b0b3cf778178c846f8,25/06/2023 23:55:06,ESCANER
8458,"Santa Rosa",6,"Barberena",2,993,380,2,2,3,46,46,1,3,50,0,6,3,0,0,0,3,0,0,12,3,9,3,1,193,48,13,254,0,254,--,380,126,193,254,254,Algún campo sin dato,1,be58d51755ee269ce1317ec7c321964c3d443f3778bb5ebe7f53485e0cd07f92,25/06/2023 23:16:57,ESCANER
8459,"Santa Rosa",6,"Barberena",2,993,380,15,0,3,49,47,4,6,47,0,2,1,0,0,1,0,0,0,8,0,9,7,1,200,58,13,271,0,271,--,379,108,200,271,271,Algún campo sin dato,1,033018f879a11896758befcd6a034a96bf043389fab3201c3ca99660084df7e7,26/06/2023 00:18:17,ESCANER
8460,"Santa Rosa",6,"Barberena",2,993,380,6,3,3,58,32,1,2,56,0,4,2,1,2,0,1,1,1,6,1,5,8,0,197,40,10,243,0,243,--,380,137,193,243,243,Sumas Asentadas sin cuadrar,1,b0d6d0abd98b427c45ac7cc4f9d815ad0bbbb141864d77dfce06a413107758c6,25/06/2023 23:58:16,ESCANER
8461,"Santa Rosa",6,"Barberena",2,993,380,4,2,0,58,25,0,2,57,2,3,3,0,0,1,0,0,0,4,1,7,7,3,180,38,10,228,0,228,--,380,152,179,227,227,Sumas Asentadas sin cuadrar,1,976ded126d96e143c703faefd777f889d131e3708b2432c04272fe4b7f534bab,26/06/2023 02:03:55,ESCANER
8462,"Santa Rosa",6,"Barberena",2,993,380,2,3,1,44,29,1,1,57,0,1,1,1,4,1,4,0,0,4,1,8,6,4,173,65,24,262,0,262,--,380,118,173,262,262,Algún campo sin dato,1,2e5a3df6d6fcb4a5ddc91402d92331908754465203313cbf0961b96ff1dcfe1e,25/06/2023 23:42:47,ESCANER
8463,"Santa Rosa",6,"Barberena",2,993,380,4,1,1,43,49,0,1,53,0,0,1,0,3,1,4,1,0,7,1,12,6,1,189,56,19,264,0,264,--,380,116,189,264,264,Algún campo sin dato,1,f98f16bc8edc45808357cff5419a04c5d65ce910e68ed7982002ecf4ee0b451b,25/06/2023 23:23:55,ESCANER
8464,"Santa Rosa",6,"Barberena",2,993,380,13,2,1,49,28,4,6,56,0,5,0,1,0,1,0,0,1,9,0,16,8,2,280,58,20,280,0,280,--,380,100,202,280,280,Sumas Asentadas sin cuadrar,1,5229e561fbf004f314cee789bf9cf6b0530e09f819ce7a1464185fd56eb1d719,26/06/2023 00:10:45,ESCANER
8465,"Santa Rosa",6,"Barberena",2,993,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,bd93b3665ffa8a9a4594442b259aa34279bb6cfaefd2c5655d3342f3361d516d,26/06/2023 04:16:45,ESCANER
8466,"Santa Rosa",6,"Barberena",2,993,380,11,4,1,49,41,1,5,60,0,3,1,0,3,1,1,0,0,8,1,8,2,3,203,54,20,277,0,277,--,380,103,203,277,277,Algún campo sin dato,1,b1d646314a4816c70237ae445d3bfba1dc4624b7ee43e15976440ab9f952c268,26/06/2023 00:26:52,ESCANER
8467,"Santa Rosa",6,"Barberena",2,994,380,6,3,0,43,41,0,2,60,0,1,2,1,1,2,1,0,1,4,1,8,2,0,179,54,18,251,0,251,--,380,129,179,251,251,Algún campo sin dato,1,57d85797de9e70cdc14436a6f554e16682e1c1488fd6241a3ba23f6edce3844a,26/06/2023 00:26:40,ESCANER
8468,"Santa Rosa",6,"Barberena",2,994,380,6,2,0,44,31,0,5,63,0,1,2,1,3,0,1,0,0,8,0,10,2,3,182,41,9,232,0,232,--,366,134,182,232,232,Algún campo sin dato,1,242e882962fd6a0ec0cb5b29d6d3a5e3f0f6e30ee63f921ca547bb4b526680ec,25/06/2023 23:05:06,ESCANER
8469,"Santa Rosa",6,"Barberena",2,994,380,8,1,4,62,36,2,2,51,0,3,4,0,0,1,1,0,0,4,1,8,6,1,195,55,8,258,0,258,--,389,131,195,258,258,Algún campo sin dato,1,2bcec1e384f67ea2f9990e775743a08be1e3a326246183cf49ca86a75c5ed29e,25/06/2023 23:59:19,ESCANER
8470,"Santa Rosa",6,"Barberena",2,994,380,11,2,4,49,42,2,5,50,0,3,2,1,1,2,1,0,0,6,2,5,3,2,193,39,11,243,0,243,--,381,134,193,243,243,Algún campo sin dato,1,fe7455ce5f52bc5ace571faccb928ba357ceb5c98974b1cfe55e47dd5c9f19fe,26/06/2023 02:10:00,ESCANER
8471,"Santa Rosa",6,"Barberena",2,994,380,8,0,0,45,24,1,9,48,1,4,0,0,1,1,1,0,1,12,1,4,4,1,167,53,11,231,0,231,--,377,146,166,230,230,Sumas Asentadas sin cuadrar,1,774021f52eb99a227d964544eb43c883f7e7b08ec138c7788c93147e8106fa80,26/06/2023 03:54:33,ESCANER
