TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
709,708,99.8589,704,99.2947,4,261838,157877,60.2956

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,VALOR UNIONISTA,UNE,WINAQ,VICTORIA,VAMOS,PHG,PPN,TODOS,MLP,U R N G - MAIZ,P A N,UR,CAMBIO,PODEMOS,CREO,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
8692,"Santa Rosa",6,"Chiquimulilla",8,1041,400,20,1,13,14,54,4,1,67,0,2,0,7,1,0,0,0,3,3,0,6,11,1,208,78,11,297,0,297,--,400,103,208,297,297,Algún campo sin dato,1,5e1944bea45e9e951db1d0f27df32c40ba72f9c0e954942fbb2b8da0ffa4390f,25/06/2023 23:15:00,ESCANER
8693,"Santa Rosa",6,"Chiquimulilla",8,1041,400,27,0,3,17,51,3,0,72,0,3,0,2,6,0,0,2,1,0,0,12,12,0,211,58,7,276,0,276,--,400,124,211,276,276,Algún campo sin dato,1,3d9463002de09f4f7ddf511d3700cf87c0933a93ab01211cc562f4a14b52e308,26/06/2023 00:23:50,ESCANER
8694,"Santa Rosa",6,"Chiquimulilla",8,1041,400,19,1,5,15,40,3,0,63,0,0,1,2,7,1,0,0,0,2,1,6,6,2,174,80,14,268,0,268,--,400,132,174,268,268,Algún campo sin dato,1,cd54a41b2f31ca2b436be38aab30ce4b626e0af3af9766431c1da5dd8fae0cb8,26/06/2023 01:24:43,ESCANER
8695,"Santa Rosa",6,"Chiquimulilla",8,1041,400,9,4,10,20,53,0,1,85,0,2,2,1,3,0,1,0,2,0,0,3,0,2,198,54,6,258,0,258,--,400,142,198,258,258,Algún campo sin dato,1,5ec4aba108f788be48b575d2eb14dd19889309a236cc52923a5f790aca936fb2,25/06/2023 22:01:18,ESCANER
8696,"Santa Rosa",6,"Chiquimulilla",8,1041,400,20,0,2,15,42,4,4,79,1,0,1,4,2,3,1,0,2,0,2,7,10,0,199,43,9,251,0,251,--,400,149,199,251,251,Algún campo sin dato,1,ab10fb2f6de65047f3985e7e2bc71338d2d96fcde87fcffa3ed8585becb103da,26/06/2023 01:12:05,ESCANER
8697,"Santa Rosa",6,"Chiquimulilla",8,1041,209,12,0,1,7,17,2,0,54,0,3,0,3,2,0,2,0,0,0,0,4,13,0,120,25,1,146,0,146,--,209,63,120,146,146,Algún campo sin dato,1,25691d3b06976f6b82b80d25d3cf7b3c6204a922666667fe134f167f6e6c04be,26/06/2023 00:06:16,ESCANER
8698,"Santa Rosa",6,"Chiquimulilla",8,1041,209,8,1,3,5,31,3,0,35,0,1,0,2,1,0,0,0,0,0,1,2,8,2,103,24,4,131,1,132,--,208,76,103,131,132,Algún campo sin dato,1,fa22d094f6c7f98c5c27e9ed6c315823fedc49785e8296552b3a983ff2465236,25/06/2023 23:31:56,ESCANER
8699,"Santa Rosa",6,"Chiquimulilla",8,1042,400,10,2,8,15,93,4,1,63,1,0,2,3,3,4,1,0,1,1,2,3,8,1,226,70,5,301,0,301,--,401,100,226,301,301,Algún campo sin dato,1,5818ab694c6f868660932e90f97516dcaaef646061446f88985a7929eb610e1e,26/06/2023 00:32:25,ESCANER
8700,"Santa Rosa",6,"Chiquimulilla",8,1042,400,19,2,14,17,65,7,2,78,1,1,3,2,7,2,2,0,2,1,1,5,4,3,238,68,8,314,0,314,--,400,86,238,314,314,Algún campo sin dato,1,fef7f251064838e61e494329dffd2f4357f4bf1197387c0a621847b9841617f7,25/06/2023 23:58:51,ESCANER
8701,"Santa Rosa",6,"Chiquimulilla",8,1042,400,16,4,6,14,56,0,1,73,0,0,3,3,2,2,1,1,2,2,2,6,11,1,206,60,5,271,0,271,--,400,129,206,271,271,Algún campo sin dato,1,f38d0c9172706023ef120498e6b70e16259e8b76c5ba1e06224c814301a369ba,25/06/2023 22:37:20,ESCANER
8702,"Santa Rosa",6,"Chiquimulilla",8,1042,400,18,5,7,17,59,6,1,79,0,1,0,3,2,2,2,0,4,0,0,7,10,1,224,61,16,301,0,301,--,400,99,224,301,301,Algún campo sin dato,1,68f9f079623e12cf5e0c4bef722e9fab2429fccf9f7ff524a404aa5e512e779b,25/06/2023 23:27:07,ESCANER
8703,"Santa Rosa",6,"Chiquimulilla",8,1042,400,9,2,11,14,80,1,2,77,1,0,2,3,3,0,0,0,1,0,0,5,6,4,221,50,10,281,0,281,--,400,119,221,281,281,Algún campo sin dato,1,7b8c5e447f6a1c878886aa573fe1dbd1887e94bdd27eeebc2ca0e118fa7ba683,25/06/2023 22:49:24,ESCANER
8704,"Santa Rosa",6,"Chiquimulilla",8,1042,236,11,1,6,8,36,5,0,44,0,0,0,2,3,0,0,0,1,1,0,2,12,2,134,39,6,179,0,179,--,236,57,134,179,179,Algún campo sin dato,1,73ccd263a5ce577470ebefce7abfda2487ab69eed7a09f99100a1d3a5b57f1e5,26/06/2023 01:15:57,ESCANER
8705,"Santa Rosa",6,"Chiquimulilla",8,1042,236,6,1,3,11,34,3,3,50,0,4,1,1,1,1,0,0,0,0,1,4,11,1,136,23,3,162,0,162,--,236,74,136,162,162,Algún campo sin dato,1,a93419e4a6ceba8de24143f258901df405c41cae4251a1391974375033bb6205,26/06/2023 01:21:16,ESCANER
8706,"Santa Rosa",6,"Chiquimulilla",8,1043,400,18,3,6,1,98,1,1,68,0,0,3,1,2,3,1,0,0,3,0,2,2,1,214,40,22,276,0,276,--,400,124,214,276,276,Algún campo sin dato,1,a5843bb831a207f38f22bb247eca72bb8721d7425fca515647d5779e6f9b64a9,26/06/2023 02:07:01,ESCANER
8707,"Santa Rosa",6,"Chiquimulilla",8,1043,400,22,2,8,5,107,1,2,65,0,0,1,6,1,1,1,0,0,3,0,4,0,0,229,32,15,276,0,276,--,397,121,229,276,276,Algún campo sin dato,1,d39fae7d807341fd99364310c9d7276e06457133844500495434da1f92f07106,26/06/2023 02:13:36,ESCANER
8708,"Santa Rosa",6,"Chiquimulilla",8,1043,400,15,2,3,3,94,3,2,64,0,0,2,2,1,0,0,0,4,8,1,4,6,1,215,40,19,274,0,274,--,400,126,215,274,274,Algún campo sin dato,1,b59e376389c2a52e2f14ccc8e91c674911f1d958a9f9e60c7c3fc2ca04383561,26/06/2023 01:02:41,ESCANER
8709,"Santa Rosa",6,"Chiquimulilla",8,1043,400,20,0,6,4,81,1,0,62,0,3,0,3,0,0,1,1,1,10,1,4,3,0,201,29,10,240,0,240,--,400,160,201,240,240,Algún campo sin dato,1,41379b668d6ac674cca8e76ec486c91f24d0d9e40af08497a547ffea2e87ccd5,26/06/2023 00:54:00,ESCANER
8710,"Santa Rosa",6,"Chiquimulilla",8,1043,400,25,1,1,3,77,0,0,70,0,1,1,2,0,0,2,0,0,5,0,3,5,0,196,28,19,243,0,243,--,400,157,196,243,243,Algún campo sin dato,1,a405dce0fcff7271d31603451b4a0ede8c65de2abee07a2bf52ceb860b0d0f59,25/06/2023 23:43:42,ESCANER
8711,"Santa Rosa",6,"Chiquimulilla",8,1043,400,16,1,0,0,67,3,1,58,1,1,1,3,5,1,0,0,0,5,0,6,0,0,169,22,15,206,0,206,--,400,194,169,206,206,Algún campo sin dato,1,768a30621e25ad345ae8117c0a8c5925475b9729094f411d5f55856c13eb29c9,26/06/2023 01:50:48,ESCANER
8712,"Santa Rosa",6,"Chiquimulilla",8,1043,331,10,0,2,5,78,0,0,52,0,3,0,2,0,1,0,0,1,7,0,1,3,1,166,13,6,185,5,190,--,331,141,166,185,190,Algún campo sin dato,1,a683f69e0dc5329eca2db5da4e4119058241d37ecd604fc2410cbd2a126e17f8,26/06/2023 01:14:42,ESCANER
8713,"Santa Rosa",6,"Chiquimulilla",8,1043,330,13,0,3,6,69,2,1,47,0,1,2,2,1,1,3,0,1,2,0,3,2,0,159,17,9,185,0,185,--,330,145,159,185,185,Algún campo sin dato,1,b04ba03684b63c6bc102ec224685f08913f62cf8d295d0b771e10dd01c52819c,25/06/2023 22:55:12,ESCANER
8714,"Santa Rosa",6,"Chiquimulilla",8,1044,206,6,1,1,1,40,0,0,40,0,1,0,1,0,1,0,0,0,0,0,4,0,0,96,24,10,130,0,130,--,206,76,96,130,130,Algún campo sin dato,1,02f04266489dff6a42fc671c73e68a821016925f0eb1725ea2ba25e65f0266b7,26/06/2023 01:04:29,ESCANER
8715,"Santa Rosa",6,"Chiquimulilla",8,1045,380,6,2,2,2,33,0,1,131,0,0,2,0,1,1,0,0,0,0,1,6,5,1,194,24,28,246,0,246,--,379,133,194,246,246,Algún campo sin dato,1,64ae9927cbf6b1104b0c1a36f9f69b7de1f2ec86ff7b2e378c3a0cb0049ce234,25/06/2023 23:22:21,ESCANER
8716,"Santa Rosa",6,"Chiquimulilla",8,1045,380,8,8,3,3,28,1,3,129,0,0,0,2,0,0,1,0,1,0,0,12,1,0,200,30,38,268,0,268,--,380,112,200,268,268,Algún campo sin dato,1,1422204a4ea1fd4b1b3025140d176397fba2632e4c7b5349974a661f09c2b111,25/06/2023 23:00:28,ESCANER
8717,"Santa Rosa",6,"Chiquimulilla",8,1045,380,2,1,6,0,35,0,0,145,0,1,3,0,1,1,1,0,0,0,1,10,2,2,211,37,21,269,0,269,--,380,111,211,269,269,Algún campo sin dato,1,c5ea6eebfdbdda3a2ba952d93545a1e5cf09ac316913633122251a44e551c80b,25/06/2023 23:56:44,ESCANER
8718,"Santa Rosa",6,"Chiquimulilla",8,1045,380,4,2,2,2,20,0,1,146,0,1,1,0,0,0,1,0,0,0,0,3,3,0,186,38,21,245,0,245,--,380,135,186,245,245,Algún campo sin dato,1,def950861050c72621c1272bd0d0f7fb1036d7336d191e20a72a01577dfcf580,25/06/2023 23:09:59,ESCANER
8719,"Santa Rosa",6,"Chiquimulilla",8,1045,380,7,3,1,4,27,2,1,104,0,2,0,1,2,0,0,0,0,1,0,5,3,0,163,29,18,210,0,210,--,380,170,163,210,210,Algún campo sin dato,1,bc911ed11e5949fc98a4dd4551adc00255be3f0bebcfbb07876920aa749246b1,25/06/2023 23:46:30,ESCANER
8720,"Santa Rosa",6,"Chiquimulilla",8,1045,380,8,1,3,1,17,1,1,120,0,0,3,0,0,0,0,0,0,1,1,5,5,2,169,26,21,216,0,216,--,385,169,169,216,216,Algún campo sin dato,1,37dc3d49c32927ba030326c28c075c32b613893881d9070c1045ac40346efa18,25/06/2023 23:40:06,ESCANER
8721,"Santa Rosa",6,"Chiquimulilla",8,1045,380,4,0,4,1,23,1,3,132,0,0,1,1,0,0,0,0,0,1,1,2,2,1,177,25,26,228,0,228,--,380,152,177,228,228,Algún campo sin dato,1,4e04e6ce060877b833efe9ac045f488d9b322f575c398d22ea0b5f70f20b4834,25/06/2023 23:30:39,ESCANER
8722,"Santa Rosa",6,"Chiquimulilla",8,1045,380,5,4,7,1,18,0,2,105,0,1,4,2,0,2,0,2,3,0,1,6,5,1,169,26,14,209,0,209,--,382,173,169,209,209,Algún campo sin dato,1,ac8c60e040b2746e4f560c6558c89e0e4be5e1db35f70ebc7e517cd56328edea,25/06/2023 23:48:22,ESCANER
8723,"Santa Rosa",6,"Chiquimulilla",8,1045,380,3,2,1,5,20,0,0,150,0,0,2,2,1,0,0,0,1,1,0,4,6,1,199,17,12,228,0,228,--,380,152,199,228,228,Algún campo sin dato,1,a1e9937147581cbdfd0856777225463c4f8b32fe99a39494fc7b8637c5b34411,25/06/2023 22:02:08,ESCANER
8724,"Santa Rosa",6,"Chiquimulilla",8,1045,307,7,0,4,1,19,0,0,104,0,0,0,0,0,0,0,0,0,0,0,5,3,0,143,11,12,166,0,166,--,307,141,143,166,166,Algún campo sin dato,1,c6ba04dac083080a0f2a3e30b354586e8f5bffac54b08e1e9a58050f7a5affa1,25/06/2023 23:59:00,ESCANER
8725,"Santa Rosa",6,"Chiquimulilla",8,1045,307,5,3,1,1,14,1,0,89,0,0,0,1,0,1,0,1,0,0,0,1,0,1,119,22,14,155,0,155,--,307,152,119,155,155,Algún campo sin dato,1,650759c55af2a8777aa70c667cea8fac0fb9fe0e672fec4f3f9ac8c54a562e2b,25/06/2023 23:14:07,ESCANER
8726,"Santa Rosa",6,"Chiquimulilla",8,1046,380,34,3,1,0,26,2,3,67,2,1,0,1,0,0,0,1,2,1,0,4,1,0,149,8,25,182,37,219,--,380,161,149,182,219,Algún campo sin dato,1,92f3205909f01aa6f10a379cc58e9b2f8d73386c6edcee324dec99fa3833dff7,26/06/2023 01:27:25,ESCANER
8727,"Santa Rosa",6,"Chiquimulilla",8,1046,380,39,4,5,4,33,0,2,80,0,2,0,1,0,1,0,0,1,0,1,4,3,0,180,31,33,244,0,244,--,380,136,180,244,244,Algún campo sin dato,1,3224943b35e2e87f856771f082f8590c17b3d6b9dd88ce3a843f2bebd8d8f932,25/06/2023 22:59:29,ESCANER
8728,"Santa Rosa",6,"Chiquimulilla",8,1046,380,46,2,4,1,53,0,1,93,0,0,0,0,1,2,0,0,0,1,1,4,2,1,212,35,11,258,0,258,--,380,122,212,258,258,Algún campo sin dato,1,0864eebcb17d7e437e05d37187e4a51eb80b2fe67b9ffc2a0bc7d5e98c6bad4f,26/06/2023 04:23:45,ESCANER
8729,"Santa Rosa",6,"Chiquimulilla",8,1046,380,37,1,3,1,37,0,3,83,0,0,0,2,2,0,1,3,0,0,0,6,0,1,180,33,8,221,0,221,--,380,158,180,221,221,Algún campo sin dato,1,c0c2f0d313eef95906e7d09e0f840a3838fd02a0b56fb1a65cf5f30879b0df5b,26/06/2023 03:06:45,ESCANER
8730,"Santa Rosa",6,"Chiquimulilla",8,1046,380,36,3,2,0,28,1,3,78,0,2,1,0,0,0,0,0,0,0,0,2,3,1,160,36,18,214,0,214,--,380,166,160,214,214,Algún campo sin dato,1,0e8a0c4ce6afbc93a6b6f58c6cd7cde385c233d032864c85925547712e33c95d,25/06/2023 23:53:46,ESCANER
8731,"Santa Rosa",6,"Chiquimulilla",8,1046,380,40,0,2,2,29,0,1,76,0,0,0,1,1,0,0,0,1,1,1,5,3,1,164,37,14,215,0,215,--,380,165,164,215,215,Algún campo sin dato,1,c6a4f82a49f9bb4a43113e220652daeb682a4093542a1c396900ed6835eebf8a,25/06/2023 23:26:00,ESCANER
8732,"Santa Rosa",6,"Chiquimulilla",8,1046,380,31,2,2,1,32,0,0,72,0,0,1,0,2,0,0,0,1,0,0,3,2,1,150,28,16,194,0,194,--,380,186,150,194,194,Algún campo sin dato,1,64e49905f18b72e5b9e65033242bbd36f0ba56021a1718cbe43760bfc355d634,25/06/2023 23:57:37,ESCANER
8733,"Santa Rosa",6,"Chiquimulilla",8,1046,370,49,1,1,2,25,1,1,99,0,1,0,2,2,2,0,0,1,0,1,2,2,0,192,20,3,215,0,215,--,370,155,192,215,215,Algún campo sin dato,1,a13901a111376492d40ed4f8fc89503fa7fbfd62139a8c8dc9ddfa3bda837ea0,25/06/2023 22:11:42,ESCANER
8734,"Santa Rosa",6,"Chiquimulilla",8,1046,370,29,2,3,3,26,0,0,91,0,0,0,0,1,0,0,0,0,0,0,1,2,0,158,26,8,192,0,192,--,370,178,158,192,192,Algún campo sin dato,1,4d1b78ac823180dfef0523be93e6b6034df94a403da75f16da5a4288deef91e8,25/06/2023 22:38:15,ESCANER
8735,"Santa Rosa",6,"Chiquimulilla",8,1047,380,8,9,8,4,43,2,72,78,2,0,0,2,0,1,1,1,0,2,0,4,2,1,170,42,32,244,0,244,--,380,136,240,314,314,Sumas Asentadas sin cuadrar,1,cb34bdad5943ab27f6f5c97740453df7afad497ec3df641fda97097aa19614ea,26/06/2023 04:15:08,ESCANER
8736,"Santa Rosa",6,"Chiquimulilla",8,1047,380,19,4,5,2,50,2,2,69,1,0,1,0,1,1,0,0,0,1,0,5,2,4,169,45,40,254,0,254,--,380,126,169,254,254,Algún campo sin dato,1,2b25960650057e26b4f629afd11bb0b64c6939108f1913b5b89970aa3b62058d,26/06/2023 01:22:57,ESCANER
8737,"Santa Rosa",6,"Chiquimulilla",8,1047,380,14,2,3,7,34,1,0,71,0,0,0,3,2,0,0,0,1,1,1,5,9,1,155,28,20,203,0,203,--,380,177,155,203,203,Algún campo sin dato,1,39ac9a6db7313e44b02351be9925c8f1858d6a112d8043347e86a17818b90bd2,26/06/2023 02:20:43,ESCANER
8738,"Santa Rosa",6,"Chiquimulilla",8,1047,380,14,2,5,4,28,4,1,57,3,0,2,4,1,3,1,1,0,1,0,4,1,0,136,27,16,179,0,179,--,380,201,136,179,179,Algún campo sin dato,1,80ba2f90d3fb8b46aa8a0d037aaa0ea051af54fd28d1a23999b16b1d5e25401d,26/06/2023 00:35:08,ESCANER
8739,"Santa Rosa",6,"Chiquimulilla",8,1047,360,8,4,4,3,47,2,1,64,0,1,1,3,2,0,0,0,0,0,0,3,3,0,146,39,15,200,0,200,--,360,160,146,200,200,Algún campo sin dato,1,107e1b872316ee93d89acd5bf073ef95dce52778e07459bb79b641d1276c22cf,26/06/2023 01:58:28,ESCANER
8740,"Santa Rosa",6,"Chiquimulilla",8,1047,360,7,3,1,5,29,3,2,76,0,1,1,0,2,1,0,0,0,0,1,6,4,1,143,22,11,176,0,176,--,360,184,143,176,176,Algún campo sin dato,1,8699f419ad1fbd00091701c95ff1ded0bd5eceecd1fcb9c24d7826b28d2d5fcf,26/06/2023 00:45:02,ESCANER
8741,"Santa Rosa",6,"Chiquimulilla",8,1048,380,9,2,4,8,44,1,1,105,0,0,0,0,2,0,0,1,2,0,1,6,2,0,188,40,24,257,5,257,--,380,123,188,252,257,Sumas Asentadas sin cuadrar,1,c85d0615433d2467eddcf2bbc1a079f54067ad263c5b4166127efc5639b3306e,26/06/2023 01:38:47,ESCANER
8742,"Santa Rosa",6,"Chiquimulilla",8,1048,380,12,1,3,8,31,0,0,108,1,0,1,1,4,2,1,0,8,1,1,11,1,1,196,46,11,253,0,253,--,381,128,196,253,253,Algún campo sin dato,1,f98405668ec853f033c2cb4548db87640e553379dfc97f56d5bb2a8c0ae01317,26/06/2023 00:57:29,ESCANER
8743,"Santa Rosa",6,"Chiquimulilla",8,1048,380,7,0,4,5,40,0,1,86,1,0,0,2,1,3,0,2,5,0,1,2,2,1,163,33,16,212,0,212,--,380,168,163,212,212,Algún campo sin dato,1,2717a8e9023d79675a1e59d0525178f7a725518950331eb278e6ad860514fce7,25/06/2023 23:18:05,ESCANER
8744,"Santa Rosa",6,"Chiquimulilla",8,1048,232,5,1,1,3,24,0,1,62,1,1,0,0,0,0,0,0,1,2,0,1,1,0,104,19,2,125,0,125,--,232,107,104,125,125,Algún campo sin dato,1,2e35adb78848971dfcbfaa8da48b6c5ca8e9564d11f73f8e65b588fe2c2473db,25/06/2023 23:05:49,ESCANER
8745,"Santa Rosa",6,"Chiquimulilla",8,1048,231,13,0,1,3,22,0,0,68,0,0,2,0,0,0,1,0,3,0,0,0,0,0,113,24,5,142,0,142,--,231,89,113,142,142,Algún campo sin dato,1,f62f5129b0bcf693b0c22558a949463d7573af5ba4cda0873c8446f6d9116124,26/06/2023 00:44:52,ESCANER
8746,"Santa Rosa",6,"Chiquimulilla",8,1049,380,3,4,6,0,71,5,2,62,0,0,2,14,0,1,0,1,2,2,2,4,0,0,181,28,31,240,0,240,--,380,140,181,240,240,Algún campo sin dato,1,6d95c274f730d66d48860f7e0d97eb5e307ef423fb94d3fa26b8a2f8b1123176,25/06/2023 23:26:07,ESCANER
8747,"Santa Rosa",6,"Chiquimulilla",8,1049,380,9,3,2,2,68,7,2,63,0,0,2,18,1,1,0,0,0,1,0,2,0,0,181,31,14,226,29,255,--,380,125,181,226,255,Algún campo sin dato,1,737ba6b40ba4443d1b7929bd2c83f924e8f898afffa709729c37f7488ba5998e,26/06/2023 01:41:39,ESCANER
8748,"Santa Rosa",6,"Chiquimulilla",8,1049,380,3,1,5,1,47,13,1,50,2,0,1,8,1,0,1,1,1,0,3,3,4,0,147,28,21,196,0,196,--,380,184,146,195,195,Sumas Asentadas sin cuadrar,1,c7462ccbce9f870584cf630399572dbc4f451f4ad78708b08d447b2aa674c023,26/06/2023 00:30:35,ESCANER
8749,"Santa Rosa",6,"Chiquimulilla",8,1049,380,7,1,5,0,46,6,2,46,3,0,1,15,1,2,0,0,0,0,2,2,1,0,140,20,24,184,0,184,--,363,181,140,184,184,Algún campo sin dato,1,ee74b911ba2312ddcf418dea2e978628e0def755e43d3da34b7c1891b1376d40,26/06/2023 01:32:20,ESCANER
8750,"Santa Rosa",6,"Chiquimulilla",8,1049,220,2,0,4,1,28,3,0,38,0,1,0,18,0,0,1,0,0,0,0,2,2,0,100,14,4,118,0,118,--,220,102,100,118,118,Algún campo sin dato,1,b972622f04fcec922e53ea5d13aa016d2797a5e7c5eee6b0eb9d55ff0e717154,26/06/2023 00:41:44,ESCANER
8751,"Santa Rosa",6,"Chiquimulilla",8,1049,219,3,1,2,--,33,6,--,39,--,1,--,6,--,--,--,--,--,--,--,1,--,--,92,16,5,113,0,113,--,219,106,92,113,113,Algún campo sin dato,1,8c7f6bb24648d77b6202b0b83c80f70ef542cb10b9fcb74a74bf220ea1c568c4,26/06/2023 00:55:50,ESCANER
8752,"Santa Rosa",6,"Chiquimulilla",8,1050,380,12,1,2,0,86,0,2,61,0,2,1,19,1,0,0,0,0,1,1,3,0,0,192,55,32,279,0,279,--,380,101,192,279,279,Algún campo sin dato,1,da0f93d2d2209c143c45091e6e611ffcf4167c3011bb87b1d96efab5e14986fc,26/06/2023 00:08:18,ESCANER
8753,"Santa Rosa",6,"Chiquimulilla",8,1050,380,4,2,4,0,63,2,3,63,1,0,1,25,1,0,0,0,1,1,0,3,2,0,176,48,19,243,0,243,--,380,137,176,243,243,Algún campo sin dato,1,ab3a5e467183c44f98946e9e8c776b47f5a247383f34d425ea433cd0cf22003f,25/06/2023 23:36:30,ESCANER
8754,"Santa Rosa",6,"Chiquimulilla",8,1050,370,5,3,2,0,63,0,1,50,1,0,1,23,0,0,1,0,1,0,0,2,0,1,154,55,22,231,0,231,--,370,139,154,231,231,Algún campo sin dato,1,3b260ff4104ddac43024f363f756a1cc5b8954dcac6661512fe9fe2fad4b5995,26/06/2023 00:43:30,ESCANER
8755,"Santa Rosa",6,"Chiquimulilla",8,1050,369,8,1,2,1,61,0,3,76,0,0,0,13,1,1,1,0,0,0,2,4,4,0,178,36,10,224,0,224,--,369,145,178,224,224,Algún campo sin dato,1,55f0eb607d7ee0283c60fa2a7c01bffaf7287492c82362c735e6439754b5edf0,26/06/2023 02:17:13,ESCANER
8756,"Santa Rosa",6,"Chiquimulilla",8,1051,380,14,0,5,11,51,2,0,92,0,1,2,2,2,1,0,0,0,1,0,5,6,2,197,54,22,273,0,273,--,380,107,197,273,273,Algún campo sin dato,1,3bb0f1ebdc00d35a3478d42dfd0b1720b294705c54c21ca4f4c7a01b6402a5b6,26/06/2023 01:28:19,ESCANER
8757,"Santa Rosa",6,"Chiquimulilla",8,1051,380,12,2,1,7,65,4,1,88,0,0,2,4,2,2,0,0,4,1,2,10,3,2,212,56,15,283,0,283,--,380,97,212,283,283,Algún campo sin dato,1,86665bfb1484c1eb873494f639cfd48e67e7f03bd8222fa11109f5cba20280d7,26/06/2023 02:19:53,ESCANER
8758,"Santa Rosa",6,"Chiquimulilla",8,1051,380,20,0,8,5,55,1,3,84,0,1,1,3,6,2,3,0,2,2,1,5,8,2,212,53,15,280,3,283,--,380,97,212,280,283,Algún campo sin dato,1,bb5cfd93c63d983417ed4bd3963ece218fb1d6875069d0b29052360e3f599bcc,26/06/2023 03:38:48,ESCANER
8759,"Santa Rosa",6,"Chiquimulilla",8,1051,380,10,2,5,7,49,3,1,77,2,1,1,3,6,0,0,1,1,1,1,7,2,3,183,48,14,245,0,245,--,380,135,183,245,245,Algún campo sin dato,1,a9479d536bf087aa3ecf8efb032fd8e3d459ae8fdd8549fa67f0e0e1b985c74c,25/06/2023 23:58:35,ESCANER
8760,"Santa Rosa",6,"Chiquimulilla",8,1051,380,1,10,7,3,44,4,0,86,0,2,1,1,3,1,1,0,2,1,1,9,8,1,186,40,23,249,0,249,--,380,131,186,249,249,Algún campo sin dato,1,93ffe78a905c82e5d841312fce7726d49a01182167615510265ab9c7327b5e27,25/06/2023 23:56:06,ESCANER
8761,"Santa Rosa",6,"Chiquimulilla",8,1051,380,17,2,11,6,49,4,3,76,0,4,1,1,1,2,0,0,1,1,1,11,3,0,194,39,14,247,0,247,--,380,133,194,247,247,Algún campo sin dato,1,cef2fd89f600c1e8051383b251596bc0f31dfa60f3fb4fd0d99df4a260f1589c,26/06/2023 01:59:05,ESCANER
8762,"Santa Rosa",6,"Chiquimulilla",8,1051,380,10,0,3,5,38,0,1,81,0,1,1,3,0,1,0,0,0,2,1,5,3,0,155,63,19,237,0,237,--,380,143,155,237,237,Algún campo sin dato,1,c79afb94eb15e9d88dd5d7d6d59ccd1afec46afbd619932e9c79f8e305f0319f,26/06/2023 02:04:04,ESCANER
8763,"Santa Rosa",6,"Chiquimulilla",8,1051,380,19,1,3,8,21,2,0,109,0,0,2,1,4,1,0,0,1,1,1,3,3,1,181,35,8,224,1,225,--,389,164,181,224,225,Algún campo sin dato,1,e69fc9bac3559321abb26e05789ad2f1bac7a959e5b622301fc029dac32aaf95,26/06/2023 04:37:42,ESCANER
8764,"Santa Rosa",6,"Chiquimulilla",8,1051,205,3,0,4,1,16,3,1,61,0,0,1,1,4,0,0,0,1,1,0,2,3,0,102,13,5,120,1,121,--,205,84,102,120,121,Algún campo sin dato,1,d05850c5f65b35810bbd52c9bcd4a90095c0600f4986ae71b2efcff586b015b8,26/06/2023 00:38:19,ESCANER
8765,"Santa Rosa",6,"Chiquimulilla",8,1051,205,6,0,3,4,24,0,0,45,0,0,0,1,0,0,0,0,0,0,1,4,4,1,93,18,5,116,0,116,--,205,89,93,116,116,Algún campo sin dato,1,644ccfb3b6fb62e83e10786f577c8a1d3c8b0c005dac1ba822952dc12283cd80,25/06/2023 22:18:06,ESCANER
8766,"Santa Rosa",6,"Chiquimulilla",8,1052,380,9,4,6,4,47,0,1,82,1,1,1,0,0,3,1,0,1,0,0,11,2,1,175,54,42,271,0,271,--,380,109,175,271,271,Algún campo sin dato,1,07d740e5c12d4833f1357e97d4a0a618e5108dc355de6062dfbc036179ef509c,25/06/2023 22:01:57,ESCANER
8767,"Santa Rosa",6,"Chiquimulilla",8,1052,380,9,1,2,1,43,0,1,81,1,2,3,3,1,0,0,1,2,1,0,10,1,0,163,51,23,237,2,239,--,380,141,163,237,239,Algún campo sin dato,1,e1c0e025b76a7c0e9246ea67f561d9b9a7d81805880d25b09c1c5a7491d666b5,26/06/2023 00:43:01,ESCANER
