TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
1444,1432,99.1689,1428,98.8919,4,528945,339025,64.0945

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,UNE,VALOR UNIONISTA,TODOS,AZUL,VICTORIA,VAMOS,PIN,ELEFANTE,MLP,P A N,PPN,CABAL,WINAQ,BIEN,FCN-NACION,PHG,CREO,UR,PODEMOS,PR,U R N G - MAIZ,CAMBIO,MI FAMILIA,VIVA,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
17885,"Quiché",14,"Sacapulas",16,2723,199,4,1,2,0,0,54,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,3,1,1,106,13,9,128,0,128,--,199,71,106,128,128,Algún campo sin dato,1,63688251fbd9a9b371827184c8f566bc35bb130c7ba6977a2973cfd71c664f9c,26/06/2023 00:31:05,ESCANER
17886,"Quiché",14,"Sacapulas",16,2724,380,8,0,0,1,0,64,0,0,1,0,0,84,0,0,1,2,3,0,0,0,0,0,0,11,9,0,184,15,41,240,0,240,--,330,140,184,240,240,Algún campo sin dato,1,aa96cf2786cf4706d20fc59e9000b3fcbfe14fc2c335459deaed3c1ffa1af24e,26/06/2023 00:16:25,ESCANER
17887,"Quiché",14,"Sacapulas",16,2724,380,3,1,6,3,0,50,0,0,1,0,0,98,0,2,0,1,1,1,0,0,1,0,1,15,0,0,184,24,46,254,--,--,0,380,126,184,254,254,Algún campo sin dato,1,ec044386d3f5fbb3c53b0214ae0445ffc69fdf18f73cdfd136aec2622e6d7a2d,25/06/2023 22:01:24,ESCANER
17888,"Quiché",14,"Sacapulas",16,2724,380,3,0,1,1,0,45,0,1,0,0,0,87,1,1,1,1,0,0,1,0,0,0,0,6,2,0,151,17,30,198,--,--,--,381,183,151,198,198,Algún campo sin dato,1,9015b23af8a7e09867e66c05344a5071844a9b1e0cc273887df66002a2c90df3,26/06/2023 00:21:17,ESCANER
17889,"Quiché",14,"Sacapulas",16,2724,197,3,1,0,0,0,24,0,0,0,0,0,53,0,0,0,1,1,0,0,0,2,0,0,3,0,1,89,8,12,109,--,--,--,197,88,89,109,109,Algún campo sin dato,1,53f601ddeee5aa4531d4741f3e16c5c62dfa905e59f7ac4a8e3f8a911252dc3c,25/06/2023 21:08:08,ESCANER
17890,"Quiché",14,"Sacapulas",16,2724,197,3,0,0,0,0,26,0,1,0,1,0,48,0,0,1,1,0,0,0,0,0,0,0,7,0,0,88,9,13,110,0,110,--,197,87,88,110,110,Algún campo sin dato,1,776b1da118bac10e9a1d6792db1e1993d3afdd774ffbba528ce055575b814592,25/06/2023 20:31:46,ESCANER
17891,"Quiché",14,"Sacapulas",16,2725,380,6,1,0,1,2,125,0,0,2,2,0,81,1,1,0,0,2,0,1,1,1,0,0,6,1,0,234,19,45,298,0,298,0,380,82,234,298,298,,1,28238862bfb279743614b7e59f8180d57d107130a18fc980ec9ccbc32d8bc8b0,25/06/2023 23:40:31,MOVIL
17892,"Quiché",14,"Sacapulas",16,2725,358,5,0,3,0,1,101,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,1,3,0,1,175,19,49,243,0,243,0,358,115,175,243,243,,1,6cc210e2adfb836220dee23e7ca4aeaa03b84f39c71bdaf2e3f11d8b207de251,26/06/2023 01:03:16,MOVIL
17893,"Quiché",14,"Sacapulas",16,2725,358,1,0,0,0,1,108,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,7,0,1,176,27,37,240,0,240,--,358,118,176,240,240,Algún campo sin dato,1,edec2d36037c22297d7050b525543004a261a718e1ed525f2e3c3eb1ddefc92e,26/06/2023 01:11:33,MOVIL
17894,"Quiché",14,"Sacapulas",16,2726,598,4,1,2,0,1,23,0,0,1,0,0,7,3,0,0,2,0,0,2,0,2,0,0,4,1,1,54,12,11,77,0,77,--,598,521,54,77,77,Algún campo sin dato,1,c7c7b222e1f3ae73cdd32e56454a838e38b348ed1ea53917e586f2c887ca5549,25/06/2023 21:30:05,ESCANER
17895,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17896,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17897,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17898,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17899,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17900,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,46,0,39,2,0,67,0,0,2,0,0,78,0,2,0,0,0,0,1,0,1,0,0,27,0,0,265,15,50,330,0,330,--,400,67,265,330,330,Algún campo sin dato,1,60343dda92e98682019da2a006be77abb52bb2ded6ed5668a89172f80af7c05c,25/06/2023 23:01:03,ESCANER
17901,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17902,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,44,5,32,--,--,49,--,--,2,--,1,64,--,--,1,--,1,--,--,--,--,--,4,38,1,1,243,35,39,317,--,317,--,400,83,243,317,317,Algún campo sin dato,1,e85c42c9c89ff37c52edf266d54e5726539a061ca0bed7f2078ab47a660071b2,26/06/2023 01:17:44,ESCANER
17903,"Quiché",14,"San Bartolomé Jocotenango",17,2727,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17904,"Quiché",14,"San Bartolomé Jocotenango",17,2728,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17905,"Quiché",14,"San Bartolomé Jocotenango",17,2728,400,22,1,21,0,0,45,0,0,1,1,0,56,0,0,0,0,1,1,0,0,0,1,0,26,3,2,182,33,32,247,0,247,--,397,150,181,246,246,Sumas Asentadas sin cuadrar,1,40ab6250d04ecf666179e410af43a4f0a9b1ea8d70be5214558de4100319fdab,25/06/2023 23:51:19,ESCANER
17906,"Quiché",14,"San Bartolomé Jocotenango",17,2728,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17907,"Quiché",14,"San Bartolomé Jocotenango",17,2728,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17908,"Quiché",14,"San Bartolomé Jocotenango",17,2729,400,36,0,22,0,0,44,1,1,1,0,1,33,0,0,0,0,1,0,0,0,0,1,0,18,4,3,166,32,27,225,--,--,0,400,175,166,225,225,Algún campo sin dato,1,824d6c7adcd2b11aae32f9b196f3d39c89153743578fca163cce8792b539c2a2,26/06/2023 00:01:02,ESCANER
17909,"Quiché",14,"San Bartolomé Jocotenango",17,2729,400,21,0,19,1,0,40,0,0,0,0,0,41,0,2,0,1,1,0,1,0,0,0,1,36,7,4,175,27,28,230,0,230,--,400,170,175,230,230,Algún campo sin dato,1,ab9c438ab0342bd5da3a547ca79b28b527068bb18772d8c99a1a2e6a954b6cf5,26/06/2023 01:01:25,ESCANER
17910,"Quiché",14,"San Bartolomé Jocotenango",17,2730,400,40,0,10,1,1,43,0,1,1,0,0,43,1,1,1,1,1,0,0,0,0,0,0,24,5,0,173,25,14,212,0,212,--,400,188,174,213,213,Sumas Asentadas sin cuadrar,1,cc6dda8311d0ea3d58c24464259665628a431d7cdaa1f852ca4816ebd7f8f821,26/06/2023 00:47:46,ESCANER
17911,"Quiché",14,"San Bartolomé Jocotenango",17,2730,310,14,0,30,0,2,39,0,0,1,0,0,23,0,2,1,1,1,0,0,0,1,0,0,20,1,1,137,21,22,180,0,180,--,310,130,137,180,180,Algún campo sin dato,1,fd498b541569c1356564f648079f5cff6e245aa1c67b2402c99bd1acb1e38eb7,26/06/2023 00:55:31,ESCANER
17912,"Quiché",14,"San Bartolomé Jocotenango",17,2730,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
17913,"Quiché",14,"San Bartolomé Jocotenango",17,2731,380,29,0,32,0,0,101,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,18,0,0,257,26,17,300,0,300,--,380,80,257,300,300,Algún campo sin dato,1,cedcb9efb1279c39888da7ae9da7f046ec66e71bd0671144f8a3f91f1954e699,25/06/2023 23:10:25,ESCANER
17914,"Quiché",14,"San Bartolomé Jocotenango",17,2731,380,13,2,54,1,0,90,0,0,1,0,0,62,0,0,1,0,0,1,1,0,1,0,0,18,0,0,245,19,17,281,0,281,--,380,99,245,281,281,Algún campo sin dato,1,9fff090d55303888a57904f90c101734e2c92c237e8758c729921acd5da3d5e3,26/06/2023 01:38:19,ESCANER
17915,"Quiché",14,"San Bartolomé Jocotenango",17,2731,207,8,1,14,0,0,53,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,0,112,13,11,136,0,136,--,207,71,112,136,136,Algún campo sin dato,1,87fd40ed639d285d2155cb9675249dbd39ec93629796422f6ce2c6d63eb17d0b,25/06/2023 22:57:49,ESCANER
17916,"Quiché",14,"San Bartolomé Jocotenango",17,2731,207,9,0,15,0,0,43,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,7,0,0,112,13,4,129,0,129,--,207,78,112,129,129,Algún campo sin dato,1,0388f6bba0924124ef918034682dce7efb33d3e1d7399454c52c2450e36c4b40,25/06/2023 21:22:41,ESCANER
17917,"Quiché",14,"San Bartolomé Jocotenango",17,2732,355,75,0,2,1,3,118,0,0,0,0,2,17,2,1,0,1,0,1,0,0,1,0,2,18,3,0,247,14,18,279,0,279,--,357,78,247,279,279,Algún campo sin dato,1,653966801d22dc237132f4e07a3139225310f45860edeac6a204f217601360e9,25/06/2023 21:27:49,ESCANER
17918,"Quiché",14,"San Bartolomé Jocotenango",17,2732,354,42,0,2,0,1,94,0,0,0,0,1,10,0,0,0,1,0,0,1,0,1,0,0,18,0,1,172,22,34,228,0,228,--,354,126,172,228,228,Algún campo sin dato,1,e4cb2a360df98207f6f9e67c4e01067a5018ea526f500a9db4854da6881449ce,26/06/2023 00:42:21,ESCANER
17919,"Quiché",14,"San Bartolomé Jocotenango",17,2733,206,7,0,6,0,1,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,7,1,0,69,7,13,89,0,89,--,206,117,69,89,89,Algún campo sin dato,1,10b54a12d2aa92bc9393356348904b22b045c4a12331b5777bba04db6064f3a7,25/06/2023 21:49:40,ESCANER
17920,"Quiché",14,"Canillá",18,2734,400,22,8,1,0,1,65,1,0,3,0,0,76,1,0,0,1,3,0,7,1,0,1,0,4,0,1,196,36,39,271,0,271,--,400,129,196,271,271,Algún campo sin dato,1,645f7a24dd63c8ea59e07acc8c7cd0960c91cbeb340fc900c1e49b6e3fafcbdc,25/06/2023 22:22:17,ESCANER
17921,"Quiché",14,"Canillá",18,2734,400,24,6,0,1,2,71,0,2,2,1,0,75,1,4,0,0,0,1,6,0,1,0,0,14,2,4,217,27,35,279,62,279,--,399,120,217,279,341,Sumas Asentadas sin cuadrar,1,75f72cf1d096e07c830aeee3a86cf0e0eaabb682c3823a9d74e63122dae696e4,25/06/2023 23:20:53,ESCANER
17922,"Quiché",14,"Canillá",18,2734,400,26,8,0,1,1,62,0,0,2,0,3,72,0,1,0,2,0,1,7,0,1,0,1,17,0,2,207,43,29,279,0,279,--,400,121,207,279,279,Algún campo sin dato,1,e0f0415f1d930ecc14daf3f2c256c16742c8df19f664769fea87ff267f73166c,25/06/2023 23:17:51,ESCANER
17923,"Quiché",14,"Canillá",18,2734,400,25,6,0,1,1,81,0,0,5,0,1,57,0,1,1,1,0,1,7,1,1,0,1,10,0,0,201,28,37,266,0,266,--,400,134,201,266,266,Algún campo sin dato,1,6e427d26c3b5f7bb94251d634bfa90367fcc94c6942f1d41d7331496a930eacd,26/06/2023 00:19:48,ESCANER
17924,"Quiché",14,"Canillá",18,2734,400,14,10,2,1,0,63,0,0,5,0,2,89,0,0,0,2,0,0,6,0,0,0,2,10,0,3,209,31,31,271,0,271,--,400,129,209,271,271,Algún campo sin dato,1,3c1bfa2690d6bd6056f10b0f9eb4e7cde25fe3a780cbd509e384bd59e5c44330,25/06/2023 23:51:05,ESCANER
17925,"Quiché",14,"Canillá",18,2734,400,26,10,0,3,2,99,1,0,1,0,3,55,0,0,0,1,1,0,6,0,1,0,1,16,0,0,226,31,37,294,0,294,--,400,106,226,294,294,Algún campo sin dato,1,dd22e1697ecaec70db04a9aaefd76cc0efffce321dea31b61502cc3eb2b97eb8,25/06/2023 22:38:32,ESCANER
17926,"Quiché",14,"Canillá",18,2734,400,21,5,3,0,0,71,0,0,2,1,2,51,0,2,0,0,1,0,11,0,1,0,1,17,3,8,200,46,20,266,0,266,--,400,134,200,266,266,Algún campo sin dato,1,375d2cdecc2e3a8afe5c85fe63bb55019070efc4e9662ef823207b6fea34ca23,25/06/2023 23:05:52,ESCANER
17927,"Quiché",14,"Canillá",18,2734,400,13,5,1,1,1,50,0,0,0,0,1,52,1,0,0,3,0,1,9,0,3,0,0,10,2,1,154,32,25,211,1,212,--,--,--,154,211,212,Algún campo sin dato,1,e2004cab43021bec8740c6fe009eae19d72afa25b06e4ccd8169ee38faafd307,25/06/2023 23:10:56,ESCANER
17928,"Quiché",14,"Canillá",18,2734,400,19,5,1,2,1,58,1,0,4,0,1,56,0,0,1,0,0,0,6,0,0,0,0,3,0,4,165,22,16,203,5,208,3,400,192,162,200,205,Sumas Asentadas sin cuadrar,1,b6ec02ed6c0f156153abbd7f81f87135645a0f2809837da7d7fcdad02a39d489,26/06/2023 00:53:10,ESCANER
17929,"Quiché",14,"Canillá",18,2734,400,19,10,3,0,0,50,0,1,0,0,1,80,0,0,1,0,0,0,5,0,0,0,2,4,4,3,183,20,30,233,3,236,--,400,164,183,233,236,Algún campo sin dato,1,43de29eca58c48bea5fab060c7f33d86e762da536d2aec5a28e11d6cb3338825,26/06/2023 00:46:35,ESCANER
17930,"Quiché",14,"Canillá",18,2735,400,22,2,0,0,2,69,0,0,2,0,2,59,0,1,1,1,0,1,7,0,0,0,0,12,0,1,184,31,25,240,0,240,--,400,160,182,238,238,Sumas Asentadas sin cuadrar,1,8d0314b6ae969b6c98ccd30f934b0acac6ac129a5c2d8bc3ed077f5bee1a1f62,25/06/2023 22:16:50,ESCANER
17931,"Quiché",14,"Canillá",18,2735,400,18,6,1,2,2,69,0,0,2,0,0,69,2,0,0,0,0,0,6,1,2,0,0,8,2,2,192,24,14,230,0,230,--,400,170,192,230,230,Algún campo sin dato,1,6ff8446cb5bd50578d92e4569ddd36a6380c21f7de4b93d9c4300c355e6648a5,25/06/2023 22:38:21,ESCANER
17932,"Quiché",14,"Canillá",18,2735,400,13,4,1,0,4,79,1,0,2,0,2,55,2,0,0,0,2,0,5,0,0,0,0,13,4,6,193,32,13,238,0,238,--,400,162,193,238,238,Algún campo sin dato,1,25bcab2367be11783cdfc2fb0d65101118c7489b633431059c80ceb065a96101,25/06/2023 22:40:26,ESCANER
17933,"Quiché",14,"Canillá",18,2735,362,18,10,0,0,0,77,0,0,4,0,1,84,0,0,0,3,0,0,3,0,0,0,0,6,2,7,215,13,17,245,0,245,--,362,117,215,245,245,Algún campo sin dato,1,0dec3eec421aa3c1fd007f60c72793c47ac2baa4e9ddf12a4f00bfb7b842cd98,25/06/2023 21:53:56,ESCANER
17934,"Quiché",14,"Canillá",18,2735,361,7,3,0,0,0,53,0,1,6,0,3,64,2,0,0,0,0,0,3,0,0,0,0,2,0,4,148,19,20,187,0,187,--,361,174,148,187,187,Algún campo sin dato,1,d39161b70e0e23f8ba3c57c60af0c2feda1d7903c3d7268191a10c0484a9c58a,25/06/2023 22:00:24,ESCANER
17935,"Quiché",14,"Canillá",18,2736,380,51,8,--,--,--,51,--,--,3,--,1,71,1,1,--,--,--,--,7,--,--,--,2,8,--,--,205,14,27,245,--,245,--,--,--,204,245,245,Sumas Asentadas sin cuadrar,1,6107eed213f94d2333fb5a0d29a0b48baece0a51499575a3efc20156727dcba6,26/06/2023 00:56:42,ESCANER
17936,"Quiché",14,"Canillá",18,2736,271,29,5,1,--,--,28,--,--,--,--,3,55,--,--,--,--,--,--,6,--,--,--,--,6,--,1,134,10,17,161,--,161,--,271,110,134,161,161,Algún campo sin dato,1,3e853fd68f4300b53635b64d09da71b98f1b4b0906474a9229eda812f6141656,26/06/2023 00:45:52,ESCANER
17937,"Quiché",14,"Canillá",18,2736,271,14,13,0,0,0,44,0,0,1,0,3,52,0,0,1,0,0,1,5,0,0,0,0,5,0,2,141,13,8,162,0,162,--,271,109,141,162,162,Algún campo sin dato,1,f4b8561bff1f2ba11ca1a312e98b6b1b58f7422c80b960e732989c7fa86bebec,26/06/2023 00:39:25,ESCANER
17938,"Quiché",14,"Canillá",18,2737,380,20,6,0,2,1,23,0,1,1,0,2,92,0,0,1,2,2,0,14,0,0,0,2,8,0,1,178,21,24,223,157,380,--,--,--,178,223,380,Algún campo sin dato,1,20c50518c2fe9f8af4b7928d630c67f25011bf90c0d53ebf272c0c4914fd1433,26/06/2023 00:17:13,ESCANER
17939,"Quiché",14,"Canillá",18,2737,357,25,7,0,1,0,18,0,0,2,0,4,70,0,0,1,1,1,0,7,0,0,0,0,4,1,0,143,19,24,186,0,186,--,357,171,142,185,185,Sumas Asentadas sin cuadrar,1,a6bbe5dbb29aca632974026f0ca367da78719eef763cea0f2c55810e1d2825e8,25/06/2023 23:57:41,ESCANER
17940,"Quiché",14,"Canillá",18,2737,356,18,3,1,1,3,11,0,0,2,0,4,87,0,1,1,0,0,0,13,0,0,0,1,3,1,1,151,19,13,183,0,183,--,--,--,151,183,183,Algún campo sin dato,1,207b6f5d58633d8b76f5dbfc8a9ab9e8b7f2595ec0501dcd3c63c36bf7cec93c,25/06/2023 23:40:32,ESCANER
17941,"Quiché",14,"Canillá",18,2738,434,7,3,1,0,0,27,0,0,2,0,0,27,0,0,0,1,0,0,4,0,0,0,0,2,0,0,108,10,21,0,0,108,--,434,326,74,105,105,Sumas Asentadas sin cuadrar,1,2c253ef9e98187ecc3f1c1e946f489e0686d246400d5612f74379a58b6bc5741,26/06/2023 00:24:20,ESCANER
17942,"Quiché",14,"Chicamán",19,2739,400,155,29,3,1,3,104,0,0,0,0,3,1,1,0,0,0,0,2,0,1,0,0,0,1,2,0,306,11,16,333,0,333,--,400,67,306,333,333,Algún campo sin dato,1,73bbb747902edf399068ac6f8dab9f3acf984de089cdb5e1bf2d6e3d8febd11d,25/06/2023 20:54:39,ESCANER
17943,"Quiché",14,"Chicamán",19,2739,400,138,21,1,1,1,131,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,300,6,10,316,0,316,--,400,84,300,316,316,Algún campo sin dato,1,2986f81b90e38058add789359098ad1210d214dfae2a22ac544452c3279b2a01,25/06/2023 23:56:16,ESCANER
17944,"Quiché",14,"Chicamán",19,2739,400,164,27,1,3,1,110,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,311,11,5,327,0,327,--,400,73,311,327,327,Algún campo sin dato,1,2a28bb4c5aacba174ea5d53663b472081966855d0c76f0e33bb80220e443848f,25/06/2023 23:44:06,ESCANER
17945,"Quiché",14,"Chicamán",19,2739,400,164,16,2,0,0,126,0,0,3,0,0,3,1,1,1,0,0,1,1,1,1,0,0,1,0,0,322,9,14,345,0,345,--,400,55,322,345,345,Algún campo sin dato,1,e98049740210cb5dab857b4335ff98d59b32a31ca200f32d6732c9533a2fe42d,26/06/2023 00:35:13,ESCANER
17946,"Quiché",14,"Chicamán",19,2739,400,145,14,2,1,1,119,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,289,10,10,--,--,309,--,--,--,289,309,309,Algún campo sin dato,1,aadd0738ced88dcf0ba760efaec8f079f8822d60489cdcf09a1e69fbd4227cac,25/06/2023 22:48:28,ESCANER
17947,"Quiché",14,"Chicamán",19,2739,400,152,20,1,0,0,110,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,289,8,2,299,0,299,--,400,101,289,299,299,Algún campo sin dato,1,818e856824c4d452a893c3bf4bc14a425ba77e840bb27d258080f756a6c96d39,25/06/2023 22:08:37,ESCANER
17948,"Quiché",14,"Chicamán",19,2739,400,164,32,3,0,0,97,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,1,1,304,13,6,323,0,323,--,400,77,304,323,323,Algún campo sin dato,1,6595cb38483a9ff1540be451c8012486e49290ef8564292b7b77aeca4b1335e3,26/06/2023 01:36:25,ESCANER
17949,"Quiché",14,"Chicamán",19,2739,400,149,23,0,1,1,101,0,0,2,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,283,6,12,301,0,301,--,400,99,283,301,301,Algún campo sin dato,1,6ded6fc8d91b70401f6d956bdadbdf8703931faffe5d3641592801d0bf5262de,25/06/2023 23:14:55,ESCANER
17950,"Quiché",14,"Chicamán",19,2739,400,133,36,1,1,3,97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,1,2,282,11,4,297,0,297,--,400,103,282,297,297,Algún campo sin dato,1,036493648f95778d4be45eb7ad75b3452e2f2e699e0360a84afcd18486a48472,25/06/2023 22:17:39,ESCANER
17951,"Quiché",14,"Chicamán",19,2739,400,145,16,1,0,1,117,1,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,2,289,10,4,303,0,303,--,400,97,289,303,303,Algún campo sin dato,1,fda90a0c63492fac62d75efb7a40919eecd9a6905d61eb8f5baadb4b69e0e2b6,26/06/2023 00:59:53,ESCANER
17952,"Quiché",14,"Chicamán",19,2739,400,148,19,0,0,3,109,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,285,5,7,297,0,297,--,400,103,285,297,297,Algún campo sin dato,1,471d286090ecb4e33de5ce1a159fc9eb029450b1badaa6932883b66117c4b937,25/06/2023 23:39:36,ESCANER
17953,"Quiché",14,"Chicamán",19,2739,400,137,15,2,0,1,91,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,251,10,3,264,0,264,--,400,133,251,264,264,Algún campo sin dato,1,fdd95648769f8254088ee83c0b281232cca1672481ead16e2860592a8d297dc5,25/06/2023 23:25:04,ESCANER
17954,"Quiché",14,"Chicamán",19,2739,400,133,13,0,0,1,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,269,3,5,277,0,277,--,400,123,269,277,277,Algún campo sin dato,1,8f2f006e5bfade74dfb09042a990e3591994a30d841380301cca0fa3fd0b3702,26/06/2023 00:01:01,ESCANER
17955,"Quiché",14,"Chicamán",19,2739,396,139,15,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,263,7,4,274,0,274,--,400,122,263,274,274,Algún campo sin dato,1,2ebe42766fc4c804259c1dc0e4f2bdae9c61a3bf3094596073b3fe7c30ba02e8,26/06/2023 00:24:14,ESCANER
17956,"Quiché",14,"Chicamán",19,2739,396,130,21,0,0,2,97,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,259,7,3,269,0,269,--,396,127,259,269,269,Algún campo sin dato,1,42a2807751e6fa1294224253ebbb55d91bb55defba7e824bcbed0f19dd61ef22,25/06/2023 22:52:15,ESCANER
17957,"Quiché",14,"Chicamán",19,2740,400,114,9,2,0,23,62,0,0,0,0,2,6,0,0,1,1,0,2,2,0,1,0,1,1,1,0,228,16,17,261,0,261,--,400,139,228,261,261,Algún campo sin dato,1,06de554ae7d5c3f952606919cea1ffa0613fb0454b74520aafa33ba384d13533,26/06/2023 00:21:40,ESCANER
17958,"Quiché",14,"Chicamán",19,2740,400,125,9,1,1,35,54,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,3,0,0,234,23,11,268,0,268,--,399,131,234,268,268,Algún campo sin dato,1,80e8f431511f4b39078fb1a99ad2d26e49e494a557c2714d353b0d7172dcce3e,26/06/2023 01:12:35,ESCANER
17959,"Quiché",14,"Chicamán",19,2740,400,129,6,3,0,28,53,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226,8,16,250,7,257,--,400,143,226,250,257,Algún campo sin dato,1,5ff760ad8dbe00a70f5010642bb67cc608dedb42676b973d79553459734a44ee,25/06/2023 22:26:20,ESCANER
17960,"Quiché",14,"Chicamán",19,2740,400,87,5,9,1,25,56,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,2,0,0,192,10,13,215,0,215,--,400,185,192,215,215,Algún campo sin dato,1,3adcfec4d92870529b4290e43200dd87f2c8387b81462b94f7bd81d084e0ec84,25/06/2023 23:09:29,ESCANER
17961,"Quiché",14,"Chicamán",19,2740,400,95,11,3,0,22,39,0,1,0,1,0,1,5,0,0,0,1,1,1,0,0,0,0,1,0,0,182,13,13,208,0,208,--,397,189,182,208,208,Algún campo sin dato,1,54b35864a98d31bac94fa2a852800ba9a66068918411dfeb2921e9b5b6fc06ef,26/06/2023 01:21:50,ESCANER
17962,"Quiché",14,"Chicamán",19,2740,400,79,7,9,1,27,54,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,183,2,6,191,0,191,--,400,209,183,191,191,Algún campo sin dato,1,fda7a15040f8e056acbc110c53aa2dd1b8757828a00946ff154a54e88151c7da,25/06/2023 23:50:06,ESCANER
17963,"Quiché",14,"Chicamán",19,2740,366,121,10,1,0,18,58,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,213,7,7,227,--,227,--,--,--,213,227,227,Algún campo sin dato,1,5a28c02fd37fb5c9150f560a03da49bf8debe73e4b08e93cca1b62e2c34d13d4,26/06/2023 01:09:27,ESCANER
17964,"Quiché",14,"Chicamán",19,2740,366,114,10,1,--,35,49,--,--,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,214,3,--,--,--,217,--,366,149,214,217,217,Algún campo sin dato,1,19abc50de0ee8086a335622d56cf94b57b6e205f3d2caabeeb6db43545430537,25/06/2023 22:34:22,ESCANER
17965,"Quiché",14,"Chicamán",19,2741,400,45,1,2,1,3,102,0,0,2,0,0,5,0,1,0,0,2,0,0,1,2,0,0,2,1,2,172,44,13,229,0,229,--,400,171,172,229,229,Algún campo sin dato,1,ef069b8edd40df8ef9b125b79b4cba94df30bfa38aa366c9a5df352ee437b195,25/06/2023 22:50:18,ESCANER
