TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
866,832,96.0739,829,95.7274,3,314283,202373,64.3919

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,AZUL,CABAL,VALOR,MLP,UNE,P A N,VICTORIA,TODOS,VAMOS,ELEFANTE,PHG,PPN,MI FAMILIA,BIEN,PR,U R N G - MAIZ,PODEMOS,CREO,FCN-NACION,CAMBIO,UR,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12186,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1648,262,9,0,2,2,2,10,0,0,0,38,2,2,5,1,4,0,6,13,0,20,1,0,0,7,124,22,6,152,0,152,--,262,110,124,152,152,Algún campo sin dato,1,d8835e419882b7ee423202ba2fc06ff4bd21ecc0e1d125fd471475b19c463cc0,25/06/2023 23:03:36,ESCANER
12187,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,60,9,3,8,3,12,2,7,4,27,1,0,10,1,0,0,23,19,0,5,2,0,3,4,203,34,22,259,0,259,--,380,121,203,259,259,Algún campo sin dato,1,07bc46c67b6354c23620f86ec920ba7d74a0e063289b21165d5ed1e0c79b1dfb,26/06/2023 00:58:49,ESCANER
12188,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,50,4,7,12,3,24,4,4,1,24,0,0,9,1,3,0,16,30,1,7,3,1,5,3,212,32,23,267,0,267,--,380,113,212,267,267,Algún campo sin dato,1,c3a857c2f2609ec0a6d6199ba36f6b69e5f0bf53950bfeb12a6a3594bcca4051,25/06/2023 23:48:37,ESCANER
12189,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,36,0,6,6,3,19,3,2,3,37,0,3,9,0,0,0,14,26,1,9,4,0,1,16,198,38,26,262,0,262,--,381,119,198,262,262,Algún campo sin dato,1,f0d7d22e17e337a5e7c5c7b418613f44e9c4e067483399c20beafdba0346f5b3,25/06/2023 23:25:23,ESCANER
12190,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,53,1,5,3,1,26,1,1,1,39,1,--,9,2,1,--,15,29,2,12,2,2,3,7,216,44,24,284,0,284,--,284,96,216,284,284,Algún campo sin dato,1,ec5becb76c75aef4e6bde6628b6d9af54ea2db099919eeb170623d04156a235f,26/06/2023 02:19:10,ESCANER
12191,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,53,2,7,9,1,24,0,1,2,26,0,0,6,0,0,0,12,39,2,10,3,1,2,2,202,31,13,246,0,246,--,380,134,202,246,246,Algún campo sin dato,1,69120ce912a09cd626c2a1290931de032c1eff3367bf8553c944ce2d34b91e0f,26/06/2023 00:34:58,ESCANER
12192,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,45,2,4,6,5,15,2,1,4,21,3,3,7,0,1,0,15,21,1,8,6,1,2,5,178,23,15,216,18,234,--,379,142,178,216,234,Algún campo sin dato,1,79bbf8eec2ff8af56fa16cb039a2d92051bebaadb4d79c199099e9dcf540d5b9,26/06/2023 00:26:22,ESCANER
12193,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,380,46,5,4,2,0,6,3,1,3,20,2,0,9,0,0,0,12,29,1,13,2,1,3,5,167,22,12,201,0,201,--,376,175,167,201,201,Algún campo sin dato,1,37f5fd1c7a8d9547ce8fdd285dec8fd78515f50177fcebe6af589602b7c5cb58,26/06/2023 01:04:19,ESCANER
12194,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,243,26,2,3,3,0,10,2,1,0,10,0,1,4,1,0,0,0,13,0,8,2,1,0,7,107,9,6,122,0,122,--,243,121,94,109,109,Sumas Asentadas sin cuadrar,1,9d22383924c7bc9bfcaf1315232c7e8b9117b2655559147ba4c681b323ead470,25/06/2023 23:41:38,ESCANER
12195,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1649,243,33,2,2,0,0,6,4,0,3,18,0,2,1,0,0,0,6,17,0,6,2,0,2,2,107,6,3,116,--,--,--,240,124,106,115,115,Sumas Asentadas sin cuadrar,1,21e6e84d66cb6ca962a63e79188451d61c4424b63c94054b164286eddd55b79c,26/06/2023 00:39:10,ESCANER
12196,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1650,380,57,6,3,4,3,36,3,3,1,23,0,0,9,4,1,0,24,22,0,2,2,0,0,3,206,26,17,249,0,249,--,376,124,206,249,249,Algún campo sin dato,1,4007faa2737504fa62b2c3c8fdcf4fda0da7d8beeea6431809260809ba72a997,25/06/2023 22:10:09,ESCANER
12197,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1650,380,50,6,3,5,2,28,2,0,0,32,1,0,9,1,0,0,21,22,0,1,1,0,1,1,186,33,28,247,0,247,--,375,128,186,247,247,Algún campo sin dato,1,216a24bd6d48148dee2219e9b67aa53dec29a97128400c3fc58b3685096da4bd,25/06/2023 22:21:57,ESCANER
12198,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1650,380,48,4,4,10,1,22,4,0,2,27,0,1,6,0,0,0,30,16,3,3,0,1,2,0,184,27,13,224,0,224,--,376,152,184,224,224,Algún campo sin dato,1,fa3d6b16731232024a0f1a4816a8f5209e6d7f8c4519f9234dd23c923fedeaf4,25/06/2023 22:11:51,ESCANER
12199,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1650,304,40,5,5,3,0,11,2,1,2,20,0,4,7,0,0,0,9,13,0,5,1,1,2,3,134,18,7,159,0,159,--,303,144,134,159,159,Algún campo sin dato,1,351f489d7ea2179edbda165b8e5becbfbff0d277cf2c4362618719a2696d627d,25/06/2023 22:04:24,ESCANER
12200,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1650,303,28,2,2,1,2,13,0,0,1,13,1,0,10,0,0,0,12,12,0,5,1,1,0,0,104,14,6,124,0,124,--,308,184,104,124,124,Algún campo sin dato,1,36b772abc0f7c9572d8f915f0591d9d3e2b6aa83ed529946023b9c6e76183be8,25/06/2023 22:59:44,ESCANER
12201,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1651,380,23,0,7,5,3,19,2,2,5,41,1,2,12,0,1,0,14,21,1,0,2,1,2,5,171,44,30,244,0,244,--,375,141,169,243,243,Sumas Asentadas sin cuadrar,1,37e3714c9f3b245225e5f8715edf9cab08d094f28ab7aeb88c6c70710819b11d,26/06/2023 00:35:54,ESCANER
12202,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1651,380,30,6,0,2,2,23,2,2,5,40,2,2,9,1,0,0,15,32,0,1,1,1,2,7,185,51,23,259,0,259,--,380,121,185,259,259,Algún campo sin dato,1,3d9b87fa199a54f511db6865cb01b458bffab07d8c93074f888aef063e0163ee,25/06/2023 23:45:06,ESCANER
12203,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1651,333,25,1,3,2,2,8,0,2,5,32,2,1,6,1,2,2,18,11,1,4,1,0,5,8,142,33,19,194,0,194,--,337,143,142,194,194,Algún campo sin dato,1,b5c7117b5db0783bc73896999a1c011f6c3b13f21c4ad5d11cc855bba07f0744,26/06/2023 01:01:09,ESCANER
12204,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1651,333,27,1,3,2,8,14,2,0,5,27,1,0,7,0,2,0,14,14,1,1,5,0,3,8,145,22,13,180,0,180,--,335,155,145,180,180,Algún campo sin dato,1,7057bbe47fae4754d07f4810a2ecb1eb62b57819ef135bf425197014c353dc07,25/06/2023 22:58:37,ESCANER
12205,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1652,600,14,6,6,7,2,24,1,3,9,20,8,2,10,1,1,1,19,22,0,11,2,2,0,8,179,41,16,236,0,236,--,600,364,179,236,236,Algún campo sin dato,1,8aa81860d21baa3606dc2b027ddd290f4e951520164c6d856a994895157b2135,26/06/2023 01:22:15,ESCANER
12206,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1652,600,29,4,3,6,3,23,0,2,4,30,4,4,10,1,0,0,19,76,0,13,5,0,0,5,191,52,26,269,0,269,--,600,331,241,319,319,Sumas Asentadas sin cuadrar,1,6db55baecb71c40f161b75cab242f573065dac6c877f254f173215cedce317c0,26/06/2023 02:36:47,ESCANER
12207,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1652,380,17,2,6,1,0,8,0,1,3,15,1,3,4,1,3,0,14,9,0,3,6,0,0,8,105,20,7,132,0,132,--,372,240,105,132,132,Algún campo sin dato,1,9ca680ead976f556dd202dbf548e297a3d8bdba784330b219b20f3d18e8c6749,25/06/2023 22:32:16,ESCANER
12208,"Suchitepéquez",10,"San Antonio Suchitepéquez",10,1652,380,0,2,2,1,0,3,0,1,0,2,1,1,1,1,1,0,5,3,1,3,2,1,3,4,38,10,4,52,0,52,--,377,325,38,52,52,Algún campo sin dato,1,df9e711e9f97ef1819f6394ef9881904fac8830c9362db07288aec1c49c92b56,25/06/2023 21:06:36,ESCANER
12209,"Suchitepéquez",10,"San Miguel Panán",11,1653,400,13,5,42,3,6,17,1,1,53,50,3,1,2,1,0,0,6,0,0,1,1,1,3,7,217,43,37,297,0,297,--,400,103,217,297,297,Algún campo sin dato,1,080a0ae6d00fab217e0f738091a2af4288bb56c0689d6fd2e01f0ff136321fab,26/06/2023 00:47:47,ESCANER
12210,"Suchitepéquez",10,"San Miguel Panán",11,1653,400,11,0,45,3,3,18,2,2,38,77,1,0,1,1,1,0,2,2,0,2,1,0,1,5,216,32,65,313,0,313,--,393,80,216,313,313,Algún campo sin dato,1,76b25a1294a5123193cbfa04dd8dc74c0d9ba4629f69adc795dae3abde93b971,26/06/2023 01:27:28,ESCANER
12211,"Suchitepéquez",10,"San Miguel Panán",11,1653,400,13,1,52,3,0,17,2,0,41,84,2,0,2,1,1,0,3,3,0,7,1,2,2,4,241,29,62,332,0,332,--,400,68,241,332,332,Algún campo sin dato,1,ce7c90a5066a99c5fc0f53d244443cfc445b33f6a109859c868ad0d2974aa3c1,26/06/2023 00:28:50,ESCANER
12212,"Suchitepéquez",10,"San Miguel Panán",11,1653,400,10,1,60,8,6,17,2,1,45,66,4,0,3,0,1,0,1,3,1,1,0,0,3,2,235,37,60,332,0,332,--,396,64,235,332,332,Algún campo sin dato,1,27651bcd071bc015f9b65072c688640ef730d89e70a1af7d5ffb1e376be1174f,26/06/2023 01:54:59,ESCANER
12213,"Suchitepéquez",10,"San Miguel Panán",11,1654,400,25,2,37,2,7,12,2,1,43,56,2,2,2,0,1,0,4,2,1,5,2,0,3,3,214,27,34,275,0,275,--,395,120,214,275,275,Algún campo sin dato,1,17ff2833c4cd5083ba19f428a979508b543547fb3dfc773285656d7f7f698835,26/06/2023 04:22:33,ESCANER
12214,"Suchitepéquez",10,"San Miguel Panán",11,1654,400,10,2,43,4,9,15,1,0,50,48,6,0,1,1,4,0,4,3,0,2,1,1,4,7,216,35,33,284,0,284,--,400,116,216,284,284,Algún campo sin dato,1,9190b5515bb356e8138999fa04b6f6d7411bb6b9e1eb30430e0679ea89d7bacf,26/06/2023 01:18:58,ESCANER
12215,"Suchitepéquez",10,"San Miguel Panán",11,1654,400,12,2,53,5,6,12,--,1,43,69,2,0,2,0,1,1,1,1,0,4,1,0,5,12,233,20,40,293,0,293,--,400,107,233,293,293,Algún campo sin dato,1,028221f9e9965d863fdca70013c821adbc0ca0d3b4f2322a15a450023d8de2d6,26/06/2023 01:10:03,ESCANER
12216,"Suchitepéquez",10,"San Miguel Panán",11,1654,379,14,1,45,4,6,10,1,0,45,44,1,1,1,0,1,0,4,6,0,5,1,0,4,9,203,21,26,250,0,250,--,380,130,203,250,250,Algún campo sin dato,1,05a93b873201d8c2b97a66359555b87c2cf9f6b66b8a7f65f36b3517e10cca29,26/06/2023 00:49:12,ESCANER
12217,"Suchitepéquez",10,"San Miguel Panán",11,1654,378,16,1,38,3,5,7,1,1,41,67,1,0,0,0,1,0,0,3,0,2,1,1,4,6,200,26,29,255,0,255,--,382,127,199,254,254,Sumas Asentadas sin cuadrar,1,e3a100fd430d73ead18b99517a011039efa311b97585dba8575e910f9f942c0e,26/06/2023 00:34:56,ESCANER
12218,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,12,1,84,6,6,8,11,3,64,25,2,1,3,1,1,0,0,1,0,1,0,0,7,2,239,24,36,299,--,--,--,380,81,239,299,299,Algún campo sin dato,1,d0ba84641c149fa45f206e52931fbda0d57591553b625e2b3de759ceb7de5179,25/06/2023 23:20:55,ESCANER
12219,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,14,1,66,5,13,14,2,2,61,16,--,1,4,--,--,--,1,3,1,1,--,1,2,--,211,37,42,290,1,291,--,376,85,208,287,288,Sumas Asentadas sin cuadrar,1,21f4b2531ff0ddda4f11591704c530bd521e457e4a5d4c0e5a59570941e0f938,26/06/2023 03:40:26,ESCANER
12220,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,16,0,44,4,9,15,13,3,79,17,3,2,0,0,0,0,4,3,1,1,2,0,1,1,222,51,35,308,0,308,--,376,68,218,304,304,Sumas Asentadas sin cuadrar,1,4f63a8349baffe3e822f1167705fb8e2e72b2e2184bd58f7ebc03ea1529b95ca,26/06/2023 02:12:33,ESCANER
12221,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,23,1,74,4,19,12,4,1,44,19,0,0,1,1,1,0,2,1,1,1,0,0,2,1,212,39,22,273,0,273,--,380,107,212,273,273,Algún campo sin dato,1,5c16d0750758ed017c6ac46a5574c099bb7b3104672bb6036708860976f70bb2,26/06/2023 01:32:56,ESCANER
12222,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,7,1,75,7,13,8,4,0,68,26,0,0,2,0,0,0,2,0,0,0,0,0,2,2,217,40,38,295,0,295,--,377,82,217,295,295,Algún campo sin dato,1,cc2c6d028814a75f376fe582d54b6d5b0c0790bb25cab13aecf62e6a0fb8fd4a,26/06/2023 02:02:56,ESCANER
12223,"Suchitepéquez",10,"San Miguel Panán",11,1655,380,20,0,64,7,17,12,14,1,69,19,0,0,2,0,0,0,2,1,0,0,0,0,3,1,233,28,23,284,96,380,--,380,96,232,283,379,Sumas Asentadas sin cuadrar,1,1ed6678cd5813976f901be68fa6fc540f3047051a90222dd1447f4d4b285dd3a,26/06/2023 02:39:31,ESCANER
12224,"Suchitepéquez",10,"San Miguel Panán",11,1656,380,10,3,78,4,15,12,4,0,50,21,1,1,4,0,0,0,0,2,0,0,0,0,3,7,215,31,26,272,0,272,--,--,--,215,272,272,Algún campo sin dato,1,c65d7babf67cb080f88040bc7ac5797e556e751762083b8fcd5ecf8ab33ef187,26/06/2023 01:59:55,ESCANER
12225,"Suchitepéquez",10,"San Miguel Panán",11,1656,244,0,12,49,0,0,25,0,0,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,24,78,166,--,244,--,244,78,142,244,244,Sumas Asentadas sin cuadrar,1,c76526cbdbe7c3b5389fbc645c49f7ba2b2823954238b9a60a73c03a21312257,26/06/2023 01:37:46,ESCANER
12226,"Suchitepéquez",10,"San Miguel Panán",11,1656,243,8,0,35,5,10,10,1,0,38,16,1,0,1,0,0,0,1,0,0,0,1,1,0,1,129,11,22,162,0,162,--,243,81,129,162,162,Algún campo sin dato,1,1da364ddb4942ccfc78fb272fe22df1b77b045d9cf2735e24aa7926324fd6cb8,26/06/2023 00:19:16,ESCANER
12227,"Suchitepéquez",10,"San Miguel Panán",11,1657,380,18,2,69,2,7,19,2,2,39,44,0,0,4,1,4,0,5,1,0,4,0,2,1,2,228,33,51,312,0,312,--,380,68,228,312,312,Algún campo sin dato,1,de42289d2ebe99b82cb86e6751cb8f01d5f3fcbfcd7d518e9e42022b9a18eb11,26/06/2023 01:23:53,ESCANER
12228,"Suchitepéquez",10,"San Miguel Panán",11,1657,380,10,2,68,0,5,12,1,4,43,42,0,0,2,1,4,0,5,2,1,2,0,3,3,0,210,37,42,289,0,289,--,380,91,210,289,289,Algún campo sin dato,1,734a0f69359f04d9a3539798c67289e4d1d78f38279d03e662afe26711e93ea5,26/06/2023 00:50:31,ESCANER
12229,"Suchitepéquez",10,"San Miguel Panán",11,1657,261,7,1,57,3,6,4,0,0,21,27,2,1,2,1,3,1,0,3,1,0,0,2,1,1,144,22,30,196,0,196,--,261,65,144,196,196,Algún campo sin dato,1,08db9d1e8e6ee742e80390e6856082adbf45bddfde48192a99c803c3caa09321,26/06/2023 00:24:53,ESCANER
12230,"Suchitepéquez",10,"San Miguel Panán",11,1657,260,14,0,46,5,4,11,0,1,28,20,0,1,1,0,2,0,0,1,0,1,1,1,3,1,141,17,25,183,0,183,--,--,--,141,183,183,Algún campo sin dato,1,e1b787ff2687009ab132335bef6e0df3442eac190496128c1f34c3f785f9be5a,26/06/2023 01:20:02,ESCANER
12231,"Suchitepéquez",10,"San Gabriel",12,1658,400,10,27,23,19,2,23,1,4,5,34,4,2,6,2,4,0,3,18,0,1,23,3,8,8,230,30,34,294,0,294,--,400,106,230,294,294,Algún campo sin dato,1,bdc29ba1a017216b8b1e350e52114c15f79f7304dc919b7de9d82f8787edee66,26/06/2023 00:33:03,ESCANER
12232,"Suchitepéquez",10,"San Gabriel",12,1658,400,11,19,31,16,2,18,3,4,10,22,0,5,6,1,2,0,1,31,1,1,26,4,5,5,224,33,38,295,0,295,--,380,85,224,295,295,Algún campo sin dato,1,9734741019f87fd39bcf0f88f38a3aa0c23d96c5bb08c9756c5804a77ff65e5a,26/06/2023 03:11:46,ESCANER
12233,"Suchitepéquez",10,"San Gabriel",12,1658,400,13,17,35,16,1,21,0,3,9,20,2,3,11,0,3,1,2,20,1,2,32,8,6,5,231,48,37,316,0,316,--,400,84,231,316,316,Algún campo sin dato,1,dba52d4e245ddf2e8d1e8875bd7bcb8e6e92d6f9079f649324c8b7e017266d9f,26/06/2023 02:25:05,ESCANER
12234,"Suchitepéquez",10,"San Gabriel",12,1658,400,17,29,31,15,0,15,0,6,5,32,2,3,12,0,2,0,4,23,0,0,20,3,4,10,233,22,43,298,0,298,--,400,102,233,298,298,Algún campo sin dato,1,ea05edd22ad9184e66ce5305e3b1f963d4c7a7c70a739cbd44ddfb6d7346ec1d,26/06/2023 00:41:51,ESCANER
12235,"Suchitepéquez",10,"San Gabriel",12,1658,400,8,25,27,19,3,21,2,4,6,30,4,2,5,1,2,0,1,31,0,2,28,5,8,3,237,42,36,315,0,315,--,400,85,237,315,315,Algún campo sin dato,1,02a0a1cdcdbc370f6c7d822581d5726be9a7f3b5b907bb4a04ef1513ddca8c14,26/06/2023 02:48:35,ESCANER
12236,"Suchitepéquez",10,"San Gabriel",12,1658,400,16,30,27,15,2,21,1,6,10,35,0,6,7,0,2,0,3,25,4,3,24,3,8,2,250,28,40,318,0,318,--,400,82,250,318,318,Algún campo sin dato,1,df1090696e53c51878682fb373584aaf091ecb64a26456f338d7f1a05f8cdf80,26/06/2023 00:49:55,ESCANER
12237,"Suchitepéquez",10,"San Gabriel",12,1658,400,11,27,29,18,1,13,1,1,7,25,2,0,3,1,4,2,2,29,4,3,30,7,2,7,229,36,38,303,0,303,--,400,97,229,303,303,Algún campo sin dato,1,059b5280a89e28c884626450d34b60d0a097e99e46c2a45c7475dcf1f59c2e69,26/06/2023 01:01:22,ESCANER
12238,"Suchitepéquez",10,"San Gabriel",12,1658,400,7,17,12,15,2,9,0,3,9,18,3,1,9,2,4,0,2,35,0,1,29,7,11,15,211,30,24,265,0,265,--,400,135,211,265,265,Algún campo sin dato,1,6fb887ad9213156dd90b6af61af3c07ec15d1c8cec57e8ad6936b26e1ab07495,26/06/2023 00:48:27,ESCANER
12239,"Suchitepéquez",10,"San Gabriel",12,1659,400,13,20,22,18,2,18,0,4,10,22,3,2,9,0,4,0,2,22,1,0,23,2,4,7,208,28,23,259,0,259,--,400,141,208,259,259,Algún campo sin dato,1,859b23f40865c6294527b0ee17fc319c1a6535ef7f0ddfad5ecad8ca1cf9b78b,26/06/2023 00:48:37,ESCANER
12240,"Suchitepéquez",10,"San Gabriel",12,1659,400,8,12,21,15,1,19,2,5,8,26,0,4,5,1,3,0,6,26,1,1,22,5,5,13,209,42,19,270,0,270,--,400,130,209,270,270,Algún campo sin dato,1,1626ff032f1d251ce05e2308f9307b8e556a364559c3df2d6aece77c327ec658,26/06/2023 00:45:26,ESCANER
12241,"Suchitepéquez",10,"San Gabriel",12,1659,400,12,23,22,17,1,16,0,3,9,17,2,2,4,0,6,0,3,18,0,1,16,0,5,7,184,32,24,240,0,240,--,400,160,184,240,240,Algún campo sin dato,1,ccbc1b74d578ea80c14fd43e1ce736fd7f094307096ebbd2931d444e7f3c866c,25/06/2023 22:53:52,ESCANER
12242,"Suchitepéquez",10,"San Gabriel",12,1659,400,14,14,31,18,0,8,2,7,7,23,2,1,8,1,6,0,1,21,2,2,17,2,5,6,198,32,34,264,0,264,--,396,132,198,264,264,Algún campo sin dato,1,fefb81dafb4c5e8a473fb96025ba1dce1e0e7870836b73f2cf09d71fdaa44e80,25/06/2023 23:30:59,ESCANER
12243,"Suchitepéquez",10,"San Gabriel",12,1659,400,8,18,20,10,1,18,2,2,5,27,7,1,7,0,3,0,2,20,1,2,20,7,7,6,194,32,12,238,0,238,--,400,162,194,238,238,Algún campo sin dato,1,80e7ac992b6373c96d7b0d1352222bccd80e910d1a6303498af82b1992e78d74,26/06/2023 00:20:04,ESCANER
12244,"Suchitepéquez",10,"San Gabriel",12,1659,400,9,17,20,13,4,17,0,3,5,26,0,3,11,0,2,0,1,25,1,1,26,4,9,11,208,32,25,265,0,265,--,392,127,208,265,265,Algún campo sin dato,1,71ae4846fcf14b6a77de69db21ed32b568c8257be4c9c7c5d8dee387c8284bcb,25/06/2023 23:37:56,ESCANER
12245,"Suchitepéquez",10,"San Gabriel",12,1660,400,9,16,16,11,2,17,1,6,14,27,3,3,9,1,1,0,1,15,1,1,30,2,4,14,204,15,11,230,1,231,--,400,169,204,230,231,Algún campo sin dato,1,651a44350ffc37e6aeb4ff5971e9d24ed75110268de3f18919e81e16c94cadc6,26/06/2023 01:51:25,ESCANER
12246,"Suchitepéquez",10,"San Gabriel",12,1660,400,9,24,17,11,3,14,1,4,5,35,2,2,11,0,1,0,1,22,0,2,26,0,7,20,217,22,12,251,0,251,--,395,145,217,251,251,Algún campo sin dato,1,26b3f5b3ef9725f363a2c09e0dda4486e526ebfe4355a48bbe3e2a7a656865ab,26/06/2023 01:20:07,ESCANER
12247,"Suchitepéquez",10,"San Gabriel",12,1660,400,5,25,30,23,2,10,0,2,7,21,1,4,10,1,5,0,3,23,1,0,28,3,12,17,233,23,21,277,0,277,--,400,123,233,277,277,Algún campo sin dato,1,aa26fd81249ce4c074682692904137a596d01b416813e60e84adadc340007528,26/06/2023 03:10:56,ESCANER
12248,"Suchitepéquez",10,"San Gabriel",12,1660,400,10,25,20,15,3,10,0,6,7,34,2,1,10,0,2,0,0,22,0,0,26,1,5,19,218,21,17,256,0,256,--,396,140,218,256,256,Algún campo sin dato,1,8d5dc635a182994c941537b6fcf49f38be291c6ace5a78486bbcbb75993ebca2,25/06/2023 22:30:42,ESCANER
12249,"Suchitepéquez",10,"San Gabriel",12,1660,286,5,17,13,13,0,17,1,3,9,18,1,2,8,1,1,0,2,14,0,2,17,3,5,8,160,8,15,183,0,183,--,286,103,160,183,183,Algún campo sin dato,1,a0ff41099c1ffcf97f35f5245439c22ae6ff026bfd78dff1a5103f968af0a0af,26/06/2023 00:46:33,ESCANER
12250,"Suchitepéquez",10,"San Gabriel",12,1660,286,6,14,18,12,1,8,0,0,5,21,3,0,4,0,3,0,1,10,0,2,13,0,0,5,126,14,7,147,0,147,2,286,139,126,147,147,,1,25f28f2893178b8b555b4c7f70bc98e316b10985c1ac28e0489cb216f56f2ccf,25/06/2023 22:02:00,ESCANER
12251,"Suchitepéquez",10,"Chicacao",13,1661,400,19,1,47,38,21,18,11,0,12,23,4,0,6,0,4,0,1,3,4,1,5,0,7,7,232,26,12,270,0,270,--,400,130,232,270,270,Algún campo sin dato,1,62f1a3dc35a492afadd4afb9a044735ae7a47bb0effb703a872acdcaad08b1af,26/06/2023 02:00:24,ESCANER
12252,"Suchitepéquez",10,"Chicacao",13,1661,400,19,2,44,34,19,15,7,1,18,30,6,0,4,1,2,0,1,0,1,0,9,1,5,7,226,41,13,280,0,280,--,400,120,226,280,280,Algún campo sin dato,1,f2dc3bd7af4bfdbb8279f7b73c351fb0582f2f6c6713e3c2f90a34dce5b76da6,26/06/2023 01:10:41,ESCANER
12253,"Suchitepéquez",10,"Chicacao",13,1661,400,14,2,47,35,22,13,17,2,11,25,6,1,1,0,5,0,3,3,0,0,8,--,3,7,225,38,18,281,--,--,--,400,119,225,281,281,Algún campo sin dato,1,3f6211fc87cce50873c5d1e623ee3fcd9e64d8ad0e3075c16dbffc9c5dd80a11,26/06/2023 02:01:12,ESCANER
12254,"Suchitepéquez",10,"Chicacao",13,1661,400,19,1,53,26,23,16,10,3,13,34,2,0,3,4,1,0,0,2,0,1,7,0,0,5,223,40,10,273,0,273,--,396,123,223,273,273,Algún campo sin dato,1,26973fb2355478f7f32518cea62a4943ef1b8c83ad7a195705b810f944531088,26/06/2023 00:41:43,ESCANER
12255,"Suchitepéquez",10,"Chicacao",13,1661,400,14,1,53,23,21,15,12,1,16,30,7,0,5,1,2,1,4,1,0,2,8,1,1,6,225,36,20,281,--,--,--,400,119,225,281,281,Algún campo sin dato,1,0261f831048b34d40f952e786f88aaa99c81d6d12d8619b10f0b83edd7fc90f6,26/06/2023 00:47:06,ESCANER
12256,"Suchitepéquez",10,"Chicacao",13,1661,400,15,7,57,18,33,19,6,5,12,26,4,0,2,0,4,0,3,3,0,3,8,0,7,13,245,40,17,302,0,302,--,397,95,245,302,302,Algún campo sin dato,1,437e430709601a4e411a1bd09b261d6d5034453d47c23a31e206ef6db6d6b131,26/06/2023 00:56:47,ESCANER
12257,"Suchitepéquez",10,"Chicacao",13,1661,400,19,3,39,35,15,19,16,1,11,34,4,0,1,1,2,0,1,1,0,0,7,0,5,6,220,41,18,279,1,280,--,400,120,220,279,280,Algún campo sin dato,1,70f48aa6303221b15861d8765f8bf45817ddfcb474142f1edd612778d6765c0c,26/06/2023 02:06:58,ESCANER
12258,"Suchitepéquez",10,"Chicacao",13,1661,400,12,2,43,35,24,30,13,0,12,23,6,1,2,0,2,0,0,0,1,0,11,0,3,6,229,24,16,269,0,269,--,395,126,226,266,266,Sumas Asentadas sin cuadrar,1,3405793f39ca14b15d77d903e6588c6033722ccd8b3309032be5305a4735b1e7,26/06/2023 00:49:04,ESCANER
12259,"Suchitepéquez",10,"Chicacao",13,1662,400,14,2,52,21,20,20,8,1,14,25,8,1,2,1,1,0,0,1,1,1,6,1,5,8,213,25,10,248,0,248,--,400,152,213,248,248,Algún campo sin dato,1,17ea0eacbb02e725d5f5f3e729ebdef53eadea64b3da5179913ccd94a6c3b8f5,26/06/2023 01:12:28,ESCANER
