TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
866,832,96.0739,829,95.7274,3,314283,202373,64.3919

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,AZUL,CABAL,VALOR,MLP,UNE,P A N,VICTORIA,TODOS,VAMOS,ELEFANTE,PHG,PPN,MI FAMILIA,BIEN,PR,U R N G - MAIZ,PODEMOS,CREO,FCN-NACION,CAMBIO,UR,VOS,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12260,"Suchitepéquez",10,"Chicacao",13,1662,400,22,3,34,21,20,14,12,3,15,23,3,0,5,3,3,1,1,4,0,2,9,0,3,14,215,29,12,256,0,256,--,396,140,215,256,256,Algún campo sin dato,1,6c582558a99b92459a8146c4a841aee53596187e67c547bd354563ba1e21cd29,25/06/2023 23:48:55,ESCANER
12261,"Suchitepéquez",10,"Chicacao",13,1663,400,21,4,39,39,17,11,8,0,11,22,5,0,2,1,3,0,2,0,0,1,9,0,1,5,201,39,19,259,0,259,1,400,141,201,259,259,,1,2833a5ef3d386b82f3fd28ca307246a7c2d651280f0b38e21347316f883a9283,26/06/2023 01:02:31,ESCANER
12262,"Suchitepéquez",10,"Chicacao",13,1663,400,19,1,40,25,16,23,15,4,15,20,8,0,6,1,3,0,2,3,1,0,7,0,4,11,224,23,11,258,0,258,--,400,142,224,258,258,Algún campo sin dato,1,e66005ad58fb4252d0e04adc28f828691cafc8225dbeac86300336165e159291,26/06/2023 00:24:28,ESCANER
12263,"Suchitepéquez",10,"Chicacao",13,1663,400,24,0,39,32,12,14,8,0,13,23,3,0,5,0,5,0,2,1,1,2,15,1,3,5,208,30,14,252,0,252,--,400,148,208,252,252,Algún campo sin dato,1,2260278adfd5aee46643f1672fc7811a45b28d9e4956e5f2f46537643d9544cb,25/06/2023 23:53:10,ESCANER
12264,"Suchitepéquez",10,"Chicacao",13,1663,400,15,0,41,38,21,14,9,2,18,19,4,1,2,0,5,0,1,2,1,1,7,1,0,6,208,39,22,269,0,269,--,400,131,208,269,269,Algún campo sin dato,1,9de2cc77946605335fcf7b8b0903e5707d2d44cb0722fe6d66dbadb80187af70,25/06/2023 23:56:47,ESCANER
12265,"Suchitepéquez",10,"Chicacao",13,1663,400,21,2,43,30,12,20,11,2,16,28,1,0,3,0,2,0,4,1,0,0,7,0,1,2,206,37,25,268,0,268,--,400,129,206,268,268,Algún campo sin dato,1,59997d4499d1a03ebbf0d64e61e60987fbb09fbe7e6fb6cd75cd6a1969516373,25/06/2023 23:18:54,ESCANER
12266,"Suchitepéquez",10,"Chicacao",13,1663,400,17,0,51,34,12,24,12,1,15,21,5,0,1,1,1,0,3,2,0,5,5,0,2,4,216,25,17,258,0,258,--,398,140,216,258,258,Algún campo sin dato,1,e344ccab2b7692874fd4c1f50a69cb5bdbdd36a30093def32a9931025a609850,26/06/2023 00:18:20,ESCANER
12267,"Suchitepéquez",10,"Chicacao",13,1664,400,31,0,44,27,10,31,7,1,10,20,3,2,2,1,2,0,4,0,0,2,7,0,3,5,212,40,25,277,0,277,1,396,277,212,277,277,,1,6f37b46b17db6c5fc889470448c94a18220bdbce2c9d52e64011c46ca66a929d,26/06/2023 01:10:31,ESCANER
12268,"Suchitepéquez",10,"Chicacao",13,1664,400,22,0,41,30,12,16,15,1,22,23,5,0,3,2,4,0,0,4,1,2,4,1,2,7,217,29,16,262,146,408,--,408,146,217,262,408,Algún campo sin dato,1,82075126f2ec71231da6b62301cc74c2196c0818dac57682f19bb825a28addff,25/06/2023 22:50:05,ESCANER
12269,"Suchitepéquez",10,"Chicacao",13,1664,400,17,2,36,30,16,14,11,2,15,18,7,0,5,1,4,0,0,2,0,1,8,0,3,17,209,29,15,253,0,--,--,395,142,209,253,253,Algún campo sin dato,1,3ca3067360d6c1d25bfbdce88d7382f98d24bc4d97d102629f7447c9e34b1f98,25/06/2023 23:40:10,ESCANER
12270,"Suchitepéquez",10,"Chicacao",13,1664,400,26,0,49,31,19,14,15,1,9,15,1,1,1,2,5,0,2,2,1,3,4,0,10,12,223,23,6,252,0,252,--,396,144,223,252,252,Algún campo sin dato,1,3bd883233039befa4889d2df17eb896b9377f480e09a2d3fef036ce7d849f2cc,26/06/2023 02:14:26,ESCANER
12271,"Suchitepéquez",10,"Chicacao",13,1664,400,16,1,41,25,29,17,6,3,10,17,3,0,2,0,3,0,2,2,0,0,4,1,3,15,200,14,12,226,0,226,--,400,174,200,226,226,Algún campo sin dato,1,647067acb7ec4408a87db98a15bf61a2ff7f60859b1c0a2b3570fabcffcbeed5,25/06/2023 23:12:43,ESCANER
12272,"Suchitepéquez",10,"Chicacao",13,1664,357,22,0,36,34,18,10,5,1,19,17,3,0,3,1,5,0,0,1,0,3,4,0,3,14,199,27,5,231,0,231,--,357,126,199,231,231,Algún campo sin dato,1,fe40f88810c79109ac818cdb15a650185db83b24e2ddb86718ab69af1f56b477,25/06/2023 23:23:07,ESCANER
12273,"Suchitepéquez",10,"Chicacao",13,1664,356,18,1,31,19,10,11,6,2,15,15,3,1,2,0,5,0,1,1,3,1,4,0,2,13,164,22,8,194,0,194,--,355,162,164,194,194,Algún campo sin dato,1,92918bc4fe0ae2a4629d176ca0ed85ef5414f8e67bef23004d740b730b91e592,25/06/2023 23:05:18,ESCANER
12274,"Suchitepéquez",10,"Chicacao",13,1665,293,13,4,38,30,11,27,4,0,9,13,0,0,1,0,2,0,1,0,0,1,1,0,2,4,161,17,9,187,0,187,--,293,106,161,187,187,Algún campo sin dato,1,5b6f5009171f12d8a1dfd3a18e29c0f77fb34d7faf855c3baa8ce0f5eb3f7d26,26/06/2023 00:39:04,ESCANER
12275,"Suchitepéquez",10,"Chicacao",13,1666,400,19,1,29,19,11,18,1,3,27,35,9,0,3,1,1,1,3,0,1,2,17,1,2,3,212,48,33,293,0,293,--,397,107,207,288,288,Sumas Asentadas sin cuadrar,1,84be21bd6cc5c421638daf586d8da5496e71588fb30969625f92a7ffb8a2efc4,26/06/2023 00:06:25,ESCANER
12276,"Suchitepéquez",10,"Chicacao",13,1666,400,22,2,23,23,7,17,10,1,17,56,9,1,1,0,5,1,2,0,3,2,18,0,1,4,225,28,23,276,4,280,--,395,115,225,276,280,Algún campo sin dato,1,ecd15f4e50394551627b8b1d0d94cb3ebef3b820af4f6cb8f4bb3d4640988c90,26/06/2023 01:15:01,ESCANER
12277,"Suchitepéquez",10,"Chicacao",13,1666,348,20,4,31,26,5,18,2,2,8,57,11,0,3,0,3,0,4,1,1,1,13,0,1,6,217,23,38,278,0,278,--,348,70,217,278,278,Algún campo sin dato,1,0ace21c04b0aa5695a37493f44213ee1ac2f8c2c71702ce092f4e6f8c1813690,26/06/2023 00:07:17,ESCANER
12278,"Suchitepéquez",10,"Chicacao",13,1666,348,17,2,21,20,10,8,3,2,17,44,10,0,2,1,2,0,0,2,2,3,9,0,3,7,185,14,15,214,0,214,--,345,131,185,214,214,Algún campo sin dato,1,d63dae8e0a149fa0a66fe41cccf6b424828f47d4a130a29c845a82e0ea5434d7,25/06/2023 22:21:29,ESCANER
12279,"Suchitepéquez",10,"Chicacao",13,1667,400,10,2,65,26,19,13,7,0,16,17,6,0,3,1,9,0,0,2,0,3,3,0,2,7,211,39,11,261,1,262,--,393,132,211,261,262,Algún campo sin dato,1,732c3bb451b688c4b6ae1fa21a03e3153e403a14885abd4a9b537b4c5bb195ec,26/06/2023 01:07:47,ESCANER
12280,"Suchitepéquez",10,"Chicacao",13,1667,400,20,1,52,37,13,19,7,2,7,14,7,1,0,2,6,0,2,1,2,0,3,0,3,6,205,23,13,241,0,241,--,400,159,205,241,241,Algún campo sin dato,1,063b1a91b8d418f6d33bd27900479ab46cb5c117f79f6b2a9661fd522722621b,25/06/2023 22:51:31,ESCANER
12281,"Suchitepéquez",10,"Chicacao",13,1667,372,33,1,40,24,6,20,10,2,13,5,11,--,1,--,3,--,3,1,--,--,1,--,--,6,180,40,13,--,--,233,--,369,136,180,233,233,Algún campo sin dato,1,bd44c223d73f8f985c7d9c03da2a17dfa756628ffce5dc843650fe7c10eb6da1,26/06/2023 00:51:16,ESCANER
12282,"Suchitepéquez",10,"Chicacao",13,1667,372,17,3,49,21,16,10,6,0,9,13,4,1,0,1,2,0,2,1,4,0,1,0,1,9,170,29,13,212,0,212,--,372,160,170,212,212,Algún campo sin dato,1,9bc9785ea0bf23b095f03fb927c16b92a3c82c0bc9bd771521f3c124325c9094,25/06/2023 22:36:09,ESCANER
12283,"Suchitepéquez",10,"Chicacao",13,1668,380,11,2,3,7,3,19,3,1,11,76,10,0,1,2,21,0,0,0,1,0,1,0,1,1,174,18,33,225,0,225,--,380,155,174,225,225,Algún campo sin dato,1,13cf0758aaff2e23929d76d4c0fa562e71fb8739490d0d9b878bda94405e7e0f,25/06/2023 22:53:22,ESCANER
12284,"Suchitepéquez",10,"Chicacao",13,1668,380,13,6,1,14,3,27,6,1,7,63,17,1,0,0,16,0,2,1,3,0,4,0,1,1,187,12,29,228,0,228,--,228,148,187,228,228,Algún campo sin dato,1,972ddd0f0561abe79c00fba5f84e27f0fcc9986f54008b310c135d2edbbe5d41,25/06/2023 23:40:52,ESCANER
12285,"Suchitepéquez",10,"Chicacao",13,1668,380,8,4,4,14,2,20,5,1,5,77,15,0,0,1,17,0,2,0,0,0,1,1,0,2,179,35,23,237,0,237,0,380,143,179,237,237,,1,c74193f8fe20322dceaf8c36997c71c268b2d826f8db183c5c23345c19756b9f,25/06/2023 22:52:31,ESCANER
12286,"Suchitepéquez",10,"Chicacao",13,1668,204,3,3,3,9,1,16,0,0,7,26,13,0,1,0,10,0,1,0,0,0,1,0,1,3,98,12,8,118,0,118,--,204,86,98,118,118,Algún campo sin dato,1,5fa98ba174ec286f356cd30c06ff202d12d31fd0ced7c47c7ee2fc0cc07a1df3,25/06/2023 22:04:30,ESCANER
12287,"Suchitepéquez",10,"Chicacao",13,1668,204,1,2,0,7,1,2,3,1,0,33,12,0,0,0,10,0,0,0,0,0,2,0,1,3,78,3,9,90,0,90,--,201,111,78,90,90,Algún campo sin dato,1,658dd4da48e580452cd488ac0754f4b87d28476105a68ca846866306ac17e8d6,25/06/2023 22:25:21,ESCANER
12288,"Suchitepéquez",10,"Chicacao",13,1669,380,11,1,24,14,11,19,6,3,10,12,5,0,7,0,5,0,1,1,0,2,44,1,0,2,179,22,33,234,0,234,--,376,142,179,234,234,Algún campo sin dato,1,d76ed939c0412e625732dbfc431fb5bdc655b59d40aec7779d6f97539278978e,26/06/2023 00:46:15,ESCANER
12289,"Suchitepéquez",10,"Chicacao",13,1669,380,10,3,24,15,4,14,8,3,4,22,6,0,7,0,9,0,3,1,0,1,40,2,2,3,181,27,22,230,0,230,--,380,150,181,230,230,Algún campo sin dato,1,5d62662fcec7e883692e52d22f0e50ee9b74b800b5c4b43c23a94a06c4aff6e7,26/06/2023 01:09:22,ESCANER
12290,"Suchitepéquez",10,"Chicacao",13,1669,380,9,3,24,19,9,20,4,4,14,13,1,0,3,1,11,0,3,0,1,1,42,0,1,1,184,25,28,237,4,241,0,380,139,184,237,241,,1,dce2136d818a8e1914223fa55863cfed227b6ed81d71f9dc662ef97f2cd68350,26/06/2023 03:32:50,ESCANER
12291,"Suchitepéquez",10,"Chicacao",13,1669,299,11,1,9,16,11,14,4,6,12,11,6,0,4,0,12,0,1,4,1,1,30,2,2,3,161,15,21,197,0,197,--,--,--,161,197,197,Algún campo sin dato,1,b6414c8309ea8fad54dcf495e5893b64aa6f1b7d5560968e141a865b7516fb74,26/06/2023 00:21:20,ESCANER
12292,"Suchitepéquez",10,"Chicacao",13,1669,298,14,2,9,13,11,8,0,3,11,10,4,0,5,0,5,0,0,1,0,0,32,0,4,6,138,12,20,170,0,170,--,298,128,138,170,170,Algún campo sin dato,1,11741c4eecace0bceac9d4ea5c2ab179e0ea8abb2ac25fe413697cececee1dd1,26/06/2023 00:36:45,ESCANER
12293,"Suchitepéquez",10,"Chicacao",13,1670,380,42,5,5,23,53,9,6,0,46,11,1,0,1,2,1,0,0,4,0,0,0,0,0,1,210,25,35,270,0,270,--,380,110,210,270,270,Algún campo sin dato,1,96c98e54c8793a085250c4f5b3a6cad097eea4a982ad1544dc6f48ac7073f57e,25/06/2023 23:48:23,ESCANER
12294,"Suchitepéquez",10,"Chicacao",13,1670,380,38,2,7,31,47,4,3,2,40,15,1,0,0,1,3,0,0,7,0,0,0,0,0,5,206,30,15,251,0,251,--,377,126,206,251,251,Algún campo sin dato,1,dd7bf542ecf88f74827193ca77aae13d2b7447040ce50a1336ebd53b721a3f1c,26/06/2023 00:44:11,ESCANER
12295,"Suchitepéquez",10,"Chicacao",13,1670,380,34,2,6,23,43,6,2,1,48,9,5,0,1,0,1,0,1,5,0,1,0,2,6,1,197,20,22,239,--,197,--,377,138,197,239,239,Sumas Asentadas sin cuadrar,1,98c9a3e0d5088f1ebb6025075e28e8e2b14c62a04836bbf34d68c3b83915ee80,26/06/2023 01:18:44,ESCANER
12296,"Suchitepéquez",10,"Chicacao",13,1670,380,32,0,9,22,51,7,4,1,35,9,5,1,0,5,1,0,0,10,0,2,1,0,2,1,198,29,19,246,0,246,--,376,130,198,246,246,Algún campo sin dato,1,5677292c40e748a67c271a7a35355912757082c343c5bd291ce606323102237a,25/06/2023 23:06:13,ESCANER
12297,"Suchitepéquez",10,"Chicacao",13,1670,380,34,0,10,24,52,6,1,3,46,12,1,0,1,1,2,1,2,9,1,1,0,1,0,3,211,16,32,261,0,261,--,377,117,211,259,259,Sumas Asentadas sin cuadrar,1,ce3faa152b79b739e0d6709d6fc1dac2eec5da2648a72ed42e3276cad8d99f59,26/06/2023 00:29:18,ESCANER
12298,"Suchitepéquez",10,"Chicacao",13,1670,380,45,0,10,12,47,12,2,2,44,15,0,0,3,1,2,0,0,7,1,2,0,0,1,0,206,26,23,255,0,255,--,372,117,206,255,255,Algún campo sin dato,1,294a95d16e2510f8af238e372ebbd33837819c657051bf2b24f8289e4274d5af,26/06/2023 01:36:05,ESCANER
12299,"Suchitepéquez",10,"Chicacao",13,1670,380,39,0,5,19,71,2,3,1,32,7,2,0,3,0,2,0,1,8,1,0,2,0,0,3,201,19,16,236,0,236,--,380,144,201,236,236,Algún campo sin dato,1,5acbf3591b4f4c5b34086c3371d3f2f125ee1138a11f07fc9123b309c6fc2781,25/06/2023 22:26:50,ESCANER
12300,"Suchitepéquez",10,"Chicacao",13,1671,380,38,4,4,21,48,9,3,3,33,30,2,0,2,1,2,0,1,4,0,1,0,0,1,2,209,31,21,261,0,261,--,376,115,209,261,261,Algún campo sin dato,1,1b4edf4bf418afb1ef818b577e9cd0c7f50d973610c18ef6014772536dcbf0d8,26/06/2023 02:09:50,ESCANER
12301,"Suchitepéquez",10,"Chicacao",13,1671,380,43,1,8,14,44,14,4,0,44,18,1,0,0,1,1,0,1,5,1,2,2,1,0,2,207,24,8,239,0,239,--,380,141,207,239,239,Algún campo sin dato,1,1aee5d485c14ca4951a0a25217eece6e6549260bc0b0805697016008e892dc51,26/06/2023 01:34:20,ESCANER
12302,"Suchitepéquez",10,"Chicacao",13,1671,380,33,1,9,28,38,9,3,2,65,14,1,1,0,0,4,0,0,7,0,0,3,0,1,4,223,25,20,268,0,268,--,380,112,223,268,268,Algún campo sin dato,1,cb4ddd83a204bb2d1328fc652dca9481cfc137dfc4e9c3d11df9a82d06fc2de2,26/06/2023 01:12:10,ESCANER
12303,"Suchitepéquez",10,"Chicacao",13,1671,380,45,2,6,37,--,8,3,3,39,12,9,--,--,--,1,--,--,8,--,1,1,--,3,--,213,29,14,256,--,256,--,380,124,178,221,221,Sumas Asentadas sin cuadrar,1,f9b880a8ce5318805f0f7bd9d0b89e061bd5c2ced0211ccf572adfa4153d0d83,26/06/2023 02:51:18,ESCANER
12304,"Suchitepéquez",10,"Chicacao",13,1671,380,35,1,1,29,39,16,5,0,61,8,2,0,1,0,0,0,0,12,6,3,2,6,3,3,221,31,23,275,0,275,--,377,102,233,287,287,Sumas Asentadas sin cuadrar,1,5cb18824e9861001149e1da34509cc079e664b4f3e2b618884d0626fd6cf8308,26/06/2023 02:28:44,ESCANER
12305,"Suchitepéquez",10,"Chicacao",13,1671,380,55,0,10,20,50,15,5,4,50,5,0,0,1,0,2,1,1,11,0,0,0,0,1,1,231,34,31,296,80,376,2,376,80,232,297,377,Sumas Asentadas sin cuadrar,1,0478c260e9a50eb2b0259c7a4e37ecae0cea6cf44774eab576fa75bf7d8f8f41,26/06/2023 01:38:50,ESCANER
12306,"Suchitepéquez",10,"Chicacao",13,1671,380,59,1,7,17,40,8,1,0,43,17,3,0,0,0,1,1,1,3,0,1,0,0,2,0,205,29,26,260,0,260,--,377,117,205,260,260,Algún campo sin dato,1,fdfcb9b4b3595617970d2c8122ffab284c67771156310164570b53211ce42f2f,26/06/2023 02:03:52,ESCANER
12307,"Suchitepéquez",10,"Chicacao",13,1671,380,33,0,6,36,29,14,1,1,55,20,0,0,2,1,0,0,0,12,1,0,3,0,0,1,215,22,37,274,0,274,--,380,106,215,274,274,Algún campo sin dato,1,d06780e6c5ac86e2aefa6c9d60c5d141f13fe56c404ab9f88f2491fb39624de5,26/06/2023 01:20:44,ESCANER
12308,"Suchitepéquez",10,"Chicacao",13,1672,380,41,6,2,26,34,7,0,2,51,21,3,0,3,1,2,0,0,13,1,1,2,0,1,2,219,21,23,263,0,263,--,383,120,219,263,263,Algún campo sin dato,1,ad1208f0147607e83c119dcafabe3e417e15f87de352a225921704774d66cef1,26/06/2023 02:09:16,ESCANER
12309,"Suchitepéquez",10,"Chicacao",13,1672,380,35,2,6,28,47,7,6,2,53,7,3,0,2,1,0,0,0,10,1,1,3,0,2,3,219,18,24,261,0,261,--,380,119,219,261,261,Algún campo sin dato,1,9e424c264fd93a6ced0c610aad8f0b7b638be8447b87aeaf44d10abd9771ad85,26/06/2023 00:41:48,ESCANER
12310,"Suchitepéquez",10,"Chicacao",13,1672,380,28,0,5,28,37,10,6,1,35,6,1,0,4,0,5,0,2,8,0,1,0,0,1,2,180,30,18,228,0,228,--,380,152,180,228,228,Algún campo sin dato,1,14bca9de69a1276ba0b6b289ff7a881c10354e18b400a913ac71fef780f28303,26/06/2023 03:11:16,ESCANER
12311,"Suchitepéquez",10,"Chicacao",13,1672,380,37,2,12,20,69,4,3,1,29,15,2,0,1,1,3,1,0,1,0,0,1,0,1,5,208,16,8,232,0,232,--,376,144,208,232,232,Algún campo sin dato,1,9a5b92b70651bab0f64ae9d0dfc8ef27e8cde0f51f0e2ee03efbf98a294de0fb,26/06/2023 00:06:35,ESCANER
12312,"Suchitepéquez",10,"Chicacao",13,1672,380,43,0,7,17,70,0,2,2,26,11,1,0,1,0,0,0,0,11,1,2,2,0,4,1,201,24,13,238,0,238,--,376,138,201,238,238,Algún campo sin dato,1,6c7c6919b500f604c275e01c082804bce24bb1e28f3868de599d19555ced28be,25/06/2023 22:27:19,ESCANER
12313,"Suchitepéquez",10,"Chicacao",13,1672,380,39,0,10,32,60,5,2,2,32,7,2,1,1,2,1,0,0,3,0,0,0,0,2,7,208,17,5,230,0,230,--,379,149,208,230,230,Algún campo sin dato,1,4353dc01c4b5f7a0be8c1b7df39c5c17c38505981d90ba155f2225e8bf1f4bad,25/06/2023 22:38:10,ESCANER
12314,"Suchitepéquez",10,"Chicacao",13,1672,267,18,3,2,19,41,4,1,2,27,3,2,0,0,2,1,0,2,6,1,1,1,0,2,2,140,10,4,154,0,154,--,267,113,140,154,154,Algún campo sin dato,1,053f06799f6920b8014a518ba1e927b6f3ac5db4ef618deed2ae1005f2d5eed0,25/06/2023 21:38:23,ESCANER
12315,"Suchitepéquez",10,"Chicacao",13,1672,267,26,1,0,10,33,4,0,0,30,6,2,0,2,0,3,0,1,1,0,0,1,0,2,0,121,17,6,144,0,144,--,267,123,122,145,145,Sumas Asentadas sin cuadrar,1,8ef8e55df0fb5424f7e539c462f96de3a924597b13b4bf8ff45740c047949d12,25/06/2023 22:53:49,ESCANER
12316,"Suchitepéquez",10,"Chicacao",13,1673,380,20,--,16,10,21,14,3,2,22,40,20,1,--,1,15,1,1,1,1,4,7,--,1,1,202,35,23,260,--,202,--,380,120,202,260,260,Sumas Asentadas sin cuadrar,1,0682cea52a6d7e5a90ad81c22aadf75d807b27ced26c01c9c12f31c207f5eaa0,26/06/2023 00:22:25,ESCANER
12317,"Suchitepéquez",10,"Chicacao",13,1673,380,22,7,9,22,27,29,10,4,13,37,18,0,2,2,10,1,1,2,2,2,6,0,2,3,231,29,23,283,0,283,--,380,97,231,283,283,Algún campo sin dato,1,4a0a0277b481016b598367934889fe48dafcd81a7b1c7017513fdb2f70abe4a9,26/06/2023 02:14:16,ESCANER
12318,"Suchitepéquez",10,"Chicacao",13,1673,380,24,4,13,17,19,23,10,2,23,43,24,0,3,0,4,0,3,0,0,0,3,0,2,1,218,23,24,265,0,265,--,379,114,218,265,265,Algún campo sin dato,1,bacfc5d949025b43bec79aed428dc7ecabc06a89d7eed59c6642e3712f315f01,25/06/2023 23:51:20,ESCANER
12319,"Suchitepéquez",10,"Chicacao",13,1673,380,21,2,10,18,10,20,3,4,15,36,21,0,3,1,4,0,1,2,1,1,4,0,1,2,180,31,19,230,0,230,--,376,146,180,230,230,Algún campo sin dato,1,9f9f1d7605bf331a60651cf9058e7c60809d354bed708c32b1c2c3df0e72205f,26/06/2023 01:06:03,ESCANER
12320,"Suchitepéquez",10,"Chicacao",13,1673,380,20,1,5,12,16,19,3,4,25,40,14,0,0,0,7,0,0,3,0,5,7,1,2,2,186,21,32,239,0,239,--,375,136,186,239,239,Algún campo sin dato,1,43d2aefae6b696504e54a84f91af23330145875be501fbde1c7ff74b742a0860,25/06/2023 23:09:16,ESCANER
12321,"Suchitepéquez",10,"Chicacao",13,1673,380,25,1,17,16,11,24,5,0,29,49,23,0,0,0,2,1,0,1,0,3,5,0,1,1,214,29,23,266,0,266,--,380,114,214,266,266,Algún campo sin dato,1,f6bd96c3cf579cb46077110cc3beb82187d18b516d32ee26b235ea90ffa1aa68,26/06/2023 00:09:38,ESCANER
12322,"Suchitepéquez",10,"Chicacao",13,1673,380,22,2,12,12,17,14,3,4,21,31,18,--,1,--,10,--,--,1,--,--,5,--,2,7,182,34,16,232,--,232,--,473,141,182,232,232,Algún campo sin dato,1,273c0b4deed60505637095f245eb26beaad80e0b72817f5a1f8fc454d4662fed,26/06/2023 04:34:28,ESCANER
12323,"Suchitepéquez",10,"Chicacao",13,1673,241,11,1,7,13,10,11,1,2,7,19,8,0,1,0,7,0,2,0,2,0,4,0,3,6,115,13,7,135,0,135,--,241,106,115,135,135,Algún campo sin dato,1,baa3af2f88ac3f074f353df3acfbf604edefda8155044ca85aff5eb42b32d09a,25/06/2023 22:38:42,ESCANER
12324,"Suchitepéquez",10,"Chicacao",13,1673,241,11,0,4,10,11,4,3,1,19,20,7,0,0,0,7,0,0,0,0,1,6,0,1,3,108,12,4,124,0,124,--,241,117,108,124,124,Algún campo sin dato,1,970ad3e35d819dd907689c28b236a4d6526955a47de48c12888c28a32b1b64b9,25/06/2023 22:22:23,ESCANER
12325,"Suchitepéquez",10,"Chicacao",13,1674,380,20,0,3,8,15,24,8,1,31,9,6,2,3,0,10,0,3,35,1,0,1,0,2,5,188,31,19,238,0,238,--,380,142,187,237,237,Sumas Asentadas sin cuadrar,1,bc02832136d23b0a3d2675ef8f2b569080f7cabdd0bee17ed913d81ffa24e187,26/06/2023 00:11:57,ESCANER
12326,"Suchitepéquez",10,"Chicacao",13,1674,380,31,5,6,5,19,16,3,2,28,20,7,0,6,0,5,0,4,35,2,1,2,1,1,5,204,34,24,262,0,262,--,379,117,204,262,262,Algún campo sin dato,1,4d342a939b38d94103eb246169ab0c382fe7875a14b220d056fa1014fabc6c91,26/06/2023 01:08:51,ESCANER
12327,"Suchitepéquez",10,"Chicacao",13,1674,380,25,6,1,6,23,16,4,1,25,18,6,1,2,0,13,0,0,36,0,2,3,0,1,4,193,24,11,228,0,228,--,390,162,193,228,228,Algún campo sin dato,1,ca7e994be96ce02c5b74261205b3c1dd7b2f41ddf056871be11b86f8c1a5fcb9,26/06/2023 00:37:31,ESCANER
12328,"Suchitepéquez",10,"Chicacao",13,1674,380,23,5,3,10,10,15,7,0,32,12,5,0,1,0,13,0,1,33,0,0,2,1,0,7,180,28,23,231,0,231,--,376,145,180,231,231,Algún campo sin dato,1,654c7899b67bfdede40d5d0f05b5b8547f4e8ddd75e60a7caca9fad3f8e6188c,26/06/2023 00:15:12,ESCANER
12329,"Suchitepéquez",10,"Chicacao",13,1674,380,31,7,5,6,11,24,4,1,24,9,5,0,2,1,9,0,1,37,1,0,1,1,1,4,185,33,26,244,0,244,--,380,136,185,244,244,Algún campo sin dato,1,abe2d510e6b78390445c6853b64ec4d8847d37f61f0289031d849be2800f0463,26/06/2023 00:25:08,ESCANER
12330,"Suchitepéquez",10,"Chicacao",13,1674,327,32,0,1,4,7,13,2,0,24,13,3,0,2,1,11,0,2,32,2,0,0,1,3,4,157,14,14,185,0,185,--,327,142,157,185,185,Algún campo sin dato,1,aa65d6279da8ac91b7edb613c117c2d9871c8d68532eda49ee8fac6ce2e75bf9,25/06/2023 22:36:28,ESCANER
12331,"Suchitepéquez",10,"Chicacao",13,1674,326,28,2,3,3,13,10,3,1,24,9,1,--,4,1,3,--,3,32,--,--,1,--,3,1,145,12,9,166,0,166,--,326,160,145,166,166,Algún campo sin dato,1,4830b373f8268ab3ab00f75ba2a73114b377e1b2cc106ce0cc7932019a6c8c16,25/06/2023 23:25:58,ESCANER
12332,"Suchitepéquez",10,"Chicacao",13,1675,600,18,2,20,18,9,15,9,4,10,20,7,0,3,0,4,0,1,4,0,0,4,0,1,4,153,22,9,184,--,184,--,597,413,153,184,184,Algún campo sin dato,1,3f71d4f4a47dbf6740e3c34690765b3d37c78e052d3c205b3a4985665a53b00c,25/06/2023 23:06:58,ESCANER
12333,"Suchitepéquez",10,"Chicacao",13,1675,357,15,1,13,12,7,7,0,2,12,10,6,0,1,1,1,0,1,3,1,3,0,0,1,4,101,15,8,124,233,357,--,357,233,101,124,357,Algún campo sin dato,1,67620641ab2aaf0bbb47950a50b03152c2a4f9f1ed25353e9a21b89e5385e5ba,26/06/2023 00:05:01,ESCANER
12334,"Suchitepéquez",10,"Chicacao",13,1675,357,10,1,12,5,5,1,2,0,3,4,3,0,1,2,2,0,0,2,1,0,2,0,1,2,59,6,7,72,0,72,--,356,282,59,72,72,Algún campo sin dato,1,5b6d735029f4e2bddc73a384e99d2ce7c789bec5f4549e5207eb58a564d03c98,25/06/2023 22:38:02,ESCANER
