TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
509,503,98.8212,503,98.8212,0,189734,108927,57.4103

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,TODOS,CREO,PODEMOS,WINAQ,MLP,P A N,ELEFANTE,PPN,VAMOS,FCN-NACION,UNE,VICTORIA,UR,VIVA,VALOR,MI FAMILIA,PHG,CAMBIO,U R N G - MAIZ,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23499,"Jalapa",21,"Monjas",6,3691,600,18,8,9,29,3,0,1,1,2,1,2,20,1,7,4,2,3,13,1,0,3,0,14,142,23,23,188,0,188,--,600,412,142,188,188,Algún campo sin dato,1,becdf0904c40b14037f660c6fcfad9a32e885dc5b70b0b6a9e01de95e2e55e94,26/06/2023 02:22:51,ESCANER
23500,"Jalapa",21,"Monjas",6,3691,508,9,5,2,11,0,0,2,0,0,1,1,9,1,2,3,1,2,7,0,1,1,0,1,59,19,14,92,0,92,--,508,416,59,92,92,Algún campo sin dato,1,e50fa388215b8c50eab721ed2ff06b7c5ca8926eb7abf9d6a8448e02ef94c1d6,26/06/2023 00:41:49,ESCANER
23501,"Jalapa",21,"Monjas",6,3691,507,3,5,0,3,0,0,0,0,0,0,0,7,0,2,1,1,0,2,0,0,1,0,1,26,1,8,35,0,35,--,507,472,26,35,35,Algún campo sin dato,1,73e6a78ab12fe82074ff51e1d820ec21284061de87ea6b250f8068a1a487cc5c,25/06/2023 22:34:08,ESCANER
23502,"Jalapa",21,"Mataquescuintla",7,3692,400,59,17,5,0,0,0,0,3,0,0,0,18,3,46,2,7,2,12,0,2,2,1,18,197,35,16,248,51,248,--,400,152,197,248,299,Sumas Asentadas sin cuadrar,1,aa5f32eebbc5530d45c443a569e5482b619d98e0187d7c35eb197e5ab6e58982,26/06/2023 00:21:36,ESCANER
23503,"Jalapa",21,"Mataquescuintla",7,3692,400,55,14,2,0,0,0,1,2,2,0,1,31,1,50,0,12,3,8,1,4,1,2,4,194,33,15,242,0,436,--,--,--,194,242,242,Sumas Asentadas sin cuadrar,1,62f1c838fd6902b7107b49094fc0a49b134098396ce2902ad285edd9f8540415,26/06/2023 00:45:54,ESCANER
23504,"Jalapa",21,"Mataquescuintla",7,3692,400,57,20,4,0,0,1,0,3,0,1,1,15,1,58,2,14,0,2,0,2,2,0,3,186,33,21,240,0,240,--,400,160,186,240,240,Algún campo sin dato,1,c59e340f2b836809eee261e01f2003a08b3571f95e0e5bbac366a154f83dedcc,25/06/2023 23:20:57,ESCANER
23505,"Jalapa",21,"Mataquescuintla",7,3692,400,51,15,4,0,2,0,0,2,0,0,2,15,0,45,1,18,5,11,1,0,1,1,1,175,24,22,221,0,221,--,400,179,175,221,221,Algún campo sin dato,1,d48edff0fe858e09441f897b5a206e6afe351abe005178958cff3cbff755364a,25/06/2023 23:42:42,ESCANER
23506,"Jalapa",21,"Mataquescuintla",7,3692,400,50,19,2,0,1,0,0,4,0,1,1,18,1,57,2,11,3,4,0,2,2,1,2,185,36,19,240,0,240,--,--,--,181,236,236,Sumas Asentadas sin cuadrar,1,b2d2c84cab25530eb2a6bacd19d203481507f212c071737ab6cfe35f57c1fc6c,25/06/2023 23:37:44,ESCANER
23507,"Jalapa",21,"Mataquescuintla",7,3692,400,89,4,1,2,0,0,0,2,0,1,1,27,0,70,0,4,5,5,1,2,3,1,3,221,24,41,286,0,286,--,400,114,221,286,286,Algún campo sin dato,1,1405168608adab7c3e1ffb749519ffe284827fb3677cc32baea352edd54b076a,25/06/2023 23:30:19,ESCANER
23508,"Jalapa",21,"Mataquescuintla",7,3692,400,49,19,3,1,0,1,0,3,0,3,2,13,1,57,1,16,3,9,0,2,1,0,5,189,38,19,246,0,246,--,400,154,189,246,246,Algún campo sin dato,1,3d81c423fbf6335fca532819456783a10a41c6fbb560006876c439f6fc58ef5c,25/06/2023 23:34:23,ESCANER
23509,"Jalapa",21,"Mataquescuintla",7,3692,400,59,8,3,0,1,0,0,2,0,0,2,21,3,42,1,8,2,7,2,1,1,2,1,166,25,20,211,0,211,--,400,186,166,211,211,Algún campo sin dato,1,3fba3164fb55154b8240099df5307dc99257d6913ab846d9108333ab1293dac0,26/06/2023 00:05:58,ESCANER
23510,"Jalapa",21,"Mataquescuintla",7,3692,400,45,16,4,3,1,1,0,2,0,0,1,24,0,39,0,10,5,7,0,3,1,1,9,172,38,20,230,--,--,--,--,--,172,230,230,Algún campo sin dato,1,53635396c2a2541c72e5d4c704559ad077b03b62ec1c54d28e99f3b52c8e1d77,26/06/2023 01:14:44,ESCANER
23511,"Jalapa",21,"Mataquescuintla",7,3692,400,50,17,3,1,0,0,0,2,0,0,3,20,0,32,1,8,6,16,0,2,1,3,11,176,34,15,--,--,225,--,399,174,176,225,225,Algún campo sin dato,1,7ce9f31e8935c7a04e994b9a935ff590485aff1694b7f2c779362e7cb3947de7,25/06/2023 23:27:47,ESCANER
23512,"Jalapa",21,"Mataquescuintla",7,3692,400,67,15,0,1,0,1,1,2,0,0,1,25,1,53,0,5,1,11,0,0,2,2,8,196,29,15,240,0,240,--,400,160,196,240,240,Algún campo sin dato,1,3a1382fccc4411473e1583ddddc53a68b87958ed30a0f1cfef8af00fdc1dad0c,26/06/2023 00:15:17,ESCANER
23513,"Jalapa",21,"Mataquescuintla",7,3692,400,48,13,0,0,1,1,1,1,1,0,0,16,0,38,1,13,5,16,2,2,2,1,16,178,20,13,211,0,211,--,400,189,178,211,211,Algún campo sin dato,1,648db50528593d676e4e7d90e405f895bb974b19c4707ef0cb545f341d099147,25/06/2023 22:59:45,ESCANER
23514,"Jalapa",21,"Mataquescuintla",7,3692,400,39,6,3,0,0,2,1,1,0,1,0,19,0,32,0,13,0,11,0,1,1,1,14,145,23,14,182,0,182,--,400,218,145,182,182,Algún campo sin dato,1,1cb583669a1ab11b113ab0c44dac5c5af6e3d472e8406b10887f818c10afe1a6,25/06/2023 23:08:22,ESCANER
23515,"Jalapa",21,"Mataquescuintla",7,3692,276,39,6,3,0,0,0,0,1,0,1,0,12,2,23,0,11,1,11,0,1,2,0,13,126,9,2,137,0,137,--,273,136,126,137,137,Algún campo sin dato,1,26219bb7f068e7c89b7604c33e9a73be3527c1047b464cb64585e0df9b0270f1,25/06/2023 23:17:59,ESCANER
23516,"Jalapa",21,"Mataquescuintla",7,3692,275,32,6,1,0,0,0,1,0,0,0,0,5,1,15,1,10,3,10,0,2,0,0,3,90,13,4,107,0,107,--,275,168,90,107,107,Algún campo sin dato,1,257943461394c9577d588b290ce44bd034d26ef65d842ad24855112a8dbd35b7,25/06/2023 22:34:47,ESCANER
23517,"Jalapa",21,"Mataquescuintla",7,3693,400,42,11,2,1,1,1,3,1,3,1,4,25,1,68,4,12,5,12,0,0,0,2,6,205,33,25,263,0,263,--,400,137,205,263,263,Algún campo sin dato,1,1d389905e47ec79a3b0f68af22cff8ed2263ea5f56266e443d30773c449b0f16,26/06/2023 00:36:18,ESCANER
23518,"Jalapa",21,"Mataquescuintla",7,3693,400,44,11,2,0,2,0,0,4,0,1,0,26,1,66,1,12,2,7,1,1,1,1,10,193,51,28,272,0,272,--,400,128,193,272,272,Algún campo sin dato,1,4bbb1310189128660474fc38546156c96d2d905de36b4a0139b8bd189e3da230,25/06/2023 23:59:32,ESCANER
23519,"Jalapa",21,"Mataquescuintla",7,3693,400,53,12,2,2,0,0,0,0,1,0,1,28,2,78,1,22,0,11,0,0,3,1,4,221,29,20,270,0,270,--,400,130,221,270,270,Algún campo sin dato,1,087565d04c8ef4587311e57d8c15e8e69e541ee0a612292bf7879db68d3df5c9,25/06/2023 23:06:45,ESCANER
23520,"Jalapa",21,"Mataquescuintla",7,3693,400,59,9,6,0,1,0,3,3,1,2,0,19,0,87,0,32,3,3,1,1,0,1,2,233,23,22,278,0,278,--,398,120,233,278,278,Algún campo sin dato,1,8c656866d1db62f081cb867b86697c0913779c1ac28bab9bd03b186461add67e,26/06/2023 00:49:33,ESCANER
23521,"Jalapa",21,"Mataquescuintla",7,3693,400,45,10,1,0,0,0,1,4,0,1,0,26,0,99,2,6,3,5,1,0,2,0,3,209,36,32,277,123,400,--,400,123,209,277,400,Algún campo sin dato,1,87722e22c0cfb0d67fed9cb537b6e4ac2f5ef3300a17a1c7a3f24c54fdc15c80,26/06/2023 01:03:58,ESCANER
23522,"Jalapa",21,"Mataquescuintla",7,3693,400,56,10,2,1,0,0,1,4,1,2,1,31,0,84,1,4,1,5,0,3,1,1,2,211,30,19,260,0,260,--,400,140,211,260,260,Algún campo sin dato,1,b9f62f59dbe47420d56e703d47871edc7d77585be7d9d7b5abfb69d8c516fe9c,26/06/2023 01:08:44,ESCANER
23523,"Jalapa",21,"Mataquescuintla",7,3693,400,46,11,6,1,0,0,0,0,0,1,0,40,0,73,0,10,2,3,1,3,1,1,9,208,39,36,208,0,283,--,400,117,208,283,283,Sumas Asentadas sin cuadrar,1,679e4c1750e4365c9b94ac8eb37fff66d40dc18bd35e6267cb39160396a9eacc,26/06/2023 00:43:34,ESCANER
23524,"Jalapa",21,"Mataquescuintla",7,3694,400,53,4,2,1,1,0,1,3,0,0,1,36,1,57,0,14,4,4,0,3,7,1,6,199,35,17,251,0,251,--,397,146,199,251,251,Algún campo sin dato,1,470e875326b72bfa2b35b60191411df57af7485c48be702365d5149b9e50f498,26/06/2023 00:27:19,ESCANER
23525,"Jalapa",21,"Mataquescuintla",7,3694,400,43,6,5,1,1,0,1,3,2,1,1,18,0,57,1,14,7,5,1,1,2,0,12,182,31,10,223,0,223,--,400,177,182,223,223,Algún campo sin dato,1,548e92fa027a1c72a773ea4bcc484536588a8628c201f759da242780b8591a45,25/06/2023 22:44:46,ESCANER
23526,"Jalapa",21,"Mataquescuintla",7,3694,400,33,5,1,3,1,0,1,2,0,1,0,21,0,55,1,18,1,6,0,5,3,2,15,174,51,21,246,0,246,--,399,152,174,246,246,Algún campo sin dato,1,e20c8cc9fa7805f9c7dab4a863053ccd0d869b8bb306f345141a798d71fe3192,26/06/2023 01:25:01,ESCANER
23527,"Jalapa",21,"Mataquescuintla",7,3694,400,41,9,3,0,3,0,0,1,0,1,1,32,1,66,1,6,3,9,1,0,1,1,12,192,36,19,247,0,247,--,400,153,192,247,247,Algún campo sin dato,1,6b6e31e81b3f3c75db654d6e339a0f56922644d98173d7f259cf08d69f97d49d,26/06/2023 00:04:48,ESCANER
23528,"Jalapa",21,"Mataquescuintla",7,3694,400,42,6,4,2,1,0,2,4,0,0,1,27,1,64,0,10,2,11,1,0,4,1,10,193,41,15,249,0,249,--,400,151,193,249,249,Algún campo sin dato,1,a81d1c3de6429d08bf7637c0a04ba025d7a5647832cd931ed268b4c970c8f287,25/06/2023 23:55:39,ESCANER
23529,"Jalapa",21,"Mataquescuintla",7,3694,400,44,5,1,1,1,0,0,3,1,1,1,21,1,69,1,11,2,4,1,1,2,3,5,179,31,19,229,0,229,--,400,171,179,229,229,Algún campo sin dato,1,b6bae37ddfe6b644588aefe521b4fb70d213ced7b9f33a61c5d8c7b3654d5cfc,25/06/2023 23:11:18,ESCANER
23530,"Jalapa",21,"Mataquescuintla",7,3694,400,51,3,0,1,1,0,0,3,1,0,1,17,1,48,1,8,3,15,1,1,1,1,11,170,29,15,214,0,214,--,400,186,169,213,213,Sumas Asentadas sin cuadrar,1,397faa0ec0d44f85bc59477c01f90e75db0150252b5273ad3ed020b527ddf3e4,26/06/2023 00:45:01,ESCANER
23531,"Jalapa",21,"Mataquescuintla",7,3694,400,33,6,0,0,0,0,0,5,0,0,1,22,0,53,2,9,6,14,1,1,5,0,19,177,30,11,218,0,218,--,400,182,177,218,218,Algún campo sin dato,1,38c0bbc70e337fbebf3e107922c5d584e2e75b7f695997e512153547f16e1e02,25/06/2023 22:53:03,ESCANER
23532,"Jalapa",21,"Mataquescuintla",7,3695,400,44,7,5,1,2,0,1,1,1,1,1,26,3,36,0,14,0,8,3,1,4,1,30,190,23,17,230,0,230,--,--,--,190,230,230,Algún campo sin dato,1,4f9cec39383a6db544edbd140878beb0c5ab73f27a35b43486b677ebdefb52dd,25/06/2023 23:48:03,ESCANER
23533,"Jalapa",21,"Mataquescuintla",7,3695,267,21,7,3,0,1,0,0,2,2,0,0,10,1,31,0,5,2,7,0,0,0,0,7,99,17,7,123,0,123,--,267,144,99,123,123,Algún campo sin dato,1,06f307861e01b2f8bfd5db0f17e3891dba0f67a7833fbde510ca2a31395b3e25,25/06/2023 21:16:14,ESCANER
23534,"Jalapa",21,"Mataquescuintla",7,3695,267,21,3,3,0,0,0,1,1,0,1,1,13,0,37,0,5,0,2,0,0,1,0,3,92,17,9,--,--,118,--,264,146,92,118,118,Algún campo sin dato,1,ae7b3c0c1b46e7f82304c3df2132ef25c2b7f3c7f2258297eb03c41fb288cf20,25/06/2023 23:37:06,ESCANER
23535,"Jalapa",21,"Mataquescuintla",7,3696,380,28,3,1,0,0,0,0,5,1,2,1,16,0,96,0,4,1,6,0,1,10,1,2,178,25,15,218,0,218,--,380,162,178,218,218,Algún campo sin dato,1,e816f49e91e496abc546b2637e3ccb298796b3b88dfbf213460b18855f846942,26/06/2023 00:19:05,ESCANER
23536,"Jalapa",21,"Mataquescuintla",7,3696,380,36,2,2,0,0,0,0,8,0,3,1,14,0,88,0,2,1,2,2,0,13,2,5,181,24,17,222,0,222,--,379,157,181,222,222,Algún campo sin dato,1,74eaf9b1fd5adf6b0d4b0a53f014a6779314de4817af9191f49e307044939e1a,25/06/2023 22:13:47,ESCANER
23537,"Jalapa",21,"Mataquescuintla",7,3696,380,19,6,3,1,0,0,0,21,1,1,0,11,1,117,1,3,1,5,0,2,8,2,5,208,24,14,246,0,246,--,379,133,208,246,246,Algún campo sin dato,1,4b519b05abddf6f91c3b286b010959663cb85cf7d704f670da51075b5963a2a7,25/06/2023 22:36:27,ESCANER
23538,"Jalapa",21,"Mataquescuintla",7,3696,380,20,3,0,1,0,1,2,5,2,1,2,10,1,89,1,10,1,5,0,1,14,2,8,177,28,16,221,0,221,--,377,156,179,223,223,Sumas Asentadas sin cuadrar,1,4f71b542824610c0293584e0f1570a06124996e851e7ef9e9a2a17736057a787,25/06/2023 23:06:57,ESCANER
23539,"Jalapa",21,"Mataquescuintla",7,3696,380,26,6,1,2,1,0,1,6,0,2,1,8,0,88,0,7,2,6,0,1,11,1,1,171,9,20,200,0,200,--,380,180,171,200,200,Algún campo sin dato,1,834d913f9dfbcdf3f6a01bcfa7cce800459ca3747dbfaf550cb4d5ee0ee38ebb,25/06/2023 23:19:23,ESCANER
23540,"Jalapa",21,"Mataquescuintla",7,3697,380,22,4,2,0,1,0,0,7,1,2,0,8,0,75,1,7,1,3,0,0,7,0,4,175,20,8,175,--,175,--,380,205,145,173,173,Sumas Asentadas sin cuadrar,1,d2bf6d2ad8f52a37b0ff0acacf331c031787e94284628764153bd9ab412c6380,25/06/2023 23:03:47,ESCANER
23541,"Jalapa",21,"Mataquescuintla",7,3697,380,26,2,1,1,0,0,0,13,1,0,0,7,0,61,0,5,1,2,0,0,7,1,7,135,16,17,168,0,168,--,380,212,135,168,168,Algún campo sin dato,1,40d72ba50c1d42c0c29b560e95544ab98b4f6611b38c288ba0bd22857dc1a95c,25/06/2023 22:24:04,ESCANER
23542,"Jalapa",21,"Mataquescuintla",7,3697,208,11,1,2,1,1,0,0,6,0,0,1,9,0,27,0,3,0,6,1,0,7,0,6,82,5,5,92,0,92,--,208,116,82,92,92,Algún campo sin dato,1,ae409ef36b4916ca13614ed3e3e61b97bf05861792a7ef7070f406e735c294e9,25/06/2023 21:38:38,ESCANER
23543,"Jalapa",21,"Mataquescuintla",7,3697,207,8,4,0,1,0,0,0,6,0,0,0,1,0,25,0,3,0,0,0,0,5,0,3,58,5,5,66,0,66,--,204,138,56,66,66,Sumas Asentadas sin cuadrar,1,156b17c2b28c30a71e12a59e5ae960331ac95ccbe87a707edfc7afde9c00b540,25/06/2023 23:19:58,ESCANER
23544,"Jalapa",21,"Mataquescuintla",7,3698,380,31,11,0,0,0,0,0,0,0,0,0,22,0,28,0,9,0,4,0,2,0,0,2,109,13,28,150,13,163,--,380,217,109,150,163,Algún campo sin dato,1,14b405655484819b142c09b93efca8bed681065a3519c87ea88483499441dda8,26/06/2023 00:24:29,ESCANER
23545,"Jalapa",21,"Mataquescuintla",7,3698,380,33,12,2,0,0,0,1,1,0,1,1,15,0,53,0,14,0,1,1,0,0,1,1,136,25,19,180,0,180,--,378,197,137,181,181,Sumas Asentadas sin cuadrar,1,715b651709b64e3885f1ae2333f8a0c82a04e8d6ede4589dbf2becefa2e11e9d,26/06/2023 00:21:35,ESCANER
23546,"Jalapa",21,"Mataquescuintla",7,3698,380,30,3,1,0,0,0,0,2,0,0,1,26,0,68,0,13,1,1,0,2,1,0,--,149,18,18,185,0,185,--,380,195,149,185,185,Algún campo sin dato,1,d09b30d5d1e89fb34f853957f6f0c93092b04e0fc999f3e105ecf964fec19867,25/06/2023 23:24:39,ESCANER
23547,"Jalapa",21,"Mataquescuintla",7,3698,380,43,9,3,0,0,0,0,2,0,1,0,22,1,24,0,15,0,1,0,3,3,1,2,130,21,22,173,0,173,--,380,207,130,173,173,Algún campo sin dato,1,104d8ec96e4d7af742f80f7a177165a4d54814167b5839494f7a6e32b1b37dda,26/06/2023 00:48:12,ESCANER
23548,"Jalapa",21,"Mataquescuintla",7,3698,380,28,11,1,0,0,0,0,0,0,0,1,15,0,31,0,9,0,5,0,0,1,1,4,107,21,24,152,--,--,--,380,228,107,152,152,Algún campo sin dato,1,a6aea2419de761e830643adae14cfdac25619c14eb559f233d1d1cac81c33e2b,25/06/2023 23:50:11,ESCANER
23549,"Jalapa",21,"Mataquescuintla",7,3698,380,25,6,1,0,1,0,0,0,0,0,0,11,0,28,2,13,0,8,0,0,0,0,4,99,13,6,118,0,118,--,380,262,99,118,118,Algún campo sin dato,1,94a6f8c5bf2e5b45386ccc030b35a9d266f24b2c29e3365806f46ffc0b1957cb,25/06/2023 23:45:53,ESCANER
23550,"Jalapa",21,"Mataquescuintla",7,3698,199,21,4,1,0,0,0,0,0,0,0,0,10,0,16,0,7,0,0,0,0,0,0,7,66,5,6,77,0,77,--,200,123,66,77,77,Algún campo sin dato,1,7af7194de9deff3d59a5cbf9d094f9007d27ba0da3a26ead1918c9e3517f638d,25/06/2023 21:51:04,ESCANER
23551,"Jalapa",21,"Mataquescuintla",7,3698,199,17,1,0,0,0,0,0,0,0,0,0,8,0,28,0,10,0,1,0,0,0,0,1,66,1,4,71,0,71,--,199,128,66,71,71,Algún campo sin dato,1,d1901a3d6803361270e94264801f4e80bde43eab2a6417ce98c1342319fea0c8,25/06/2023 22:04:18,ESCANER
23552,"Jalapa",21,"Mataquescuintla",7,3699,380,35,4,0,0,1,0,0,2,0,1,0,14,0,84,0,15,1,3,0,2,0,1,2,165,17,32,214,0,214,--,380,166,165,214,214,Algún campo sin dato,1,07a44c9e2f02512af7179f0caf83c2cb8150a62e99e4e73b5be5dad01d3003f5,25/06/2023 23:09:32,ESCANER
23553,"Jalapa",21,"Mataquescuintla",7,3699,380,36,5,4,0,0,0,0,0,1,1,0,16,1,106,0,20,2,3,3,5,3,5,5,216,29,23,268,0,268,--,380,112,216,268,268,Algún campo sin dato,1,728dbf5ade90c3ca925baa68b81115e72e560aac4647ad0302de13ed9751bf34,25/06/2023 23:42:05,ESCANER
23554,"Jalapa",21,"Mataquescuintla",7,3699,380,29,3,1,0,0,1,0,1,0,0,2,16,2,97,1,19,1,7,0,0,1,1,0,182,19,24,225,0,225,--,380,155,182,225,225,Algún campo sin dato,1,cf8bb800d22a3bee7f0432a130ac933e6ab0d6f91b219ac5323410f1df76865e,25/06/2023 23:15:01,ESCANER
23555,"Jalapa",21,"Mataquescuintla",7,3699,380,27,7,3,0,0,2,0,3,1,0,0,19,0,54,1,17,0,8,0,2,1,1,2,148,19,23,190,0,190,0,380,190,148,190,190,,1,8feedfb7bf07fc3e6522ab86d58c5aa0f1d6dabc52633a556d755035ce7f0923,25/06/2023 23:25:36,ESCANER
23556,"Jalapa",21,"Mataquescuintla",7,3699,380,30,9,1,0,0,0,1,1,0,0,0,14,2,56,0,10,0,5,0,2,0,0,0,132,17,18,167,0,167,--,380,213,131,166,166,Sumas Asentadas sin cuadrar,1,42633921f809c6a47530841bc078b0c62a965476cc101d7b6f7483b5fa0a6526,25/06/2023 22:39:18,ESCANER
23557,"Jalapa",21,"Mataquescuintla",7,3699,214,18,8,0,0,0,0,0,0,0,0,0,4,1,19,0,11,0,6,0,1,2,0,4,74,12,5,91,0,91,--,214,123,74,91,91,Algún campo sin dato,1,853841fd2e9d71066832fa3a39186a912cc6928b3d5211bb51e6977ec0856216,25/06/2023 21:40:01,ESCANER
23558,"Jalapa",21,"Mataquescuintla",7,3699,214,17,4,0,0,0,1,0,0,0,0,0,3,0,17,0,8,0,5,0,0,0,0,3,58,0,6,64,0,64,--,214,150,58,64,64,Algún campo sin dato,1,03476e5be4a61bf85738a4754b74261e719ec7d0a2d466bfb136df83e5c0f6e6,25/06/2023 21:26:01,ESCANER
23559,"Jalapa",21,"Mataquescuintla",7,3700,380,68,4,2,0,1,0,0,0,0,0,1,4,0,40,0,15,7,11,1,0,5,0,3,162,29,18,209,0,209,--,381,172,162,209,209,Algún campo sin dato,1,a65730a109b93f05b982e2d642c2afa7c51ba30071ca27bf61ca24653cdbe5fd,26/06/2023 01:04:26,ESCANER
23560,"Jalapa",21,"Mataquescuintla",7,3700,380,50,3,1,1,1,0,0,3,0,1,1,2,0,43,0,0,2,23,0,0,4,1,1,145,13,21,179,0,179,--,380,201,137,171,171,Sumas Asentadas sin cuadrar,1,8cd237994e2e5184867d20d3ffb07142917af0da527e2bfede47a378efb83888,25/06/2023 23:56:01,ESCANER
23561,"Jalapa",21,"Mataquescuintla",7,3700,329,60,2,0,0,0,0,0,2,0,0,0,1,0,28,1,6,6,29,0,1,6,0,1,143,6,3,152,0,152,--,335,183,143,152,152,Algún campo sin dato,1,efe80fe5ed697436f3708e858aefb7848e5c8e9c4c3ad61fc084da4984bd6cae,26/06/2023 01:12:08,ESCANER
23562,"Jalapa",21,"Mataquescuintla",7,3700,329,47,2,1,0,0,0,0,1,0,0,0,2,0,25,0,7,2,15,0,1,3,1,1,108,6,6,120,0,120,--,329,209,108,120,120,Algún campo sin dato,1,dc02c408504a237af528e8e1c0aa1a9ed11e3bb2f69a3464bbc5736e10c9227f,25/06/2023 23:14:09,ESCANER
23563,"Jalapa",21,"Mataquescuintla",7,3701,592,41,12,0,2,1,0,0,1,3,2,0,13,0,48,0,3,3,7,0,1,0,0,1,138,29,29,196,0,196,--,592,396,138,196,196,Algún campo sin dato,1,a4a4f507ae0b6ba172ed10b86e10ae1cbc361076d5acabc74d3c06158179a47d,25/06/2023 23:15:36,ESCANER
23564,"Jalapa",21,"Mataquescuintla",7,3701,591,20,6,0,0,0,0,0,1,0,1,1,15,1,30,2,7,2,6,0,3,2,1,9,107,16,14,137,0,137,--,591,454,107,137,137,Algún campo sin dato,1,e58dae7deb05338bbed0ff0a7894a0c005c125cff292704ede2e729765f1eaa6,26/06/2023 01:18:38,ESCANER
