TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
509,503,98.8212,503,98.8212,0,189734,108927,57.4103

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,TODOS,CREO,PODEMOS,WINAQ,MLP,P A N,ELEFANTE,PPN,VAMOS,FCN-NACION,UNE,VICTORIA,UR,VIVA,VALOR,MI FAMILIA,PHG,CAMBIO,U R N G - MAIZ,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23189,"Jalapa",21,"Jalapa",1,3641,380,14,1,2,5,0,1,0,7,0,0,4,7,2,28,2,15,1,18,2,0,0,1,0,110,26,16,152,0,152,--,377,225,110,152,152,Algún campo sin dato,1,2e58fbbc4eb867d50454012b41f08173f1036d1e4de428728693d9b11baf8802,26/06/2023 01:28:20,ESCANER
23190,"Jalapa",21,"Jalapa",1,3641,380,17,1,2,3,1,0,1,4,0,0,2,2,6,28,0,19,1,22,1,0,0,1,1,112,22,22,156,0,156,--,380,221,112,156,156,Algún campo sin dato,1,348b743fceaa9958ff5364ffc896ac0d53b943b83ada8d9c22fe1da61f9cdf0e,26/06/2023 00:28:11,ESCANER
23191,"Jalapa",21,"Jalapa",1,3641,380,10,2,3,3,1,0,0,5,0,0,4,4,3,28,2,14,7,39,0,0,1,1,0,127,25,23,175,48,175,--,--,--,127,175,223,Sumas Asentadas sin cuadrar,1,45fbf6974613af8d90426248f7cc56107fa6bdfda13ea8de3a9bb959ffd480d3,26/06/2023 03:26:27,ESCANER
23192,"Jalapa",21,"Jalapa",1,3641,380,9,2,1,1,1,0,0,5,0,1,2,7,8,21,1,6,5,39,0,0,0,0,0,109,24,17,150,0,150,--,380,230,109,150,150,Algún campo sin dato,1,6ac7171258331596e619f9e8e9e3fb5e2a2c906ec1920c374fac97945b42504f,26/06/2023 04:19:49,ESCANER
23193,"Jalapa",21,"Jalapa",1,3642,380,13,2,2,3,0,1,0,2,1,1,1,5,6,23,1,6,2,32,1,0,1,0,0,103,30,12,145,0,145,--,380,235,103,145,145,Algún campo sin dato,1,f770ccd49f348badf6d49d7357eeb73345a7cd8f42bda2759016d2d214a361c3,26/06/2023 00:55:42,ESCANER
23194,"Jalapa",21,"Jalapa",1,3642,380,12,0,1,2,1,0,0,4,0,0,3,1,3,21,2,11,10,22,0,1,0,2,2,98,16,9,123,0,123,--,380,257,98,123,123,Algún campo sin dato,1,2d422bd2bfc3bb8fcb8b82d49c4bef32d2ee5a6362d790c8730797185198801d,26/06/2023 01:06:55,ESCANER
23195,"Jalapa",21,"Jalapa",1,3642,337,8,0,1,4,0,0,1,3,0,0,1,8,3,14,1,13,3,33,0,0,0,0,0,93,14,7,114,0,114,--,--,--,93,114,114,Algún campo sin dato,1,a672a11e408520e9c9f95181ac4804b11d70ab5285f17b0cea6085176f34c070,25/06/2023 22:38:40,ESCANER
23196,"Jalapa",21,"Jalapa",1,3642,336,7,3,3,4,0,1,0,3,0,0,1,5,1,23,0,12,0,27,0,0,0,0,0,89,16,8,114,0,113,--,333,220,90,114,114,Sumas Asentadas sin cuadrar,1,46faaac6a127e2365ad2d3026157ab03058528e487d561ee4f553502c8728d97,26/06/2023 00:26:33,ESCANER
23197,"Jalapa",21,"Jalapa",1,3643,380,10,2,1,1,0,0,0,5,1,0,0,18,0,42,0,5,9,38,0,0,1,4,1,138,23,24,185,0,185,--,380,195,138,185,185,Algún campo sin dato,1,1e559d2777fb4c93e7bfb00c7dc82b5191042fef94532fd3d3e90f6acaa0bd56,26/06/2023 00:03:16,ESCANER
23198,"Jalapa",21,"Jalapa",1,3643,380,8,2,0,2,0,2,0,5,0,0,2,26,1,56,3,3,4,48,0,0,0,1,1,164,33,21,218,0,218,--,379,161,164,218,218,Algún campo sin dato,1,2ce9dd3bec21d9255145acf1456aaba0dbcb645db66659302a6181723b5be7e0,26/06/2023 00:22:46,ESCANER
23199,"Jalapa",21,"Jalapa",1,3643,380,15,3,3,4,0,2,0,8,0,0,2,11,0,57,1,2,6,27,0,0,1,0,0,142,22,14,178,0,178,--,380,202,142,178,178,Algún campo sin dato,1,387cddc6631be342e7603529774e9318d03a25b4f40162ee0ad214283a3485b7,25/06/2023 22:04:10,ESCANER
23200,"Jalapa",21,"Jalapa",1,3643,380,7,4,3,2,0,0,0,7,0,0,1,16,1,67,1,3,3,25,1,1,1,0,1,144,42,14,200,0,200,--,380,180,144,200,200,Algún campo sin dato,1,f91ca3d68a3763db79c6113195866c2b7fb4e9f4b7de8f9de553862a5b395a15,26/06/2023 00:07:35,ESCANER
23201,"Jalapa",21,"Jalapa",1,3643,380,10,5,1,2,0,0,0,5,1,0,2,16,0,48,3,4,8,44,1,2,0,1,1,154,34,24,212,0,212,--,380,168,154,212,212,Algún campo sin dato,1,647df8b3509c93018437c9efed3f1fb9995b022c6147808a8a18638dd9e7a0e1,25/06/2023 23:46:28,ESCANER
23202,"Jalapa",21,"Jalapa",1,3643,380,17,3,3,1,0,0,0,5,0,0,1,12,0,36,0,2,4,38,0,0,0,1,2,125,28,12,165,0,165,--,380,215,125,165,165,Algún campo sin dato,1,7195959f9fb7c4662fd3ffa51233a2bac15385f39fd47a5a1d14acfb75f75442,26/06/2023 00:08:04,ESCANER
23203,"Jalapa",21,"Jalapa",1,3643,380,6,2,1,3,1,0,1,5,1,0,0,19,0,27,1,3,1,51,0,0,0,0,0,122,22,9,153,0,153,--,380,227,122,153,153,Algún campo sin dato,1,222f5bebeba9bfa45ca71a415ed51f3c3d37e802871390ed09f951a812dcee24,25/06/2023 22:22:39,ESCANER
23204,"Jalapa",21,"Jalapa",1,3643,380,9,3,2,2,0,1,1,16,0,0,0,11,0,34,1,1,1,29,0,1,0,1,1,114,28,17,159,0,159,--,380,221,114,159,159,Algún campo sin dato,1,7d12098cc88f1e8f98dfcb09af6e6d1eadfe2e177a42f4fffa6751468a869d76,25/06/2023 22:35:55,ESCANER
23205,"Jalapa",21,"Jalapa",1,3643,380,15,1,0,0,0,0,0,5,0,1,0,20,0,32,0,3,2,44,1,0,1,1,0,126,18,13,157,0,157,--,380,223,126,157,157,Algún campo sin dato,1,e9d62abc7fdd434169dfb8e1b9fd6719fb528aa294f7c99dca7d9bce29ef4a1c,25/06/2023 21:48:56,ESCANER
23206,"Jalapa",21,"Jalapa",1,3643,240,6,0,0,1,0,0,0,1,0,0,1,14,0,31,1,1,0,24,0,0,0,0,0,80,9,4,93,1,94,--,240,146,80,93,94,Algún campo sin dato,1,55aa69771d1aaba7f57bb879566efe62eef9c279c5793706dae3de81e1d7d15e,25/06/2023 21:52:09,ESCANER
23207,"Jalapa",21,"Jalapa",1,3643,239,5,1,0,0,0,0,0,1,0,0,0,16,1,31,0,0,2,30,0,0,0,0,0,87,14,7,108,0,108,--,236,128,87,108,108,Algún campo sin dato,1,8bba08a3fa2f61a5dba23fc3a73ed207907322035f31a17ec58c12483143e7f7,25/06/2023 22:24:13,ESCANER
23208,"Jalapa",21,"Jalapa",1,3644,380,28,1,6,2,2,0,0,0,1,1,1,8,1,16,3,2,19,33,1,0,0,3,1,129,24,21,174,0,174,--,380,206,129,174,174,Algún campo sin dato,1,0dc483e129abd7c4c7d803d40487a851b411f5fa6c217a45e57ff512bd7b867f,26/06/2023 00:06:43,ESCANER
23209,"Jalapa",21,"Jalapa",1,3644,380,27,2,3,7,0,0,0,3,0,0,0,21,3,26,0,8,20,31,0,0,0,1,0,154,27,13,194,0,194,--,380,186,152,192,192,Sumas Asentadas sin cuadrar,1,661fae7823fc4d17a1d21a9903ab00a198c4ed88ba5348a9638aaac968d26014,25/06/2023 23:52:07,ESCANER
23210,"Jalapa",21,"Jalapa",1,3644,380,27,0,2,4,0,0,0,7,1,0,4,23,1,27,2,2,16,28,1,0,0,2,2,149,36,19,204,2,206,--,380,174,149,204,206,Algún campo sin dato,1,9e9e320992af5e2666ff38076d45f5632bb69d24654dae2ec053085feae20504,26/06/2023 01:08:21,ESCANER
23211,"Jalapa",21,"Jalapa",1,3644,380,29,0,1,1,2,0,1,3,0,0,2,17,1,30,0,5,12,37,0,0,0,1,2,144,36,24,204,0,204,--,380,176,144,204,204,Algún campo sin dato,1,7e01aca4a3da168327acc7cb74a36fed715763fcec66798f77cd13e28de2b038,26/06/2023 00:54:32,ESCANER
23212,"Jalapa",21,"Jalapa",1,3644,380,24,1,1,4,0,1,1,3,0,0,3,24,0,40,1,7,18,33,1,0,0,1,2,165,30,19,214,0,214,--,380,166,165,214,214,Algún campo sin dato,1,bf23ae38a45b9c9ec2a59e67658048abdc47ad6a036ca8ae05c83fc75693a870,26/06/2023 00:23:56,ESCANER
23213,"Jalapa",21,"Jalapa",1,3644,380,24,2,2,6,2,1,1,2,0,0,1,32,0,37,0,4,15,37,0,0,1,2,1,170,29,22,221,0,221,--,380,159,170,221,221,Algún campo sin dato,1,93138c2c872c2ca8f70785c2d62f68e3e86f7edc78ba6dbd65c8513a331059d7,26/06/2023 00:15:45,ESCANER
23214,"Jalapa",21,"Jalapa",1,3644,380,23,1,5,8,0,1,0,5,0,1,0,27,2,27,3,6,17,20,2,0,0,4,2,154,30,16,200,0,200,0,380,180,154,200,200,,1,2ea1f0c3c9cd2314d5accfd9a2ff6eafcdf5651201f644e800abcbf46ed3111c,26/06/2023 00:28:35,ESCANER
23215,"Jalapa",21,"Jalapa",1,3644,380,30,3,0,5,2,0,0,3,0,0,0,20,0,27,0,4,21,30,1,1,0,4,2,153,18,18,189,0,189,--,380,191,153,189,189,Algún campo sin dato,1,842122277d5021731dab152e1b25140d8f8de2f98a347e322fa3795843f2c87a,25/06/2023 22:28:53,ESCANER
23216,"Jalapa",21,"Jalapa",1,3644,380,17,3,1,1,1,0,0,6,0,0,0,19,2,15,7,2,10,27,1,1,0,3,0,116,23,19,158,0,158,--,380,222,116,158,158,Algún campo sin dato,1,3d185fabea592980afda57d347989f62e8c045e1c42168ea149f3056d6e9cbe2,25/06/2023 23:00:28,ESCANER
23217,"Jalapa",21,"Jalapa",1,3644,380,21,0,0,2,1,1,0,4,0,0,2,15,0,15,3,2,20,33,0,0,0,1,2,122,18,6,146,0,146,--,380,234,122,146,146,Algún campo sin dato,1,880a76ad7eebc483cea401f64e35d2f6a0edd16ea1234da7cfa1a990b58111b4,25/06/2023 23:59:24,ESCANER
23218,"Jalapa",21,"Jalapa",1,3644,380,18,0,2,2,1,0,0,2,1,0,0,11,1,20,3,5,18,21,1,0,1,0,3,110,20,14,144,0,144,--,380,236,110,144,144,Algún campo sin dato,1,3917a9eff7ac322d2352344cc8bfac25e33bb3d77bb4742e43e64c3157a57f20,25/06/2023 22:36:24,ESCANER
23219,"Jalapa",21,"Jalapa",1,3644,380,20,0,3,2,1,0,1,1,0,0,1,18,0,20,1,1,9,32,0,0,1,1,0,112,18,9,139,0,139,--,380,241,112,139,139,Algún campo sin dato,1,04cbb46ab45141cbcc5ad3d35cdd87a2caa3510c62780ca3715796994242e4be,25/06/2023 22:53:55,ESCANER
23220,"Jalapa",21,"Jalapa",1,3644,338,17,1,0,2,1,0,0,8,0,0,1,12,1,12,2,5,14,27,0,0,0,0,5,108,13,11,132,0,132,--,338,206,108,132,132,Algún campo sin dato,1,90c597293202fe72828f2f988388a6b46b664a94cf4a3b403acc78773d654f3d,25/06/2023 22:47:10,ESCANER
23221,"Jalapa",21,"Jalapa",1,3644,338,21,0,0,3,2,0,2,3,0,0,0,14,1,11,0,4,11,19,0,1,0,2,3,97,16,4,117,0,117,--,338,221,97,117,117,Algún campo sin dato,1,b8c140de42c9ccf3f58e77356eaa684ad39fd41a82cf47e438cbae5c48e5019f,26/06/2023 00:40:38,ESCANER
23222,"Jalapa",21,"Jalapa",1,3645,380,12,3,5,4,1,0,0,4,0,1,1,9,20,24,2,5,3,32,1,1,2,1,2,133,25,20,178,0,178,--,380,202,133,178,178,Algún campo sin dato,1,3469840b873e7cae2d953e6ef32123bfca0e196706c5c4a64aedc69306bbd086,26/06/2023 00:30:16,ESCANER
23223,"Jalapa",21,"Jalapa",1,3645,380,9,2,7,3,0,0,0,5,0,2,2,6,12,36,2,3,7,52,0,0,0,0,6,154,39,20,213,0,213,--,380,167,154,213,213,Algún campo sin dato,1,3a9af2c38beedabc795cb98f975872cd8c29556924caba370fd5782cb0954f7f,25/06/2023 23:58:13,ESCANER
23224,"Jalapa",21,"Jalapa",1,3645,380,12,1,2,1,1,1,0,2,0,0,0,6,14,37,0,3,4,69,0,0,0,0,8,161,29,15,205,0,205,--,377,172,161,205,205,Algún campo sin dato,1,9ee47a49579e2864bd4966731d6453e334d32c6cadb1499a1948b39f0713ae00,25/06/2023 23:38:52,ESCANER
23225,"Jalapa",21,"Jalapa",1,3645,380,10,4,8,3,1,0,1,1,0,1,3,13,10,49,3,8,8,40,1,3,0,4,5,176,24,29,229,0,229,--,380,151,176,229,229,Algún campo sin dato,1,425c321050d1c41367bca2982a661a091f5239059675266b97d7868c5d8ce3f0,25/06/2023 23:20:39,ESCANER
23226,"Jalapa",21,"Jalapa",1,3645,380,11,3,1,3,0,0,0,11,1,0,0,12,12,21,1,8,7,55,0,0,0,0,4,150,23,23,196,0,196,--,380,184,150,196,196,Algún campo sin dato,1,a6d7c13a0c985a966193c2647fac9f14b3ba37a634f5461a3e5823dc410d9e5b,25/06/2023 23:48:57,ESCANER
23227,"Jalapa",21,"Jalapa",1,3645,380,14,3,2,1,1,0,0,5,0,0,2,9,18,21,0,7,3,37,0,0,2,0,6,131,22,8,161,0,161,--,380,219,131,161,161,Algún campo sin dato,1,ea29ce62f48bb055db7b58dac4dc651fe9df569a9820b9cee333c393fcdc7bb2,26/06/2023 00:21:05,ESCANER
23228,"Jalapa",21,"Jalapa",1,3645,380,8,2,5,1,0,1,0,1,0,14,2,9,18,14,0,4,3,45,0,1,0,0,5,119,25,17,161,--,--,--,380,219,133,175,175,Sumas Asentadas sin cuadrar,1,c531b504859245ed5614e7d3dd912db2ed2713cc39de855a8800fd84fd87f117,26/06/2023 00:09:33,ESCANER
23229,"Jalapa",21,"Jalapa",1,3645,294,12,3,2,0,0,0,0,1,0,0,0,10,10,15,0,4,1,51,0,0,0,0,4,113,8,4,125,0,125,--,294,169,113,125,125,Algún campo sin dato,1,3f58dac8b9e8e792147af236bd14d8dbd521af8931edb11ebff04476fc1e5bc3,25/06/2023 22:00:15,ESCANER
23230,"Jalapa",21,"Jalapa",1,3645,293,4,5,3,0,1,0,0,4,0,0,3,6,12,14,0,3,4,45,1,0,0,0,5,110,11,4,125,0,125,--,293,168,110,125,125,Algún campo sin dato,1,6ac2c3db0fa4f5c7097660aa3f5688ecf2dc4114b78533143dc21f873a1cb9b9,25/06/2023 22:42:09,ESCANER
23231,"Jalapa",21,"Jalapa",1,3646,380,5,3,9,3,1,--,--,3,--,1,1,21,--,50,1,6,8,51,--,--,3,1,1,168,43,19,230,0,230,--,380,150,168,230,230,Algún campo sin dato,1,1eef33af36aecedbade347f4bc3d170c98930489a19422611dabe424e626c5d7,26/06/2023 00:50:00,ESCANER
23232,"Jalapa",21,"Jalapa",1,3646,380,14,6,2,4,0,1,0,3,0,0,1,11,0,66,0,5,4,61,0,0,3,0,0,241,51,16,241,0,241,--,--,--,181,248,248,Sumas Asentadas sin cuadrar,1,1c3dbde1e110beaf7386eb98861895f30fd6110ff20f1cb4967b3aab08618dbd,26/06/2023 04:24:15,ESCANER
23233,"Jalapa",21,"Jalapa",1,3646,380,6,1,4,3,0,2,0,3,2,0,1,12,1,37,0,4,8,33,0,0,8,2,0,138,44,20,197,1,198,--,379,182,127,191,192,Sumas Asentadas sin cuadrar,1,43b6b668da477e40a384c1107e4fcc58109239c0eaeb419b7deb8f35a3fb12c6,26/06/2023 04:02:57,ESCANER
23234,"Jalapa",21,"Jalapa",1,3646,227,4,1,0,4,0,0,1,4,0,0,0,5,0,21,2,4,4,33,0,1,2,0,1,87,21,7,115,0,115,--,227,112,87,115,115,Algún campo sin dato,1,5540157f6c6cec24c244f0ad106cd211dab4e38fb6b5042604e5bf4f66c5cadd,26/06/2023 01:54:28,ESCANER
23235,"Jalapa",21,"Jalapa",1,3646,226,5,1,2,0,0,0,0,1,0,0,2,6,0,30,0,9,3,31,0,0,2,0,0,92,13,4,109,0,109,--,226,117,92,109,109,Algún campo sin dato,1,20b519360f0c6c6f7f9f0681e4770f7388da2a21c7fbbbe359a9cf44e83524ec,25/06/2023 22:28:46,ESCANER
23236,"Jalapa",21,"Jalapa",1,3647,380,10,1,1,2,1,0,2,13,2,0,4,6,0,23,3,4,15,39,1,0,0,0,7,134,32,32,198,0,198,--,377,179,134,198,198,Algún campo sin dato,1,aa7ac0ae6178d5efddf8a590ab64d89c448cc77f7619c13c9e9c06e3e7ec15fa,26/06/2023 00:21:54,ESCANER
23237,"Jalapa",21,"Jalapa",1,3647,380,10,1,3,4,0,2,1,8,0,0,2,17,3,32,2,1,13,51,1,0,0,2,2,155,33,31,219,0,219,--,380,161,155,219,219,Algún campo sin dato,1,1b255de1d4eeab477b6a7f347d40b7aff2e5046b9b90121348e0d7da25d9656c,26/06/2023 02:04:53,MOVIL
23238,"Jalapa",21,"Jalapa",1,3647,380,10,2,2,3,1,0,0,15,0,1,1,20,0,33,2,3,13,63,0,0,0,4,2,175,36,35,246,0,246,--,389,143,175,246,246,Algún campo sin dato,1,cf7351fd0d88f3d0c1ed1f77573e8fe8eac6844a002d03392654dbf1e8db42e6,25/06/2023 23:10:12,ESCANER
23239,"Jalapa",21,"Jalapa",1,3647,380,12,6,1,3,0,0,0,9,1,0,2,24,0,34,0,2,8,46,0,0,0,5,2,155,32,19,206,1,207,1,380,173,155,206,207,,1,23a3a204ebc85b54a1d7c0df1371e0d432cc4bc6ed12f446b0c099cb82356729,26/06/2023 01:37:40,MOVIL
23240,"Jalapa",21,"Jalapa",1,3647,380,12,4,2,4,3,0,0,6,1,1,3,23,1,38,0,2,19,45,0,1,1,8,0,174,34,19,227,0,227,--,380,153,174,227,227,Algún campo sin dato,1,6bf754c00ddad7d7b004a3fc9cdd89a41aee380d9a6caf6634d12fc82c9011b2,26/06/2023 02:40:30,MOVIL
23241,"Jalapa",21,"Jalapa",1,3647,380,13,1,5,3,1,0,0,7,0,0,1,8,0,34,0,4,13,51,0,0,1,4,1,147,29,16,192,0,192,--,377,185,147,192,192,Algún campo sin dato,1,f249873c723051e1c08ce8961ff41d89cda5c626c10901bde026d02447eb9681,26/06/2023 00:35:28,ESCANER
23242,"Jalapa",21,"Jalapa",1,3647,380,14,4,0,6,1,0,1,9,0,1,2,13,3,27,3,4,16,30,1,3,2,2,5,147,27,15,189,0,189,--,376,189,147,189,189,Algún campo sin dato,1,1a1b401843d198247af15eab0362a588f68698653b00bc188a400e4850909ba5,26/06/2023 02:29:37,MOVIL
23243,"Jalapa",21,"Jalapa",1,3647,380,9,0,1,2,0,0,1,8,0,0,3,8,3,21,0,2,7,47,0,0,1,0,2,115,46,27,188,0,188,--,380,192,115,188,188,Algún campo sin dato,1,5ad5f996d5075c7d32e318be00582a187ef7194cba2578064abca43b8ac40480,26/06/2023 00:14:56,ESCANER
23244,"Jalapa",21,"Jalapa",1,3647,380,2,0,0,5,0,0,0,16,0,0,2,7,0,14,1,2,17,45,1,0,0,1,0,113,26,7,146,0,146,--,380,234,113,146,146,Algún campo sin dato,1,7d400edb3659c8b08948b6a3973df460433c079161aef1a689cc90111846e305,25/06/2023 22:35:14,ESCANER
23245,"Jalapa",21,"Jalapa",1,3647,223,2,2,0,3,0,0,0,4,0,0,1,6,0,5,7,3,9,33,0,0,0,0,10,85,7,1,93,0,93,--,223,130,85,93,93,Algún campo sin dato,1,33f8d289b731e0f8f54ec301d4bf61f10505f811dfa8447e2d46c60573f8bbeb,26/06/2023 00:06:38,ESCANER
23246,"Jalapa",21,"Jalapa",1,3647,222,8,0,0,2,0,0,0,5,0,1,1,10,0,8,2,2,5,29,0,0,0,0,2,75,7,4,86,0,86,--,222,136,75,86,86,Algún campo sin dato,1,e9d17cb00e4ad5537c7884114e78f0ce45f70257bd5e1d019d95ddfe8e1f98fb,25/06/2023 23:53:05,ESCANER
23247,"Jalapa",21,"Jalapa",1,3648,380,16,10,0,43,0,0,0,0,0,0,0,15,0,19,0,16,3,31,0,0,5,0,2,160,16,9,185,0,185,--,380,195,160,185,185,Algún campo sin dato,1,74599d6aa3b440cf780073bfc3bda406a6575be6d1d2061cbc9a3e6cea809396,25/06/2023 22:57:58,ESCANER
23248,"Jalapa",21,"Jalapa",1,3648,380,22,5,0,31,0,0,0,0,0,2,1,16,1,16,1,6,2,54,0,0,3,0,8,168,10,9,187,0,187,--,380,193,168,187,187,Algún campo sin dato,1,4a1d3d818c72438f7917a06cbccdb0e65793206fca03b8d0dfdf94b10c91cd12,25/06/2023 22:25:14,ESCANER
23249,"Jalapa",21,"Jalapa",1,3648,267,8,1,0,24,0,0,0,0,0,0,0,8,0,5,1,9,2,28,0,1,5,1,4,98,8,5,111,0,111,--,271,160,97,110,110,Sumas Asentadas sin cuadrar,1,84ba0a0b91054a595bd58a41e493b8feed8600f58cfb507fd9654b4a492bb39c,25/06/2023 22:16:29,ESCANER
23250,"Jalapa",21,"Jalapa",1,3648,267,7,0,2,14,0,0,0,0,0,1,0,8,1,2,0,6,0,35,2,0,2,0,6,86,7,3,96,0,96,--,266,170,86,96,96,Algún campo sin dato,1,23d31feb30c89af2de13b67837a25ab629a72fbdafc44340b5f89656a09943a0,25/06/2023 23:16:49,ESCANER
23251,"Jalapa",21,"Jalapa",1,3649,380,20,6,6,5,0,0,0,0,0,0,2,24,1,45,3,3,5,81,0,0,6,2,0,209,37,27,273,0,273,--,381,108,209,273,273,Algún campo sin dato,1,11ba5c3c1c17da745c74d0cb97a5ebcc8afa67a67c2dca8dd30ba951e50755a7,25/06/2023 23:51:24,ESCANER
23252,"Jalapa",21,"Jalapa",1,3649,380,17,1,5,8,0,0,0,1,0,0,2,28,2,47,0,4,2,91,0,0,9,0,1,218,46,27,291,0,291,--,380,89,218,291,291,Algún campo sin dato,1,161d4eb67535a9d03f61306628fcfd0d68f59b92fcee558bfce56fd0707c9f87,26/06/2023 00:28:16,ESCANER
23253,"Jalapa",21,"Jalapa",1,3649,380,21,3,6,4,0,0,0,1,0,0,0,27,0,41,1,0,2,83,0,4,3,0,1,197,38,25,260,0,260,--,380,120,197,260,260,Algún campo sin dato,1,f3ee9ac6fa834a243c7e048e950f60ec653ad322aeaedb3df195578daf506b73,26/06/2023 01:27:21,ESCANER
23254,"Jalapa",21,"Jalapa",1,3649,280,15,2,5,3,0,0,0,0,1,0,3,13,0,30,1,5,1,58,0,0,4,0,1,142,17,10,169,0,169,--,280,111,142,169,169,Algún campo sin dato,1,5a76f64ad6e754a040a6c0e237447f58b9c7df5819de2c9a2429fdb115c15545,25/06/2023 23:29:53,ESCANER
23255,"Jalapa",21,"Jalapa",1,3649,280,16,1,7,1,0,0,0,0,1,0,3,14,0,29,2,2,1,65,0,0,3,0,0,145,14,9,168,0,168,--,280,112,145,168,168,Algún campo sin dato,1,fdd7a0ec4d6655ae9ac4604b807d358fd37e09958025953a593e9664b4cb7402,26/06/2023 00:15:11,ESCANER
23256,"Jalapa",21,"Jalapa",1,3650,600,23,2,3,3,3,0,1,5,2,1,0,14,0,24,3,5,10,33,1,0,0,0,4,137,32,20,189,0,189,--,600,411,137,189,189,Algún campo sin dato,1,ec57b3a0be7e0ced999ebc9168163d0203752f85fc3446efc5dff3413e351e95,25/06/2023 22:53:12,ESCANER
23257,"Jalapa",21,"Jalapa",1,3650,600,22,8,2,8,0,0,2,1,0,3,0,16,1,28,2,12,1,29,1,1,1,2,4,144,41,11,196,--,196,--,600,404,144,196,196,Algún campo sin dato,1,98942e32d3aa412db5b1c84bc5fda5360d3f89dcbf113b4ff0f49f1ef0070914,26/06/2023 00:06:10,ESCANER
23258,"Jalapa",21,"Jalapa",1,3650,600,17,3,4,10,2,0,1,2,1,0,1,17,1,16,5,7,7,24,0,1,0,4,8,131,33,15,179,0,179,--,600,421,131,179,179,Algún campo sin dato,1,be04c84d755fab2f6982b98d4cc094efe8408181330be2905568ca067a272985,25/06/2023 23:02:01,ESCANER
23259,"Jalapa",21,"Jalapa",1,3650,600,26,3,7,7,2,0,1,1,0,2,1,20,0,13,5,4,8,24,0,0,1,0,15,140,36,11,187,--,187,--,600,413,140,187,187,Algún campo sin dato,1,e2759e1b8aebb2952253ad297fd5982f0f452905559e2e63d896e3942ac2c99e,25/06/2023 23:54:52,ESCANER
23260,"Jalapa",21,"Jalapa",1,3650,600,17,6,4,6,3,0,0,1,0,0,1,29,0,19,0,3,4,24,0,1,2,2,15,137,37,16,190,0,190,--,600,410,137,190,190,Algún campo sin dato,1,1ef9e1bcba0231da394787227fe91329cb7e4c690f7d2f6b5b4b2e08fa99f361,25/06/2023 23:33:20,ESCANER
23261,"Jalapa",21,"Jalapa",1,3650,600,24,3,4,9,4,0,0,1,0,3,2,14,1,11,4,7,3,31,0,1,1,2,11,136,31,10,177,0,177,--,--,--,136,177,177,Algún campo sin dato,1,9482e00d477888463e4ea9bee240b949df4ebba18858e407dfafd456950323a1,26/06/2023 01:39:54,ESCANER
23262,"Jalapa",21,"Jalapa",1,3650,600,13,0,1,8,2,0,0,0,0,0,1,12,0,9,1,3,3,17,0,1,0,1,9,81,11,4,96,0,96,--,600,504,81,96,96,Algún campo sin dato,1,40bd7f752b5f1f3ba5908700069dab464277953f4eaeb6f7ace5daf8f504ee9b,25/06/2023 23:48:57,ESCANER
23263,"Jalapa",21,"Jalapa",1,3650,366,5,1,2,2,0,0,0,0,0,0,0,5,0,1,0,2,2,2,1,0,0,0,1,24,6,1,31,0,31,--,366,335,24,31,31,Algún campo sin dato,1,43cb85a2ecc2e2244822549b064a27712851429894c0bdd29450b0db4c5c02ef,25/06/2023 22:30:50,ESCANER
23264,"Jalapa",21,"Jalapa",1,3650,366,2,0,1,1,0,0,0,0,0,0,0,2,0,4,0,1,1,2,0,0,0,0,0,14,4,1,19,0,19,--,366,347,14,19,19,Algún campo sin dato,1,4a0bb44332c121a9220a2ba6a010d386a2888dc7a9b3a199a4ecfbf6fd2378dc,25/06/2023 22:16:48,ESCANER
23265,"Jalapa",21,"San Pedro Pinula",2,3651,400,22,14,4,14,1,0,1,7,1,0,11,41,0,30,4,6,3,29,0,0,1,5,0,194,37,27,258,0,258,--,400,142,194,258,258,Algún campo sin dato,1,23a324d0c1a424352bb0d6804fe19d27fc72c5cb0619ddd8134fa6b9eeded634,26/06/2023 02:41:30,ESCANER
23266,"Jalapa",21,"San Pedro Pinula",2,3651,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
