TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
863,863,100.0000,862,99.8841,1,321074,196667,61.2528

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,MLP,AZUL,PHG,VALOR,CABAL,VICTORIA,TODOS,VAMOS,P A N,PPN,ELEFANTE,UR,UNE,MI FAMILIA,BIEN,FCN-NACION,VIVA,PODEMOS,CREO,UNIONISTA,CAMBIO,VOS,PR,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23843,"Jutiapa",22,"Santa Catarina Mita",3,3739,318,1,4,0,2,26,0,58,27,0,1,1,0,3,2,0,1,0,1,1,1,6,5,0,140,22,17,179,0,179,0,318,139,140,179,179,,1,d60a6a13150416753ea97b51698f23b3b1ced668c89e4247fda163e0d4f8a150,25/06/2023 22:52:14,ESCANER
23844,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,7,9,2,1,40,3,35,31,0,2,2,1,8,0,4,1,2,0,0,0,1,0,0,149,39,45,233,0,233,0,380,147,149,233,233,,1,ce9cc888f0a26653a0070ea55f9e05b143cacc3718f50b043235783480acfe36,25/06/2023 23:21:36,ESCANER
23845,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,8,4,1,2,48,2,50,26,0,1,4,1,7,0,1,0,4,0,0,4,0,0,0,163,37,54,254,0,254,0,376,122,163,254,254,,1,87d64f27460ff54dd0b2b252b79e3fa350ee2c617a41f9ae8d24a507c359ccd2,26/06/2023 01:17:32,ESCANER
23846,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,14,3,0,0,39,0,46,23,0,1,1,1,4,2,1,0,6,0,1,0,3,1,0,146,38,60,244,0,244,0,380,136,146,244,244,,1,3739c669338cdfe80885e7f4f0256f417e22d7f977d72440175d4e6031f41316,26/06/2023 01:54:12,ESCANER
23847,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,15,4,2,1,53,1,44,28,3,2,0,0,20,2,2,2,3,1,0,1,1,1,0,186,32,49,267,0,267,--,380,113,186,267,267,Algún campo sin dato,1,ce51658ec8d91a0adc12bb6e601c13a36b91faeb3a4583897d4cbaedc7068f29,26/06/2023 03:16:53,ESCANER
23848,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,11,7,0,3,39,0,58,35,0,0,1,0,11,0,1,0,0,0,2,1,2,1,0,172,49,46,267,0,267,1,377,110,172,267,267,,1,6a45c5198596fbd8358d02da417ad75c8ea26f89497efee880a649172744e614,26/06/2023 02:32:02,ESCANER
23849,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,16,1,5,1,34,1,57,27,1,1,2,0,7,0,0,0,4,1,0,0,0,3,0,161,24,42,227,0,227,0,380,153,161,227,227,,1,c3c1fd7dceeb09f59ef80d5a7adc68582345dbe6f4e5f253a506e7bac7a0dd4c,26/06/2023 00:21:33,ESCANER
23850,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,11,2,3,3,39,4,52,24,1,1,0,0,10,0,1,0,3,0,2,0,0,2,0,158,29,45,232,0,232,0,380,148,158,232,232,,1,c5d523f2a369c9512e10d62861424fb0bbd4cf4e98ca66d49ab5b350ec0fae8e,26/06/2023 00:28:31,ESCANER
23851,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,7,5,0,4,38,1,72,29,1,0,2,0,8,0,1,0,2,0,0,0,1,0,0,171,32,37,240,0,240,0,380,140,171,240,240,,1,be4c5be3733d3318e92d0be5b227f530d8fe97ff69791de24bfdfa02e43b3bcc,25/06/2023 23:35:07,ESCANER
23852,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,3,1,3,0,50,4,37,21,0,2,1,0,3,1,0,1,1,0,1,0,1,2,1,133,29,49,211,0,211,0,380,169,133,211,211,,1,3636be8a0a67d9410de013d2256a3c57e31e285058564735a645a1be5924408f,25/06/2023 23:49:20,ESCANER
23853,"Jutiapa",22,"Santa Catarina Mita",3,3740,380,7,4,7,3,41,0,87,21,0,0,2,0,7,0,1,2,1,1,1,0,4,4,0,193,15,30,238,0,238,0,380,142,193,238,238,,1,4c0f321bdbba3eb0629eaf2dd3fdfa8fe5d5825ff82becb75bf1c65c337fcad8,25/06/2023 23:28:18,ESCANER
23854,"Jutiapa",22,"Santa Catarina Mita",3,3740,298,13,5,11,0,26,0,62,25,0,1,0,1,10,1,0,1,1,1,0,0,0,5,0,163,20,15,198,0,198,0,298,100,163,198,198,,1,a23a1539764c92e5c549f0dd4e271507ca9f2d84c401d30a555841d4608c9e01,25/06/2023 23:04:52,ESCANER
23855,"Jutiapa",22,"Santa Catarina Mita",3,3740,298,6,1,4,0,33,1,31,16,0,1,0,0,3,0,1,2,2,0,0,0,0,2,0,103,18,14,135,0,135,0,298,163,103,135,135,,1,5338e8dca6d59b5173f832e09841972682514e97bca2779923aaed8a8adb06bc,25/06/2023 22:14:27,ESCANER
23856,"Jutiapa",22,"Santa Catarina Mita",3,3741,351,1,1,12,2,42,6,14,79,1,2,2,2,5,2,0,3,1,0,0,1,0,3,0,179,36,53,268,0,268,0,347,79,179,268,268,,1,eb5c81f79d86ea45429c8a26a1a88c380b9cd20b1502da3bca40d8ffcf839129,25/06/2023 22:50:11,ESCANER
23857,"Jutiapa",22,"Santa Catarina Mita",3,3741,350,0,3,13,5,38,1,7,53,0,1,1,0,5,0,4,1,11,0,1,2,2,6,1,155,38,38,231,0,231,0,350,119,155,231,231,,1,e6d0cf761a14f359d363fdec766aee9b34570486040714fb923ae430dabafd11,25/06/2023 22:33:51,ESCANER
23858,"Jutiapa",22,"Santa Catarina Mita",3,3742,600,2,2,0,0,28,2,17,14,0,0,1,0,2,0,1,0,0,0,1,1,2,1,0,74,28,25,127,2,129,0,601,472,74,127,129,,1,bd4aabd064f7e07155ee8e68a9fd02a8b628a02a671592585bf9814bfaea4abd,26/06/2023 00:28:21,ESCANER
23859,"Jutiapa",22,"Santa Catarina Mita",3,3742,331,0,0,0,0,5,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,16,2,7,25,0,25,0,331,306,16,25,25,,1,29fa44b563581817166d7880984e3611677366b168705310fbbd246b83abe3c9,25/06/2023 19:53:43,ESCANER
23860,"Jutiapa",22,"Santa Catarina Mita",3,3742,330,0,0,0,0,4,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,10,4,1,15,0,15,0,330,315,10,15,15,,1,ba8030a78260d048fc1a70e2817f60995d8f5e111af8f0901b41e45557e77b88,25/06/2023 20:38:01,ESCANER
23861,"Jutiapa",22,"Agua Blanca",4,3743,400,2,5,69,4,5,5,16,37,1,0,2,0,13,0,2,3,1,0,1,3,20,6,0,192,59,26,277,0,277,--,400,119,195,280,280,Sumas Asentadas sin cuadrar,1,b63892cf9595f9317fdef6cf21b540e1837282f09a37eb75c9a3cff70e42cd55,26/06/2023 02:35:00,ESCANER
23862,"Jutiapa",22,"Agua Blanca",4,3743,400,1,8,71,3,3,1,15,32,0,0,0,3,12,1,1,1,1,2,6,--,22,5,--,188,57,34,279,0,279,--,400,121,188,279,279,Algún campo sin dato,1,1aea4aa659e47dceefbb9b9011b9a100ddf94b0bacef393fad4a8e920b577092,26/06/2023 02:19:03,ESCANER
23863,"Jutiapa",22,"Agua Blanca",4,3743,400,0,5,73,3,6,2,26,28,1,0,3,2,8,0,4,1,1,0,0,0,17,1,0,181,66,29,276,0,276,1,400,124,181,276,276,,1,a731bc21b41b5e53ed42e24423890ec84901ab29403ee8170402eeacc9e53258,26/06/2023 01:21:40,ESCANER
23864,"Jutiapa",22,"Agua Blanca",4,3743,400,1,10,81,3,4,2,13,23,1,0,2,0,11,1,2,3,1,1,2,0,27,8,2,198,69,129,300,5,401,--,400,96,198,396,401,Sumas Asentadas sin cuadrar,1,ddd62837c9efeb783aa30cca810055a8b662d955d5ae5ef70d7067b1ddaa2d45,26/06/2023 01:20:05,ESCANER
23865,"Jutiapa",22,"Agua Blanca",4,3743,400,2,13,72,1,6,2,15,25,0,0,1,2,5,1,1,2,3,0,1,0,23,7,0,182,65,153,400,0,400,--,400,120,182,400,400,Algún campo sin dato,1,174efd1670df9ca04ad2b76c67a1a92c32e90f8fbbe49a92e02c59228c371eb0,26/06/2023 01:17:40,ESCANER
23866,"Jutiapa",22,"Agua Blanca",4,3744,400,1,7,58,5,6,1,27,20,0,0,2,0,11,0,3,1,3,4,1,0,20,1,1,172,44,23,239,4,243,--,401,158,172,239,243,Algún campo sin dato,1,49438c9c5bab2480b759bca655f379cff474c55c5d7edb42ab1f3906d608b875,26/06/2023 00:39:24,ESCANER
23867,"Jutiapa",22,"Agua Blanca",4,3744,400,3,8,52,3,6,2,17,17,0,0,8,3,7,0,6,0,4,1,2,0,24,3,0,166,59,25,250,0,250,--,400,150,166,250,250,Algún campo sin dato,1,9cd6d3087993317cee07097d0fc44ed8a539583b8d0da73c37129c02edf10988,26/06/2023 00:07:11,ESCANER
23868,"Jutiapa",22,"Agua Blanca",4,3744,400,0,6,64,2,9,2,18,14,0,0,9,1,10,0,2,0,4,0,4,1,15,6,0,167,57,27,251,0,251,--,400,149,167,251,251,Algún campo sin dato,1,f647f5462a76621481ad70162f05ff36b9954dded520f8e10383fdef5f2ebc34,26/06/2023 01:20:39,ESCANER
23869,"Jutiapa",22,"Agua Blanca",4,3744,400,2,11,63,2,4,1,21,20,0,1,1,0,9,0,1,1,2,1,2,0,31,7,0,180,54,10,244,0,244,--,400,156,180,244,244,Algún campo sin dato,1,1228f5266a03d454f65d846bf59fbc6c833196da90b8bb4c7c7676a634c26d00,26/06/2023 00:46:12,ESCANER
23870,"Jutiapa",22,"Agua Blanca",4,3745,346,5,9,48,1,6,--,9,19,1,1,2,1,4,--,3,1,1,1,2,--,29,6,1,150,40,17,207,--,--,1,346,138,150,207,207,Algún campo sin dato,1,67eab3b5383b2aca143b4178c65963425af0c7be298898bb22a4f42f73499e51,25/06/2023 23:22:41,ESCANER
23871,"Jutiapa",22,"Agua Blanca",4,3745,346,6,6,59,2,10,0,9,19,0,0,0,2,3,0,1,1,1,0,0,0,25,3,0,147,38,11,196,0,196,--,346,150,147,196,196,Algún campo sin dato,1,bb1a0e3c9f7f5b6fad7d57f618dcaff1387641730b92552cb600f12fb21e4cb8,26/06/2023 00:55:11,ESCANER
23872,"Jutiapa",22,"Agua Blanca",4,3746,400,3,12,83,2,4,2,10,31,1,1,0,1,13,0,2,1,2,0,1,2,26,2,1,200,45,30,275,0,275,--,400,125,200,275,275,Algún campo sin dato,1,011c6d7d6b716c05301e57990a7948b02e19b6ceddf0a4568e5ca6e5d94c2d8a,26/06/2023 01:16:28,ESCANER
23873,"Jutiapa",22,"Agua Blanca",4,3746,400,1,7,90,1,4,1,8,23,0,2,2,0,10,1,2,0,1,0,0,0,16,3,0,172,45,40,257,1,258,--,400,142,172,257,258,Algún campo sin dato,1,62b7dc800d1f1ecda3de41c05c0be57c8d3f49e4bfa8b797bc2ccd70611a8858,26/06/2023 00:06:03,ESCANER
23874,"Jutiapa",22,"Agua Blanca",4,3746,400,2,10,71,1,4,1,7,18,1,1,1,1,16,1,2,1,1,0,0,0,23,1,0,163,60,29,252,0,252,--,400,148,163,252,252,Algún campo sin dato,1,fccaec8c54613ecc97c9b6bdf35bd63b6a8ffe49c6284ad3ffece4072a8f5ca4,25/06/2023 23:45:45,ESCANER
23875,"Jutiapa",22,"Agua Blanca",4,3746,400,2,5,79,2,6,2,11,23,2,2,1,1,12,0,2,1,1,0,0,0,21,3,0,176,34,22,232,0,232,--,400,168,176,232,232,Algún campo sin dato,1,e1feb16e3d94bba9dea93ff76e44c718d04e63d48494e0d91d887cbc867ec957,26/06/2023 01:32:18,ESCANER
23876,"Jutiapa",22,"Agua Blanca",4,3746,374,2,3,57,3,0,1,5,17,0,0,1,3,13,0,0,1,2,0,0,0,30,3,0,141,35,20,196,0,196,--,374,178,141,196,196,Algún campo sin dato,1,79a10b28e205464ee1e1bf986bffb2cb682d638e35439c3210cf2071273e4572,25/06/2023 23:29:20,ESCANER
23877,"Jutiapa",22,"Agua Blanca",4,3746,374,2,15,61,0,4,1,6,20,0,1,1,1,6,0,1,0,2,0,0,0,34,1,0,156,29,11,196,0,196,--,374,178,156,196,196,Algún campo sin dato,1,8ff6713ae91c15b55c13e2ca96c74126bdf4ff1db0011dd69f8271eb6816856d,25/06/2023 23:57:35,ESCANER
23878,"Jutiapa",22,"Agua Blanca",4,3747,400,10,6,64,3,7,1,13,9,0,0,0,2,11,1,2,3,0,0,1,0,40,2,0,175,33,31,239,0,239,--,400,161,175,239,239,Algún campo sin dato,1,b7723246e9bb723538dec0b5ed41b6e18bef9cea318a6777bd3194a5b6d16997,26/06/2023 00:47:01,ESCANER
23879,"Jutiapa",22,"Agua Blanca",4,3747,400,21,16,65,5,2,0,14,7,0,0,0,0,5,0,0,2,4,0,0,0,36,0,0,177,43,36,256,0,256,--,400,144,177,256,256,Algún campo sin dato,1,5c2af298e70409ca3c8d64f0ad26fa4b2d948b7db45500fedd386fa304d3b4da,25/06/2023 22:53:19,ESCANER
23880,"Jutiapa",22,"Agua Blanca",4,3747,400,17,8,61,0,3,2,15,6,0,2,2,1,9,1,6,0,0,0,4,0,46,2,0,185,34,27,246,0,246,--,400,154,185,246,246,Algún campo sin dato,1,22ab3ad7d06830b17e4547d0d78f782a56881366986bf381597734f02ff70607,25/06/2023 23:05:12,ESCANER
23881,"Jutiapa",22,"Agua Blanca",4,3747,400,19,6,66,0,4,1,9,8,1,0,1,0,7,1,1,1,1,1,1,0,42,1,0,171,36,39,246,0,246,--,400,154,171,246,246,Algún campo sin dato,1,eb4cebba01217d24aad01bcd9c7e566c06c2e8fee60c3e467e5201293fb48b5c,25/06/2023 23:15:19,ESCANER
23882,"Jutiapa",22,"Agua Blanca",4,3747,400,5,16,70,1,3,3,12,17,0,0,0,4,7,0,4,1,1,1,5,1,34,2,0,187,37,36,260,0,260,--,400,140,187,260,260,Algún campo sin dato,1,09134fb28e048fb9616b307f8b07662ff17c7b376e3a1238772139eb05838376,25/06/2023 23:11:26,ESCANER
23883,"Jutiapa",22,"Agua Blanca",4,3747,400,8,15,64,1,3,3,8,13,0,1,1,0,7,2,2,2,1,0,1,0,43,0,0,176,41,41,258,0,261,--,400,139,175,257,257,Sumas Asentadas sin cuadrar,1,0b34161b3f4cff05634103656146b5db5834b743c7cb13ceb81ec8cb7c77dcc7,26/06/2023 00:13:46,ESCANER
23884,"Jutiapa",22,"Agua Blanca",4,3748,400,5,10,50,2,2,1,12,8,0,2,0,2,6,0,2,0,0,1,2,0,42,6,0,153,27,26,206,4,210,--,400,190,153,206,210,Algún campo sin dato,1,bfcbf9ef3e56896c658d9bddb65be58406abb87e33b05918fd64981fa6d759d6,25/06/2023 23:23:42,ESCANER
23885,"Jutiapa",22,"Agua Blanca",4,3748,400,9,7,47,2,3,1,19,13,1,1,1,0,6,0,0,0,1,0,1,0,56,1,0,169,41,26,236,0,236,--,400,164,169,236,236,Algún campo sin dato,1,60c8320cbd95219d3102c8affdabdb34958d25a66e1a94f12a8f012efae44780,26/06/2023 00:31:47,ESCANER
23886,"Jutiapa",22,"Agua Blanca",4,3748,400,7,8,44,0,3,0,5,17,1,0,1,0,5,0,2,1,0,1,1,0,34,1,0,131,37,19,187,0,187,--,400,213,131,187,187,Algún campo sin dato,1,3ce959ed278b303cba986138a2abab25f80a28dafc59a27fc99a41d6125edcd6,26/06/2023 00:12:03,ESCANER
23887,"Jutiapa",22,"Agua Blanca",4,3748,400,11,9,61,1,2,0,11,9,1,0,0,1,4,0,0,1,0,1,2,0,65,2,0,181,18,12,211,0,211,--,400,189,181,211,211,Algún campo sin dato,1,591b5fd57f30656f6546a9d0405990a6b0dde3eccc46532f5110e413cda7b82f,26/06/2023 00:40:16,ESCANER
23888,"Jutiapa",22,"Agua Blanca",4,3748,341,11,8,41,1,3,1,2,8,0,0,0,0,8,1,0,2,0,0,0,0,63,4,0,153,22,9,184,0,184,--,341,157,153,184,184,Algún campo sin dato,1,1ba910d3f028436a30591f2bf3eb44c5a518644be83bdeb541c776c554875d54,25/06/2023 23:52:17,ESCANER
23889,"Jutiapa",22,"Agua Blanca",4,3748,341,10,2,37,1,1,0,9,11,0,0,0,0,2,0,1,1,1,1,2,0,58,2,0,139,18,11,168,0,168,--,341,173,139,168,168,Algún campo sin dato,1,4f60fee5958b334fd201a0347573cd5a870ab56a48af67087820e5a140d382b8,25/06/2023 23:16:22,ESCANER
23890,"Jutiapa",22,"Agua Blanca",4,3749,380,1,6,82,1,9,0,20,13,0,2,0,1,6,2,3,2,1,1,0,0,25,0,0,175,41,47,263,0,263,0,380,117,175,263,263,,1,79061bd250c9d50d50fe563db98f74e3d9918004585fd97242d42d5678ca1c64,26/06/2023 00:03:33,ESCANER
23891,"Jutiapa",22,"Agua Blanca",4,3749,380,5,2,65,0,7,7,18,8,0,1,0,1,7,0,1,0,2,0,0,1,19,1,0,145,53,67,265,0,265,--,380,115,145,265,265,Algún campo sin dato,1,5a563ddc660b2d18d4113ce0e984e9f55ec22f1957482b588a5bd15fcd718b76,26/06/2023 00:47:28,ESCANER
23892,"Jutiapa",22,"Agua Blanca",4,3749,380,3,0,75,1,4,0,8,9,0,0,0,2,5,0,0,0,2,0,1,0,23,1,0,134,48,30,212,0,212,--,380,168,134,212,212,Algún campo sin dato,1,c24100e6dc4a2712459f8594744ee47fd4bd8f54f0559f55b5713770cfa5edf2,26/06/2023 00:37:18,ESCANER
23893,"Jutiapa",22,"Agua Blanca",4,3749,310,2,0,55,0,2,0,16,6,0,0,0,0,3,0,1,0,0,0,0,0,30,0,0,115,28,36,179,0,179,--,310,131,115,179,179,Algún campo sin dato,1,567a579a2946c37620c715364aa0aecf4b0236eaaebce087dc9c885533b3c291,25/06/2023 23:34:40,ESCANER
23894,"Jutiapa",22,"Agua Blanca",4,3749,309,4,3,51,0,2,0,4,14,0,0,1,0,5,1,4,0,0,0,0,1,31,3,0,124,22,14,160,0,160,--,305,145,124,160,160,Algún campo sin dato,1,20298e57d66f1a19234876045c8d0683566530f20c93749b3d47f2ffff828b8d,26/06/2023 00:19:34,ESCANER
23895,"Jutiapa",22,"Agua Blanca",4,3750,600,1,2,18,2,5,1,5,5,0,0,1,2,4,1,1,0,0,0,1,1,9,7,0,66,25,14,105,0,105,--,593,488,66,105,105,Algún campo sin dato,1,120ea5563eaef97c025bf8fe66d11536fa8ff5c459cfd13ea8927321be43324b,25/06/2023 23:13:56,ESCANER
23896,"Jutiapa",22,"Agua Blanca",4,3750,358,3,3,9,0,1,0,1,5,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,29,4,5,38,0,38,--,355,317,29,38,38,Algún campo sin dato,1,dadc80233a9e05b25649c4e6794162c462c4b4fe943288393f77d23eb0969a52,25/06/2023 22:38:44,ESCANER
23897,"Jutiapa",22,"Agua Blanca",4,3750,358,1,1,4,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,17,3,2,22,0,22,--,355,333,17,22,22,Algún campo sin dato,1,36be516c8203b959a2c327754a48a62765b7eb758f3436e44c500719969e8eba,25/06/2023 22:29:37,ESCANER
23898,"Jutiapa",22,"Asunción Mita",5,3751,400,0,8,1,49,21,1,24,9,1,1,0,1,17,1,1,1,5,0,9,3,5,6,0,164,36,38,238,0,238,--,400,162,164,238,238,Algún campo sin dato,1,a29a0ac5d397257601f6341c4d1a468a60c4d7749cebf64fa9a09a5c0f3b893a,26/06/2023 00:57:47,ESCANER
23899,"Jutiapa",22,"Asunción Mita",5,3751,400,0,5,3,31,32,0,25,13,2,2,1,0,20,1,2,4,4,0,15,0,4,2,1,167,36,33,236,0,236,--,400,164,167,236,236,Algún campo sin dato,1,42b46374b04cd92ada85ed8c576592d4b6bcb9ac96a30fc1fc19dbc5386faee0,26/06/2023 00:31:14,ESCANER
23900,"Jutiapa",22,"Asunción Mita",5,3751,400,0,8,3,30,25,3,24,12,1,0,0,1,18,0,3,0,4,1,15,1,4,9,0,162,19,23,204,0,204,--,400,196,162,204,204,Algún campo sin dato,1,3662336d25ceed4e79cd803542636ebbeda8ccca01972c11d0de19a193f10ebb,26/06/2023 00:11:27,ESCANER
23901,"Jutiapa",22,"Asunción Mita",5,3751,400,0,12,0,46,24,1,20,19,1,1,1,0,20,1,3,0,4,0,10,0,3,4,0,170,27,15,212,0,212,--,400,188,170,212,212,Algún campo sin dato,1,6591ce5f68b4638a1b1123c12164f630706deef4495552e059bd31d1fc894979,25/06/2023 23:33:18,ESCANER
23902,"Jutiapa",22,"Asunción Mita",5,3751,400,0,11,2,40,27,1,17,13,0,1,2,0,19,0,1,0,2,0,11,2,0,4,0,153,27,27,207,0,207,--,400,193,153,207,207,Algún campo sin dato,1,440ce1a4d9d8f0b4bdc42cd0a47274446dd2ca177951e3c55e7c8d73aa96c160,26/06/2023 00:01:19,ESCANER
23903,"Jutiapa",22,"Asunción Mita",5,3751,400,0,9,5,37,25,1,18,11,1,2,1,2,19,1,2,0,1,1,12,0,3,7,0,158,24,16,198,0,198,--,400,202,158,198,198,Algún campo sin dato,1,bd93ff04327b35c23f88b6c2b463f85b2059d14c37c3ba80790ed6557ac27bd0,25/06/2023 23:47:34,ESCANER
23904,"Jutiapa",22,"Asunción Mita",5,3751,243,0,7,4,27,5,0,25,5,1,0,1,0,8,0,1,1,0,1,10,0,2,5,0,103,8,14,125,0,125,--,243,118,103,125,125,Algún campo sin dato,1,37405286bd3021332f94952d3028bfc88fef277602dbfa61770603013d587993,25/06/2023 23:02:08,ESCANER
23905,"Jutiapa",22,"Asunción Mita",5,3751,243,1,10,1,24,4,0,9,3,0,0,1,0,3,0,1,1,0,0,9,0,1,1,0,69,6,5,80,0,80,--,243,163,69,80,80,Algún campo sin dato,1,788802b720fd2801d577985706de466d9ee3863a631dcd3b226b25a75b9fe11a,25/06/2023 22:51:21,ESCANER
23906,"Jutiapa",22,"Asunción Mita",5,3752,400,7,4,16,19,21,3,4,19,0,3,0,1,24,0,1,1,4,0,7,2,6,6,0,148,33,55,236,0,236,--,400,164,148,236,236,Algún campo sin dato,1,e784afccd53da75ac61d137a250ea1d83044ed758d8d0254e57b68617385e228,26/06/2023 00:34:55,ESCANER
23907,"Jutiapa",22,"Asunción Mita",5,3752,262,5,3,24,13,11,0,3,27,0,1,0,0,14,0,0,1,0,2,4,0,10,2,0,120,11,37,168,0,168,--,261,94,120,168,168,Algún campo sin dato,1,847114540fdaf1de8d47e29ebcc00b6f201c2851147816cd624e13942a4fd79a,25/06/2023 23:36:33,ESCANER
23908,"Jutiapa",22,"Asunción Mita",5,3752,261,3,6,21,15,8,0,5,18,0,0,1,2,5,0,0,0,3,1,1,0,10,3,0,102,9,9,120,0,120,--,258,138,102,120,120,Algún campo sin dato,1,ea63391312dd16a21f6cd83f7caf2acf9e422f34472616158d221eb70357fc65,26/06/2023 00:07:57,ESCANER
23909,"Jutiapa",22,"Asunción Mita",5,3753,400,0,10,23,11,13,1,48,27,1,2,1,0,6,0,1,2,3,0,3,2,5,5,1,166,29,30,225,0,225,--,400,175,165,224,224,Sumas Asentadas sin cuadrar,1,9026bc1b81d83a2882bd48e2e7d686844fce27df2cce89c3c7b3af936cd55ac5,25/06/2023 22:19:25,ESCANER
23910,"Jutiapa",22,"Asunción Mita",5,3753,400,1,11,22,19,25,0,47,14,0,1,0,2,20,0,1,2,2,1,6,2,3,3,0,182,35,35,252,0,252,--,400,148,182,252,252,Algún campo sin dato,1,7e693cc78f1c6e3995e7c52a6a7bdf97633b58999ca5cf12b589c57ef1499c21,25/06/2023 22:02:56,ESCANER
23911,"Jutiapa",22,"Asunción Mita",5,3753,400,0,12,29,22,17,1,60,17,3,1,2,1,11,2,5,0,1,0,13,0,7,4,1,209,30,28,267,0,267,--,400,131,209,267,267,Algún campo sin dato,1,6c1e82ca071ee5721112bce88194f97b15e7a9c1d59c547de17fb41053f79f2e,26/06/2023 02:00:23,ESCANER
23912,"Jutiapa",22,"Asunción Mita",5,3753,400,3,10,20,12,6,0,60,26,0,0,1,0,9,1,1,0,2,0,11,2,6,5,0,175,26,23,224,0,224,--,400,176,175,224,224,Algún campo sin dato,1,458ba0cd9db5732897ee4a39746a4ee339eff55a92fec57fdabb1a2d87a37273,25/06/2023 21:31:52,ESCANER
23913,"Jutiapa",22,"Asunción Mita",5,3753,400,1,13,24,11,10,1,51,14,2,1,5,1,12,1,1,1,4,0,4,0,7,6,0,169,22,25,216,0,169,--,400,184,170,217,217,Sumas Asentadas sin cuadrar,1,bbe91dedee397c09f1fd31370ffd60b718500aa0b9f5a99a75ee034a15e51693,25/06/2023 22:58:17,ESCANER
23914,"Jutiapa",22,"Asunción Mita",5,3753,400,2,11,25,12,14,2,52,21,1,1,0,0,9,0,2,1,6,1,4,0,5,4,4,173,21,17,211,0,211,--,400,189,177,215,215,Sumas Asentadas sin cuadrar,1,628fddf63e4e6c6c656d0c008921bde6461281a7042f9eda93c697e3af87c7d8,25/06/2023 22:41:12,ESCANER
23915,"Jutiapa",22,"Asunción Mita",5,3753,263,0,4,10,10,7,0,43,14,0,1,0,1,5,1,0,0,2,0,10,0,4,5,0,117,6,4,127,0,127,--,260,133,117,127,127,Algún campo sin dato,1,e55ffea34f2d56c1368eaa3263c4c15fb9680316df37b24ab1f1cc2f9c3d2f54,25/06/2023 22:21:52,ESCANER
23916,"Jutiapa",22,"Asunción Mita",5,3753,263,0,2,19,12,3,0,35,13,0,1,0,0,2,0,0,0,2,1,8,0,4,5,0,107,14,14,135,0,135,--,259,124,107,135,135,Algún campo sin dato,1,1183f4ac3e6ef2d9725a2dbc6da36e23f15fc61559de4142a72b37710fd12192,26/06/2023 00:02:44,ESCANER
23917,"Jutiapa",22,"Asunción Mita",5,3754,397,3,23,11,19,23,1,10,30,3,1,0,0,9,0,5,0,3,0,30,0,1,13,0,185,34,47,266,0,266,--,397,131,185,266,266,Algún campo sin dato,1,f7e06d3432f78841f40d1cce3f96c502df52590ba097df2c99e3beaabe715a9d,26/06/2023 01:22:08,ESCANER
23918,"Jutiapa",22,"Asunción Mita",5,3754,397,2,15,17,17,13,2,7,38,0,0,2,1,12,2,5,1,0,1,31,0,7,12,0,185,21,22,228,0,228,--,397,169,185,228,228,Algún campo sin dato,1,b7b3c9bfffd147b93e32630eb1c73c5cbb660a21b8a2d6145f6df9b272d6dd3d,26/06/2023 02:10:21,ESCANER
23919,"Jutiapa",22,"Asunción Mita",5,3755,396,0,10,6,27,24,1,11,37,3,0,3,1,20,0,3,0,2,0,12,1,5,11,1,178,37,28,243,0,243,--,396,153,178,243,243,Algún campo sin dato,1,21e0bee91213484fb1d41eb325094f58f4b1d2c1986c2e518c9bb42a8aae82e7,26/06/2023 02:28:07,ESCANER
