TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,877,95.1193,874,94.7939,3,332560,216665,65.1506

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6330,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,11,23,19,4,7,51,1,21,2,2,2,1,0,1,20,7,1,1,12,2,2,2,32,0,1,4,229,25,17,271,0,271,--,380,106,229,271,271,Algún campo sin dato,1,67453069735d91f4ed5c8463dd49791d5bbfd3f7e5e0d7b0276e26a79f0faa19,26/06/2023 00:31:58,ESCANER
6331,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,25,22,16,3,4,52,0,19,1,0,1,1,0,1,21,5,2,1,13,3,0,1,16,1,0,1,209,30,21,260,0,260,--,381,121,209,260,260,Algún campo sin dato,1,fed367e0b9448008438d3055d1cc22e4c950852e82a784d1462bd76363050244,26/06/2023 00:26:43,ESCANER
6332,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,33,15,4,3,4,32,0,10,1,3,5,2,0,4,2,14,4,3,6,5,0,4,47,0,1,2,204,18,15,237,0,237,--,380,143,204,237,237,Algún campo sin dato,1,642b29b1accf806efda61d9a2184c9548ee96717e59ec0a46f5db0fe6ec554af,26/06/2023 00:05:54,ESCANER
6333,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,17,12,10,3,4,28,0,8,1,1,1,1,0,1,7,11,0,0,8,1,0,2,50,0,2,1,169,12,16,197,0,197,--,380,183,169,197,197,Algún campo sin dato,1,b7f0e827cab2d73f5b15b3cd4665bd3abeda45cb6efa508bed73c951b3e7fdb4,25/06/2023 22:52:43,ESCANER
6334,"Chimaltenango",3,"Tecpán Guatemala",6,671,270,9,11,9,3,3,27,0,4,1,0,2,0,0,0,9,6,2,2,0,3,22,0,22,1,1,4,121,8,5,134,0,134,--,267,133,141,154,154,Sumas Asentadas sin cuadrar,1,54a37d425339a535478352348eb0a9cb9301b8dd527d2569813e663c06768ed6,26/06/2023 00:13:38,ESCANER
6335,"Chimaltenango",3,"Tecpán Guatemala",6,671,270,7,10,6,1,1,26,0,8,1,1,1,0,0,3,16,1,0,0,5,4,0,3,17,0,0,2,113,8,7,128,0,128,--,270,142,113,128,128,Algún campo sin dato,1,f296fde138245d400a25bb71847a36832e1c7a6e5f57aff673ca5a9f832c96c2,25/06/2023 22:45:24,ESCANER
6336,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,17,2,18,4,0,16,0,5,0,0,1,3,0,19,4,22,2,3,4,5,3,2,15,0,4,1,150,14,14,178,0,178,--,380,202,150,178,178,Algún campo sin dato,1,a2840920d4cfca6433ab2cf8e34a8b4c567022d3e5f6854b5b20c0d9f1977d41,26/06/2023 01:36:18,ESCANER
6337,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,3,1,17,2,0,24,0,9,0,0,5,2,0,11,1,17,8,1,2,2,8,1,17,2,0,0,133,17,16,166,0,166,--,380,214,133,166,166,Algún campo sin dato,1,5835a686a7e212b982bdda454c26eb466573240630f05edc81099eae68fdb287,26/06/2023 03:58:21,ESCANER
6338,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,22,1,5,1,4,26,0,9,1,0,2,5,0,10,5,23,1,1,1,2,0,2,19,1,1,3,145,24,17,186,0,186,--,380,194,145,186,186,Algún campo sin dato,1,733f6376f9ba5f1e87a634a7e64c29a0a73921e695f9ae3d70d3ddd2522b9e50,26/06/2023 01:38:13,ESCANER
6339,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,14,2,8,3,2,10,0,7,0,3,1,3,0,9,2,35,3,1,3,6,0,3,17,0,0,1,133,12,23,168,0,168,--,380,212,133,168,168,Algún campo sin dato,1,23d7c516645444443beb8e8233ceb1f755292499aafd69129c876d3e5f2f6f49,26/06/2023 00:29:13,ESCANER
6340,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,29,3,2,1,5,17,1,9,1,1,1,13,1,10,4,38,3,4,5,2,0,0,29,1,2,1,182,20,21,224,0,224,--,376,154,183,224,224,Sumas Asentadas sin cuadrar,1,cab6ddf87a177f1d1fb14bb6f98fc5b0883f633d87e793ab73367a0d0618dba9,26/06/2023 01:45:08,ESCANER
6341,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,12,1,10,2,3,15,0,2,4,0,1,10,0,40,7,29,1,0,1,6,0,0,20,0,0,1,165,19,21,205,0,205,--,381,176,165,205,205,Algún campo sin dato,1,0e30d4d48f1f84677b10259f8795f3dde490407830a6b29d13aa2c90adab7936,26/06/2023 01:40:10,ESCANER
6342,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,6,2,24,1,2,27,0,3,2,0,1,3,0,31,9,13,1,0,5,4,2,1,8,0,1,0,146,23,45,214,0,214,--,380,166,146,214,214,Algún campo sin dato,1,9d62acbe93c0cd8c8c0b88807684cc568d760331678ae607cf48d16808f8bc0b,26/06/2023 00:45:04,ESCANER
6343,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,13,0,8,1,2,21,0,5,5,0,1,2,0,17,4,14,2,1,3,7,0,4,12,0,0,0,122,16,10,148,0,148,--,380,232,122,148,148,Algún campo sin dato,1,486233fdebab767e355c10b16193c83f8886bf86313cbe980346f6de2fbde062,26/06/2023 00:17:12,ESCANER
6344,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,15,2,9,1,4,21,0,7,4,2,0,4,1,16,3,17,3,1,2,4,2,1,13,0,0,3,135,18,15,168,0,168,--,382,214,135,168,168,Algún campo sin dato,1,7c9b08ea07ce8e63d049ae0fc32d855904fc1c5e0d004c0693102f3ef88c98f6,26/06/2023 00:34:16,ESCANER
6345,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,8,3,8,1,3,13,0,5,5,0,0,2,0,12,7,15,2,0,4,4,0,2,16,0,1,2,113,14,17,144,0,144,--,380,236,113,144,144,Algún campo sin dato,1,f257592cc3a76aa78337232aa76134e20f1ae6fc9ff4ccb5c29794e24700e8b0,26/06/2023 00:10:11,ESCANER
6346,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,15,4,9,2,2,13,0,13,5,3,0,7,0,16,8,13,3,0,2,6,0,1,17,2,1,2,144,18,4,166,0,166,--,311,145,144,166,166,Algún campo sin dato,1,c2871248505cd4f611c8e4cccbffd495e7b696041fe392443cf8adad04659034,26/06/2023 01:11:04,ESCANER
6347,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,16,1,8,0,0,26,0,7,4,0,4,4,0,9,1,18,4,0,1,1,0,1,16,0,1,1,123,13,13,149,0,149,--,310,161,123,149,149,Algún campo sin dato,1,d9637d807728755d5fec8ccc53379b0136cdd00e779c33adedff80fb55463621,26/06/2023 00:31:11,ESCANER
6348,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,16,2,5,5,9,42,1,3,3,0,2,6,0,3,18,15,3,1,3,3,4,1,7,0,9,6,167,27,16,210,0,210,--,380,170,167,210,210,Algún campo sin dato,1,9786d51e4ef68daf83c1b7123d319b7c307c573de8c15cb16812b47e31b901a4,26/06/2023 02:11:27,ESCANER
6349,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,14,1,7,1,9,28,1,5,4,1,3,5,1,4,20,19,1,1,13,4,0,3,9,1,4,4,163,17,16,196,0,196,--,380,184,163,196,196,Algún campo sin dato,1,80edbca7a88437449c3d49e26abc997de2ef0d1bde1067f70e4ac7accd25ade2,26/06/2023 02:08:32,ESCANER
6350,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,11,4,4,9,6,20,1,6,1,1,7,0,0,1,21,18,7,4,8,8,3,7,29,1,4,4,184,22,29,235,0,235,--,380,145,185,236,236,Sumas Asentadas sin cuadrar,1,99584e1262637bbb75a60203dd6972ab14dc6943d35edbddcc96f48545ee144f,26/06/2023 00:47:40,ESCANER
6351,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,8,2,9,8,10,26,0,7,2,1,2,2,0,0,30,14,4,0,4,3,1,3,34,1,6,4,181,26,20,227,0,227,--,378,151,181,227,227,Algún campo sin dato,1,61dedd2dabf384f37d168c47261b368778bb0e6af0913d23776fc83ddae5786c,26/06/2023 00:14:34,ESCANER
6352,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,23,2,3,6,8,25,0,1,6,0,5,0,0,1,16,19,2,1,6,6,2,4,11,0,4,5,156,20,19,195,0,195,--,380,185,156,195,195,Algún campo sin dato,1,d4d4ce967100dcf52369fc565627e8940fd237f2f0fc458ffe9ef065c824615e,25/06/2023 23:12:17,ESCANER
6353,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,18,1,9,1,7,19,0,0,3,0,4,0,0,3,11,26,3,0,4,4,0,3,29,0,2,2,149,29,15,193,0,193,--,380,187,149,193,193,Algún campo sin dato,1,fdeec982baaa4844aeec57555ac9823e5b9b7571c3cdc1867ce71d82b8b68a8b,25/06/2023 22:24:53,ESCANER
6354,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,21,3,6,4,8,32,0,2,4,1,1,1,0,0,5,22,1,2,10,7,1,3,16,2,3,5,160,27,12,199,0,199,--,380,181,160,199,199,Algún campo sin dato,1,1cdc7e4be1342937af5fdb92a8e2ce4e9b40e059919aafc94037cb3df5b53238,25/06/2023 22:54:13,ESCANER
6355,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,32,2,4,3,4,34,0,7,5,0,0,0,0,2,9,18,7,1,7,3,2,15,13,1,3,7,179,43,2,224,0,224,--,--,--,179,224,224,Algún campo sin dato,1,530f155794a9e37ff685536d9ec44193fdac265d9ba15548fe9c09763a84252c,26/06/2023 02:15:22,ESCANER
6356,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,19,4,2,3,9,21,1,3,4,0,0,0,0,6,10,20,2,3,4,1,1,9,20,0,9,4,155,21,11,187,0,187,--,376,189,155,187,187,Algún campo sin dato,1,5033382e1faa8f153c29f502d39ffa8737d3b9c7e6e1d83f3f2b688a73aefc22,26/06/2023 02:03:54,ESCANER
6357,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,13,1,2,5,6,18,2,5,4,0,0,0,0,2,15,6,4,1,7,4,1,8,9,0,9,4,126,13,23,162,0,162,--,380,218,126,162,162,Algún campo sin dato,1,6d8b2ef6d824be23bd0f07b59de90dcfe51ab815668abf84716c6d061bbee203,25/06/2023 22:03:34,ESCANER
6358,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,16,6,8,0,5,26,0,4,2,1,2,1,0,6,11,19,5,0,6,3,2,7,18,0,7,5,160,19,11,190,0,190,--,380,190,160,190,190,Algún campo sin dato,1,dcd53ded8fd0fddcf5f15bfd01892d125c8bc48de35fa6f1e26a43ba6c35351d,26/06/2023 00:40:28,ESCANER
6359,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,14,1,5,2,6,31,4,5,7,0,3,0,1,5,17,11,4,0,2,0,1,3,22,0,12,7,163,24,12,187,193,380,--,380,193,163,199,392,Sumas Asentadas sin cuadrar,1,fc432b2bdc5e3e30fa5c5ac30137300e4309925a25048a8520a5f6c29ec1364b,26/06/2023 00:09:36,ESCANER
6360,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,20,2,2,1,8,29,2,1,3,0,3,0,0,2,16,14,5,0,5,2,0,3,14,0,17,4,154,17,9,180,0,180,--,380,200,153,179,179,Sumas Asentadas sin cuadrar,1,aff69555065d98f06fce6d0a159705135b75fb80faf4fb1ed54c14eecad39197,26/06/2023 02:21:29,ESCANER
6361,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,10,0,3,0,1,14,0,0,4,0,0,2,0,0,11,8,2,1,2,1,1,1,11,1,11,2,86,9,1,96,0,96,--,249,153,86,96,96,Algún campo sin dato,1,7bb4c6422fb8f95c7445242e690d57bf02053ee02b73b496730e5271905297c5,26/06/2023 02:23:20,ESCANER
6362,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,9,6,3,3,3,22,0,1,0,0,1,0,0,2,0,4,2,1,3,0,0,4,10,1,7,3,85,15,4,104,0,104,--,248,144,85,104,104,Algún campo sin dato,1,f2cb5bd365f38196aa15b02c0d17ec7648c6a75032b21f5704051e1ad899df6b,26/06/2023 00:30:57,ESCANER
6363,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,5,7,3,0,32,0,4,1,1,1,1,0,6,9,28,1,1,2,4,1,0,18,0,3,1,131,16,25,172,0,172,--,380,208,131,172,172,Algún campo sin dato,1,28dadfffa378fe5ae7827798e7ad897ca176dace6212912395f17ec481ca256c,26/06/2023 00:15:30,ESCANER
6364,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,6,2,9,5,1,30,1,3,1,0,1,0,1,10,8,31,1,0,0,4,0,2,6,1,1,1,125,35,31,191,0,191,--,380,189,125,191,191,Algún campo sin dato,1,cd1084e4e1f550aef7e78be47c32f617229197d5594d01febd4427a64ba2990a,26/06/2023 01:46:13,ESCANER
6365,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,7,0,19,5,2,18,0,3,2,0,3,0,0,17,20,61,2,0,2,6,0,0,4,0,0,0,171,20,27,218,0,218,--,380,162,171,218,218,Algún campo sin dato,1,38615951c6ff6de433a8cd2cd1dbd1d995658eeeb038911a6f029293c1046281,26/06/2023 02:09:40,ESCANER
6366,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,3,1,5,1,0,37,0,3,0,0,2,0,0,15,14,22,0,1,3,10,1,3,22,0,1,0,144,9,35,188,13,201,--,380,179,144,188,201,Algún campo sin dato,1,e02226151104e53b912d7c103c75cece48f775046eb3609d4ae48fdab37d6d59,26/06/2023 01:44:53,ESCANER
6367,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,1,12,6,0,42,0,1,1,0,1,0,1,12,4,15,0,0,2,9,0,1,16,1,0,0,127,5,25,157,9,166,--,378,212,127,157,166,Algún campo sin dato,1,e62ccd3a99b06c73b281516ce4bccfb8bf3e1394b2c6c65448d93ad6879feb86,26/06/2023 01:54:07,ESCANER
6368,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,0,6,6,1,31,3,1,5,0,4,4,0,9,9,20,2,1,5,7,1,1,30,1,1,0,150,12,25,187,0,187,--,380,193,150,187,187,Algún campo sin dato,1,36e392cb4ea63f5f50ffde61d198d3034346f47952162942904c45f4338eb9f1,26/06/2023 00:45:01,ESCANER
6369,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,5,1,4,2,2,37,0,2,1,2,0,1,0,13,13,22,0,1,1,6,0,0,16,0,1,0,130,20,13,163,0,163,--,381,218,130,163,163,Algún campo sin dato,1,0536b560ae7e90a99f60d716b6efa8c86f65d6caced55fd756ccda15181c480e,26/06/2023 02:03:45,ESCANER
6370,"Chimaltenango",3,"Tecpán Guatemala",6,674,367,6,5,2,1,2,44,0,1,3,0,2,0,0,9,17,17,0,1,4,3,0,3,14,0,0,2,136,13,20,169,0,169,--,366,197,136,169,169,Algún campo sin dato,1,d2a5dc382de5dd68cbdf4ec3cf03d79dc9940c506659256e3a2f803782a1954b,26/06/2023 00:22:08,ESCANER
6371,"Chimaltenango",3,"Tecpán Guatemala",6,674,366,2,1,5,0,1,27,0,2,5,0,0,0,0,13,16,15,1,0,0,3,0,0,12,0,1,0,104,14,27,145,1,146,--,366,220,104,145,146,Algún campo sin dato,1,62f98aa4140b94eacbfc1ebfcaab735469561e1b36209318bd4837437b4a89c9,26/06/2023 00:10:56,ESCANER
6372,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,14,14,8,6,5,22,0,4,1,1,1,2,1,11,51,31,3,2,11,3,2,12,5,0,1,9,220,25,28,273,0,273,--,380,107,220,273,273,Algún campo sin dato,1,ce0744c51c1b8763c9fc3a5c83c76cd64a15a22b6e8808064b937b2a37ce7e6c,26/06/2023 00:10:04,ESCANER
6373,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,33,4,4,10,2,37,0,4,2,0,3,2,1,5,0,0,2,2,4,0,1,2,11,1,1,4,193,27,25,245,0,245,--,380,135,135,187,187,Sumas Asentadas sin cuadrar,1,385da306ea1c8a3d9b4fd688ee2e0e5436eee73c7111d42aa96cbb257810813c,26/06/2023 00:51:05,ESCANER
6374,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,38,1,4,4,2,24,0,0,2,1,0,3,0,5,20,19,1,0,2,3,1,30,16,0,1,1,178,21,17,216,0,216,--,380,164,178,216,216,Algún campo sin dato,1,8c5e8ebbd8af4283dee6e1c56e4d76a0d64cdc00fb9eb30ac36aedea48340668,26/06/2023 00:25:10,ESCANER
6375,"Chimaltenango",3,"Tecpán Guatemala",6,675,244,17,0,1,1,1,20,0,0,2,0,0,1,0,4,22,10,0,0,3,3,1,12,6,0,1,5,110,8,10,128,0,128,--,244,116,110,128,128,Algún campo sin dato,1,a2a0ca6f2fd29abc9e67ae954bf4a90503c045a4468594481b29defe8aa24bfa,25/06/2023 22:35:49,ESCANER
6376,"Chimaltenango",3,"Tecpán Guatemala",6,675,243,15,1,3,1,0,12,0,3,2,0,1,0,0,5,22,13,2,0,2,1,0,13,2,1,2,6,107,6,9,122,0,122,--,240,118,107,122,122,Algún campo sin dato,1,a014f28fa984d04bb08121c68c60acac52889b84e9cfb40bd79d7cf665d2d5f5,26/06/2023 00:49:49,ESCANER
6377,"Chimaltenango",3,"Tecpán Guatemala",6,676,380,16,4,1,4,8,43,0,10,7,0,3,3,0,8,3,55,15,4,8,5,0,2,12,1,4,14,230,40,26,296,0,296,--,380,84,230,296,296,Algún campo sin dato,1,5286bc049af77ee628feec0dee66c181a86095b7df9bea30790636424cd77564,26/06/2023 00:53:29,ESCANER
6378,"Chimaltenango",3,"Tecpán Guatemala",6,676,198,13,2,6,3,5,16,1,3,2,0,0,0,0,4,1,23,8,3,10,4,0,2,3,4,0,8,121,14,5,140,0,140,--,198,58,121,140,140,Algún campo sin dato,1,eb38f28bcf938af87d7105bec7d4de6b62b23009e0527f1339a280d51c4220e2,25/06/2023 22:53:34,ESCANER
6379,"Chimaltenango",3,"Tecpán Guatemala",6,676,197,10,2,6,1,2,19,0,3,1,0,1,0,0,2,4,22,8,1,5,2,0,1,6,0,8,7,111,11,7,129,0,129,--,197,65,111,129,129,Algún campo sin dato,1,73ff48816cce6fa6b5ad8dbf816c133d6623c4a759f5633b31ec1a8f021b3fa4,25/06/2023 22:28:01,ESCANER
6380,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,24,5,9,7,4,29,2,4,4,0,5,1,0,3,15,23,6,3,7,7,1,6,15,1,5,8,194,21,18,233,0,233,--,380,147,194,233,233,Algún campo sin dato,1,5a68bfb0bd75c08a82031322eb92d7ec4bf0fedf7921743a47ca156c5dd9f69f,26/06/2023 01:38:09,ESCANER
6381,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,19,1,4,6,4,16,0,5,7,0,3,2,1,2,17,21,3,0,8,3,4,4,20,1,4,7,162,20,18,200,0,200,--,380,180,162,200,200,Algún campo sin dato,1,c48e4455cf75267d983475204cab918a2e364d9ce15e452970b31bb645c472e4,26/06/2023 01:52:32,ESCANER
6382,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,28,3,2,1,8,21,0,4,8,0,1,1,1,5,32,9,6,2,8,8,1,5,7,0,4,1,166,31,36,233,0,233,--,380,147,166,233,233,Algún campo sin dato,1,0b5656864dd6694a3a2858e6bd7dd5b5183ace5aec5b584215139915cd374ef6,26/06/2023 02:08:01,ESCANER
6383,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,34,4,4,3,7,18,0,5,13,0,1,2,1,5,17,20,29,0,8,4,2,7,9,0,3,8,204,28,15,247,0,247,--,380,133,204,247,247,Algún campo sin dato,1,91191f594322b413b3997991b5333ae4c553143641d948211e0ac5ae55d426e1,26/06/2023 02:18:31,ESCANER
6384,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,20,3,4,4,5,19,1,5,6,2,0,1,1,2,19,14,7,3,10,4,1,5,13,1,8,6,137,15,14,193,0,137,--,381,188,164,193,193,Sumas Asentadas sin cuadrar,1,d3d7ac8cc44f2291603088a0c1269ee9a629977f7b535892d93a1de4a7909004,26/06/2023 01:43:13,ESCANER
6385,"Chimaltenango",3,"Tecpán Guatemala",6,677,335,8,1,6,3,7,12,1,1,5,0,0,2,0,7,19,13,5,0,7,4,0,8,6,0,8,12,135,21,9,165,0,165,--,333,165,135,165,165,Algún campo sin dato,1,bf6fc500e70d82b375d00b970a8b816a00ff03e6f6f6a65ff2d6502d9cff5c78,26/06/2023 01:04:38,ESCANER
6386,"Chimaltenango",3,"Tecpán Guatemala",6,677,334,12,1,4,1,2,9,0,3,7,0,0,0,1,6,25,16,5,0,4,4,0,5,4,0,6,3,118,9,13,140,0,140,--,334,194,118,140,140,Algún campo sin dato,1,fd51e1a23b0b5794d82d4d765124c437e780fe996c4907ae418ccf0c75d7956b,25/06/2023 23:51:07,ESCANER
6387,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,12,3,13,5,11,12,1,5,7,0,3,1,1,2,9,15,2,2,3,6,1,3,12,2,7,8,146,33,30,209,0,209,--,600,391,146,209,209,Algún campo sin dato,1,fc65096fd8b6766a6c52489d02d257d4630c2cf7fb2d1b2ea4663ea91bc4b7d2,25/06/2023 22:45:29,ESCANER
6388,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,23,4,3,9,14,24,1,4,6,1,3,6,0,1,1,5,4,5,6,8,0,5,12,1,5,7,158,39,16,213,0,213,--,600,387,158,213,213,Algún campo sin dato,1,f914365f78259ac63894d03bfd06d7531ef032bded6165ce94ff411ccb29845c,25/06/2023 22:48:18,ESCANER
6389,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,22,10,13,4,11,13,1,7,6,0,2,2,1,3,7,6,3,4,10,6,1,7,12,0,14,9,174,37,17,228,0,228,--,600,372,174,228,228,Algún campo sin dato,1,a0c061d4cea1532491d362cc45e160df7c529998e67a49ed96a83284dbc43811,26/06/2023 00:04:38,ESCANER
6390,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,18,4,6,7,13,11,0,6,11,2,6,4,0,3,9,9,2,2,7,8,1,12,8,0,18,14,181,55,18,254,0,254,--,498,244,181,254,254,Algún campo sin dato,1,916e975ac10fdae468cbba9f8d13c06396e33993fcb167c9d8bca673526c80a3,25/06/2023 23:54:03,ESCANER
6391,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,10,7,8,1,5,6,0,8,4,1,3,9,0,2,3,5,2,1,10,7,3,2,5,0,6,4,112,31,11,154,0,154,--,499,345,112,154,154,Algún campo sin dato,1,5e01a49fce210e0e533d22bc3f4dc44fa046ea189ad0ae888dc0d76354570499,25/06/2023 23:19:20,ESCANER
6392,"Chimaltenango",3,"Patzún",7,679,400,5,6,28,8,26,8,0,0,16,0,0,0,0,1,33,25,6,5,14,3,0,1,5,3,28,12,233,45,18,296,0,296,--,400,104,233,296,296,Algún campo sin dato,1,9500d1e497afb8456056658dd2cc296428e7560a34863baedd0ff9dcd4935287,25/06/2023 23:22:47,ESCANER
6393,"Chimaltenango",3,"Patzún",7,679,400,4,11,23,4,28,17,2,2,11,0,0,1,0,0,30,39,4,3,18,3,1,4,6,4,18,10,243,30,19,292,0,292,0,400,108,243,292,292,,1,0281953078d65950a61da995d5921769aea293fd45395e73bf24ddf179b7d7d1,26/06/2023 00:44:58,ESCANER
6394,"Chimaltenango",3,"Patzún",7,679,400,6,14,31,4,38,16,3,0,14,0,2,1,0,1,26,28,7,4,13,2,1,3,1,6,10,11,242,36,18,296,0,296,0,396,100,242,296,296,,1,3ccc9fbee290b14d3a8d206b3489335d66074b9071379d82101c28f7d8696b6c,25/06/2023 22:32:16,ESCANER
6395,"Chimaltenango",3,"Patzún",7,679,400,9,8,38,4,29,12,1,2,5,0,2,0,0,2,31,32,9,6,17,3,2,1,3,3,20,14,253,36,20,309,0,309,0,396,87,253,309,309,,1,77ce174a0ec41595437bba1e9b5ba0e68ce3325811e0809eef964b6c4a90f48d,25/06/2023 23:51:45,ESCANER
6396,"Chimaltenango",3,"Patzún",7,679,400,8,5,28,6,33,14,1,4,9,0,0,2,0,1,21,32,2,1,11,6,2,0,1,2,25,18,232,52,22,306,0,306,0,400,94,232,306,306,,1,a276a5cc26875419ceea0f1edaf329c003eb6d4a28581329d198739aa98797d8,26/06/2023 00:05:45,ESCANER
6397,"Chimaltenango",3,"Patzún",7,679,400,6,10,45,4,36,17,0,1,14,0,0,3,3,2,33,31,1,3,15,4,1,2,3,7,23,9,273,38,12,323,0,323,0,404,78,273,323,323,,1,5c2fc6ad32f47d3c051815df99b8a206c55620a14d9f996ade3266d59ceb74b2,25/06/2023 22:45:57,ESCANER
6398,"Chimaltenango",3,"Patzún",7,679,400,3,8,37,1,44,28,2,3,9,2,0,2,0,1,27,19,2,5,22,2,1,5,5,3,16,11,258,43,17,318,0,318,0,400,82,258,318,318,,1,b4a93ea4d29d63546c025cc551a04878819cbf6a22bf47c609e590e386ee78d0,26/06/2023 00:43:49,ESCANER
6399,"Chimaltenango",3,"Patzún",7,679,400,5,9,37,6,26,21,1,2,15,0,0,3,0,0,30,28,17,8,16,1,0,3,1,1,16,12,258,44,16,318,0,318,0,401,83,258,318,318,,1,0f810a87c5d19a0b2161ac8a6ad285fd0a4f1851f06822ae56722484edf3b194,26/06/2023 01:01:51,ESCANER
6400,"Chimaltenango",3,"Patzún",7,679,400,7,6,35,0,31,23,1,3,21,0,1,2,1,1,28,33,4,7,13,8,1,2,1,1,16,10,256,39,16,311,0,311,0,400,89,256,311,311,,1,32daa5a9512e9ed56611f42ded7e3ad442e7fe4bd3c0c15cabf97c44f0e89ed8,25/06/2023 22:20:49,ESCANER
6401,"Chimaltenango",3,"Patzún",7,679,400,4,5,31,4,21,11,2,4,16,0,3,4,0,2,22,15,4,10,22,6,1,4,3,7,24,12,237,47,16,300,0,300,--,404,104,237,300,300,Algún campo sin dato,1,e1d84f58a42a208c841db72a0682226beef3e29c29299fefc3106472c3f406a9,25/06/2023 23:57:56,ESCANER
6402,"Chimaltenango",3,"Patzún",7,679,400,10,6,31,5,34,18,1,2,19,0,0,1,0,2,29,30,3,4,22,2,1,2,2,4,19,9,256,34,19,309,0,309,--,400,91,256,309,309,Algún campo sin dato,1,053bd79c1531bf33354b5168c9e7918469fee178f5d9de7c2722d9e7df84445b,25/06/2023 23:41:09,ESCANER
