TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,877,95.1193,874,94.7939,3,332560,216665,65.1506

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6689,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,9,27,21,9,3,27,2,9,6,2,3,3,--,3,9,5,5,4,14,5,4,8,7,--,27,9,223,26,12,261,--,261,--,400,139,221,259,259,Sumas Asentadas sin cuadrar,1,52d3dc2c117f52eac7b71c69a639f1858db5744e17ca87204678db88a9308071,26/06/2023 01:54:25,ESCANER
6690,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,5,20,18,8,4,7,2,7,6,1,1,3,1,4,13,8,0,2,13,11,0,7,6,1,40,8,196,14,12,222,0,222,--,400,178,196,222,222,Algún campo sin dato,1,2f5e065213205f6a179c17186f40b50393e7f020c2620fba6ad91606fb535f9c,26/06/2023 00:08:26,ESCANER
6691,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,6,24,7,7,5,10,3,2,0,5,1,5,0,3,14,7,5,3,13,9,1,5,4,1,40,12,192,22,14,228,0,228,--,400,172,192,228,228,Algún campo sin dato,1,4445ed6da5949390b7e5add430040d5be51eb1ec097cdad8d5a5caf4df92dd89,25/06/2023 23:44:49,ESCANER
6692,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,4,24,9,4,5,12,5,2,6,4,3,1,0,2,15,9,5,5,8,7,1,5,7,1,38,12,194,29,13,236,42,236,--,400,164,194,236,278,Sumas Asentadas sin cuadrar,1,3fc46c600b3dc61a593962f2fc2c694ced532aae252851337290710e0376d393,26/06/2023 02:03:36,ESCANER
6693,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,5,23,15,8,10,21,0,5,2,3,0,3,0,4,16,10,4,6,9,6,2,2,4,2,48,5,213,36,3,252,1,253,--,400,147,213,252,253,Algún campo sin dato,1,64b3f58e39b287900425f338231d423242bb8ce751f2a315e5412645644b945f,26/06/2023 01:11:37,ESCANER
6694,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,7,31,5,7,8,27,0,2,0,1,2,1,0,4,21,8,2,8,9,9,1,4,2,0,20,6,185,17,9,211,0,211,--,452,241,185,211,211,Algún campo sin dato,1,0c79ec5afafd7687b1eb0f3e5e0e9da58d261a3883e564d76eb7e2f7d5355490,26/06/2023 01:23:52,ESCANER
6695,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,4,27,5,3,4,22,3,0,2,0,0,2,0,5,17,6,4,12,13,4,1,2,4,2,27,8,177,25,14,216,0,216,--,400,184,177,216,216,Algún campo sin dato,1,ad1c58651b1cd4efc0b81a55101c3992a0062a0b70d5f07524d5b5cc9d50be7b,25/06/2023 23:27:17,ESCANER
6696,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,8,51,5,4,2,22,1,3,2,2,2,0,0,2,12,9,1,3,10,12,0,2,3,0,16,7,179,11,14,204,0,204,--,400,196,179,204,204,Algún campo sin dato,1,3f4da465157f9404957ed93dea84cbb2c76bf78a775c306cf0f7b84872e07969,26/06/2023 00:42:22,ESCANER
6697,"Chimaltenango",3,"San Andrés Itzapa",13,717,324,6,26,12,6,3,27,1,2,1,2,1,1,0,0,4,3,3,1,4,6,2,4,1,1,17,5,139,22,4,165,0,165,--,324,159,139,165,165,Algún campo sin dato,1,c34532ea6ba14af9908f675a83989c5a0fb955469248de5591ffad90f7e391f9,25/06/2023 23:38:22,ESCANER
6698,"Chimaltenango",3,"San Andrés Itzapa",13,717,324,3,15,10,2,2,10,2,4,1,2,1,2,1,3,8,8,3,2,3,7,1,2,3,1,16,6,118,12,18,148,0,148,--,324,176,118,148,148,Algún campo sin dato,1,ea021bed25e5506617131d87b54cae65e92d8b0874140c2a936ed18a71325f65,26/06/2023 00:24:31,ESCANER
6699,"Chimaltenango",3,"San Andrés Itzapa",13,718,343,5,22,11,2,6,55,0,5,2,0,0,0,0,0,5,20,4,1,7,3,1,2,3,0,5,5,164,24,34,222,0,222,--,343,121,164,222,222,Algún campo sin dato,1,eab1d09a5d89aa7f291991faf557238fef0ffb0773ee36b15ade65590e5c1428,25/06/2023 23:22:43,ESCANER
6700,"Chimaltenango",3,"San Andrés Itzapa",13,718,342,4,24,5,2,9,68,0,2,1,0,2,1,1,1,6,4,3,0,13,4,0,1,1,1,4,4,161,13,35,209,0,209,--,342,133,161,209,209,Algún campo sin dato,1,5d23be1393d885db8cf725f83d9db764df0d91f8a631b4d6047d1a2361a6388a,25/06/2023 22:39:21,ESCANER
6701,"Chimaltenango",3,"San Andrés Itzapa",13,719,378,6,26,20,2,4,17,0,0,3,0,1,3,0,2,2,21,1,1,15,13,0,1,4,1,4,1,148,37,26,211,0,211,--,378,167,148,211,211,Algún campo sin dato,1,79de7cc8fb357e92da53a1f9b4c5ffa0c21ac19521350107b634ebc2c9bfbbdd,25/06/2023 22:48:01,ESCANER
6702,"Chimaltenango",3,"San Andrés Itzapa",13,719,378,4,26,26,3,2,19,0,1,0,0,2,1,0,2,3,16,3,3,11,8,0,4,3,1,4,1,143,27,39,209,0,209,--,378,169,143,209,209,Algún campo sin dato,1,c1328ffc6be5357831a6c95f48ff45399169a5dc52492736d3351bd7eab449b1,25/06/2023 22:58:58,ESCANER
6703,"Chimaltenango",3,"San Andrés Itzapa",13,720,411,6,11,4,1,4,9,5,0,1,3,0,2,0,0,6,6,7,1,8,4,2,1,3,0,8,5,97,26,12,135,0,135,--,408,273,97,135,135,Algún campo sin dato,1,785efe0bbedfdc4d90599b744dd50adb9c4df45966b9f5f6ed8af5456b2e0cb9,25/06/2023 22:56:31,ESCANER
6704,"Chimaltenango",3,"San Andrés Itzapa",13,720,411,5,4,6,--,1,11,3,--,2,2,1,2,--,--,4,4,3,--,3,4,1,2,6,2,1,2,69,18,15,102,0,102,--,--,--,69,102,102,Algún campo sin dato,1,7bb9410b2d67ef39d31b5e72fc5d6ef8e9a87fa8e41971e7aabd8ef964052200,25/06/2023 21:57:58,ESCANER
6705,"Chimaltenango",3,"Parramos",14,721,400,1,2,60,5,3,41,2,2,2,0,3,1,2,2,15,29,3,1,14,1,3,0,11,4,25,1,233,33,20,286,0,286,--,400,114,233,286,286,Algún campo sin dato,1,7fccf95e8d849c91ff0ac141ccb5e26e1fcf75666a8fafeaed7e5649ab70564f,26/06/2023 00:37:54,ESCANER
6706,"Chimaltenango",3,"Parramos",14,721,400,1,2,57,2,7,21,9,6,4,1,5,0,0,3,17,27,5,1,12,5,3,1,9,9,18,10,235,35,26,296,0,296,--,400,104,235,296,296,Algún campo sin dato,1,6a0a3dfc7bdd3e1fbe03a1fd385d236ccb7d470cafd18ccdc4eb347a57c2bdc8,26/06/2023 00:02:56,ESCANER
6707,"Chimaltenango",3,"Parramos",14,721,400,6,0,53,4,4,39,5,1,3,1,0,1,0,0,11,22,4,0,13,4,0,4,12,9,25,8,229,37,22,288,0,288,--,400,112,229,288,288,Algún campo sin dato,1,067cbd71612f4ddeeb6a55499cc85f3dae19f88aaf095450eb329856fe4521a9,26/06/2023 00:56:36,ESCANER
6708,"Chimaltenango",3,"Parramos",14,721,400,4,2,65,2,4,36,9,1,1,1,1,1,1,0,12,23,5,1,16,3,1,0,7,5,20,7,228,44,24,296,0,296,--,400,104,228,296,296,Algún campo sin dato,1,be3ff39a1f39dea69e69f51ca58edc37499b9cbfed2ea0b54f4e29543d6a3fa5,26/06/2023 00:50:30,ESCANER
6709,"Chimaltenango",3,"Parramos",14,721,400,3,2,53,2,12,39,5,2,1,1,3,2,0,4,15,22,11,2,13,1,1,10,7,3,17,5,236,45,31,312,0,312,--,403,91,236,312,312,Algún campo sin dato,1,7e29a952e376dfc04fcfb24586e056b0f3046fc5e53dab0ac99dcd3129d14ca9,26/06/2023 02:18:02,ESCANER
6710,"Chimaltenango",3,"Parramos",14,721,400,3,1,67,2,7,34,5,0,3,0,2,3,1,2,10,28,7,2,9,1,0,2,8,3,18,7,225,43,24,292,0,292,--,292,112,225,292,292,Algún campo sin dato,1,d06a9a4f6de656d283dd2f3f7efb84025b27d39955a28e885b9ef7c1ad3671a2,26/06/2023 01:03:20,ESCANER
6711,"Chimaltenango",3,"Parramos",14,721,400,2,2,83,3,10,27,3,3,2,1,2,2,1,1,2,32,6,1,8,4,1,2,4,5,14,7,237,38,32,307,0,307,--,401,94,228,298,298,Sumas Asentadas sin cuadrar,1,302643c98591eb43121833a1583d71a3eca1719186520424f670f0f7dc13c685,26/06/2023 01:44:42,ESCANER
6712,"Chimaltenango",3,"Parramos",14,721,400,1,0,77,0,11,38,2,1,2,0,2,0,0,1,11,21,6,1,14,2,2,2,8,7,20,3,232,35,33,300,0,300,--,400,100,232,300,300,Algún campo sin dato,1,6355dba762f4ce41e011b93a1b29caa03dba223b4f3b08f43396751abcc61407,26/06/2023 01:20:03,ESCANER
6713,"Chimaltenango",3,"Parramos",14,721,400,1,0,86,5,6,39,3,1,3,1,3,0,0,2,9,16,2,3,13,4,1,0,12,7,35,6,258,28,34,320,0,320,--,400,80,258,320,320,Algún campo sin dato,1,47fbece510e95336e22eaf1ba95f31bb35f1b2da552969c471a4448f3fe174f2,26/06/2023 02:18:22,ESCANER
6714,"Chimaltenango",3,"Parramos",14,721,400,3,1,70,2,3,40,3,4,9,1,2,0,1,4,16,20,7,2,12,4,2,2,12,3,26,8,257,26,41,324,0,324,--,400,76,257,324,324,Algún campo sin dato,1,cdaaff04a7563d2ea521f02b154d9c4362b778d9e63ad4e55a2169e4492c2767,26/06/2023 03:35:27,ESCANER
6715,"Chimaltenango",3,"Parramos",14,721,400,1,1,50,1,6,37,4,4,1,1,4,1,1,1,11,17,1,1,17,5,2,1,10,5,26,7,216,37,13,266,0,266,--,400,134,216,266,266,Algún campo sin dato,1,6c2f439d5453a73162e4c712ccecd716d1ecad0b163cbd29efc7f26894eb02d2,26/06/2023 07:41:21,ESCANER
6716,"Chimaltenango",3,"Parramos",14,721,400,0,0,48,6,5,31,2,2,4,2,0,0,1,1,13,17,9,0,10,5,1,1,6,5,32,15,216,34,21,271,0,271,--,400,129,216,271,271,Algún campo sin dato,1,14d43cb1aa0458fa23e599841ed417291333d6891ae11f7c4d4548d326a4b0eb,26/06/2023 00:55:41,ESCANER
6717,"Chimaltenango",3,"Parramos",14,721,400,2,2,43,1,8,36,3,2,2,1,0,4,1,1,11,16,7,1,11,2,2,0,5,4,29,7,201,40,20,261,0,261,--,404,143,201,261,261,Algún campo sin dato,1,71184985cb7d72bef8922712beba1f277c208f83f94afdee421814225ee2bf23,26/06/2023 02:19:51,ESCANER
6718,"Chimaltenango",3,"Parramos",14,721,400,2,0,44,3,2,29,7,1,3,1,0,2,0,1,11,21,3,0,14,7,1,2,6,2,30,7,199,53,19,271,0,271,--,400,129,199,271,271,Algún campo sin dato,1,9501927c882b69baa2809ac26ccee5455b62b2871ac57d94cffd6de11d831f93,26/06/2023 01:14:02,ESCANER
6719,"Chimaltenango",3,"Parramos",14,721,400,0,2,34,4,7,35,3,2,3,0,1,1,0,3,11,20,8,2,9,2,0,1,11,4,32,13,208,51,18,277,0,277,--,404,127,208,277,277,Algún campo sin dato,1,00a1af4260ad8d1be403a00ead28cb0064a8985375dbec3a885660a2b5b1cf40,26/06/2023 00:49:51,ESCANER
6720,"Chimaltenango",3,"Parramos",14,721,400,5,0,60,3,7,29,4,2,2,0,2,1,2,6,13,20,10,0,7,3,1,1,7,2,23,8,218,36,21,275,0,275,--,400,125,218,275,275,Algún campo sin dato,1,9537ff3fa9443d5dd13a33cdd94ca74aeab5b6df4e0d5d09d405c54e567063a0,25/06/2023 23:38:32,ESCANER
6721,"Chimaltenango",3,"Parramos",14,721,400,3,1,64,5,2,21,5,0,2,0,2,2,0,2,13,26,7,0,11,6,2,1,8,3,25,8,219,29,26,274,0,274,--,400,126,219,274,274,Algún campo sin dato,1,0fbe718b45400f2e32f5e3a424430c8c9b06886b9aa91ff12a9b10d499271059,26/06/2023 02:12:07,ESCANER
6722,"Chimaltenango",3,"Parramos",14,721,400,0,0,46,3,6,33,7,2,2,0,2,2,0,1,15,17,1,0,9,0,0,1,5,2,31,7,192,37,21,250,0,250,--,400,150,192,250,250,Algún campo sin dato,1,2b736b4b24d42b377aaf054359a248df7134e1a2a86ef26f95dfe4466ee33a88,26/06/2023 00:29:23,ESCANER
6723,"Chimaltenango",3,"Parramos",14,721,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6724,"Chimaltenango",3,"Parramos",14,721,400,3,4,71,1,5,37,4,1,4,0,2,0,0,3,14,18,3,1,11,2,0,2,2,4,38,4,230,27,7,264,0,264,--,400,136,234,268,268,Sumas Asentadas sin cuadrar,1,38ce851599fabd416a6d7df9cc34a751ace9999b6fe9cfb7216fbc828dccd495,26/06/2023 03:08:05,ESCANER
6725,"Chimaltenango",3,"Parramos",14,722,400,0,1,35,3,1,33,3,5,3,0,0,1,1,1,10,29,7,0,7,4,0,3,6,3,58,9,223,24,11,258,0,258,--,404,146,223,258,258,Algún campo sin dato,1,16ffc345c306ef23822a31ceb5c818f7566b52d046013d706f00451178d207de,25/06/2023 23:28:40,ESCANER
6726,"Chimaltenango",3,"Parramos",14,722,400,4,0,40,1,8,33,4,0,2,1,1,0,0,1,15,29,5,1,14,3,1,2,6,1,25,10,207,32,10,249,152,401,--,401,152,207,249,401,Algún campo sin dato,1,8223521db838742af2a69b2f0ac30b265c012cd4a83f4bdd0f82a557fb69f96b,25/06/2023 23:19:53,ESCANER
6727,"Chimaltenango",3,"Parramos",14,722,400,3,1,70,1,6,28,8,0,7,1,2,0,0,2,14,14,2,3,7,3,0,4,10,4,48,10,248,27,10,285,0,285,--,400,115,248,285,285,Algún campo sin dato,1,d65dabf8468a1f3efd7133f0cb550000fde2c974998dfc93034c1b6e1404241b,26/06/2023 00:37:06,ESCANER
6728,"Chimaltenango",3,"Parramos",14,722,400,1,0,81,0,0,29,8,1,2,0,2,0,0,1,19,13,3,0,8,1,2,3,11,6,53,9,259,31,11,301,0,301,--,400,99,253,295,295,Sumas Asentadas sin cuadrar,1,7f46addd35dfe947b336262d7dcd5a175bff70205cfa757d271b6671901f28b3,26/06/2023 03:32:37,ESCANER
6729,"Chimaltenango",3,"Parramos",14,722,284,1,0,33,0,4,23,3,1,2,0,2,0,1,0,15,15,4,1,7,1,0,3,8,0,28,8,160,13,10,183,0,183,--,284,101,160,183,183,Algún campo sin dato,1,1bb3cd2b1c63af1d27c9a2a387e1e46f675f62218babb4919c34cfc523be47ea,25/06/2023 23:16:29,ESCANER
6730,"Chimaltenango",3,"Parramos",14,722,283,1,1,24,1,5,26,5,1,3,0,0,0,1,1,6,16,5,1,7,0,0,3,1,1,18,6,133,22,5,160,0,160,--,283,123,133,160,160,Algún campo sin dato,1,081957d65536a49e5e5c80ccab873ebfd81df540ce60a578fd5f8effc1311e98,25/06/2023 23:35:53,ESCANER
6731,"Chimaltenango",3,"Zaragoza",15,723,400,5,15,22,2,17,4,2,4,2,0,2,1,4,0,32,34,4,1,21,8,1,11,6,3,11,5,217,44,24,285,0,285,0,408,123,217,285,285,,1,b7e06a8ebc62a7d45a51d8716489ab4c133f3170804e4e00119bcac08fc3ec52,26/06/2023 01:45:23,ESCANER
6732,"Chimaltenango",3,"Zaragoza",15,723,400,2,15,20,4,17,15,0,0,2,0,2,1,1,2,22,27,9,0,9,7,0,17,7,3,15,14,211,52,20,283,0,283,0,400,117,211,283,283,,1,aabbfa965457c9e80a17302a318e2670351ecfcbddb4c8b86900840d1afe83da,26/06/2023 01:16:00,ESCANER
6733,"Chimaltenango",3,"Zaragoza",15,723,400,2,11,32,3,2,16,2,4,2,1,4,4,0,4,37,29,9,3,23,6,2,12,4,5,5,7,229,44,20,293,0,293,0,400,107,229,293,293,,1,86bf17d10c6a524dae58b8bbb68d78b475e120e7d2472242154810d27f6647ad,26/06/2023 01:52:11,ESCANER
6734,"Chimaltenango",3,"Zaragoza",15,723,400,1,17,20,3,1,19,1,6,3,0,0,3,1,0,25,36,6,2,24,8,1,8,6,4,12,6,213,30,20,263,0,263,0,400,137,213,263,263,,1,9b825d96ee8d8f27c7ff4501a1e1f5f89b3253aeb8bb44d94909fc69c58f2707,26/06/2023 00:47:03,ESCANER
6735,"Chimaltenango",3,"Zaragoza",15,723,400,1,13,27,5,9,15,1,2,4,1,2,0,1,2,22,37,2,2,23,2,1,12,7,4,19,5,219,38,24,281,1,282,--,--,--,219,281,282,Algún campo sin dato,1,346c360a06cb112bd0bf4b25fffee4d253131c0813fe261556116a41c0124a69,26/06/2023 04:45:40,ESCANER
6736,"Chimaltenango",3,"Zaragoza",15,723,400,1,8,25,5,5,12,4,0,3,0,2,3,0,1,28,34,8,1,18,5,1,13,5,4,6,11,203,41,14,258,0,258,0,0,0,203,258,258,,1,75ad7359c59135e77e175bbd73c4f9cf5d216d6d20dbc64e46ee699aecc9b0cf,25/06/2023 23:50:21,ESCANER
6737,"Chimaltenango",3,"Zaragoza",15,723,400,3,15,17,5,6,9,0,4,1,0,1,1,2,4,25,38,7,1,17,5,0,17,7,4,13,4,206,40,18,264,0,264,0,400,136,206,264,264,,1,f0bf2048bfe7384fe49415721bdd3e76648c0b38175de7c38cdbd3ac60c40152,26/06/2023 00:52:14,ESCANER
6738,"Chimaltenango",3,"Zaragoza",15,723,400,2,20,21,5,7,14,3,6,2,0,1,3,4,2,33,17,11,8,27,6,3,14,8,3,8,5,233,49,14,296,0,296,0,400,104,233,296,296,,1,494f9402134100185c225a115d5c38bf41d9b119c636b4b789e8fb053d1d008a,25/06/2023 23:43:53,ESCANER
6739,"Chimaltenango",3,"Zaragoza",15,724,400,2,18,18,1,6,16,0,4,4,0,2,3,1,2,25,26,10,2,21,2,2,19,14,2,14,9,223,50,25,298,0,298,--,400,102,223,298,298,Algún campo sin dato,1,d4e1bbae575c4a11f602b4cdb25f10602bb25606eff41ab303ee8d52325ecf8e,26/06/2023 02:29:07,ESCANER
6740,"Chimaltenango",3,"Zaragoza",15,724,400,2,20,22,5,3,22,2,7,7,0,3,1,2,1,20,28,8,1,13,9,1,16,6,0,8,11,218,33,24,275,0,275,0,--,--,218,275,275,Algún campo sin dato,1,9283a096fe8ef77c8b6d33b1fd1d7c12527af2b10162c8ecb946226f955975b5,25/06/2023 23:18:16,ESCANER
6741,"Chimaltenango",3,"Zaragoza",15,724,400,1,8,29,3,8,13,3,6,1,0,2,4,1,3,25,37,8,2,34,10,1,17,8,6,6,7,243,28,22,293,0,293,0,404,111,243,293,293,,1,a4c082efc712fdb57957ef7b32e6ddf4a3065b7c69e3bb000643cc8661c8b348,26/06/2023 01:37:28,ESCANER
6742,"Chimaltenango",3,"Zaragoza",15,724,400,3,9,22,3,4,10,1,4,1,0,2,2,0,2,21,45,7,1,30,9,2,19,10,2,9,11,229,46,23,298,0,298,0,400,102,229,298,298,,1,c5ac86748f03d46eeb8d6e0eff5560112cc72bd5d9824e165ca38eb34fa7a6c1,26/06/2023 01:09:28,ESCANER
6743,"Chimaltenango",3,"Zaragoza",15,724,400,2,9,26,2,5,16,1,2,3,1,2,1,1,0,26,25,11,0,24,0,0,26,4,5,15,5,212,31,20,263,51,263,0,400,137,212,263,314,Sumas Asentadas sin cuadrar,1,94efbcca82b1796910bef0042ec3b43273629aed87bd73731c53fbfc2efbcc19,26/06/2023 00:15:50,ESCANER
6744,"Chimaltenango",3,"Zaragoza",15,724,400,4,9,17,3,10,11,1,4,4,0,0,2,3,4,18,26,7,3,19,3,1,20,9,2,15,12,207,30,15,252,0,252,0,400,148,207,252,252,,1,e03edb681dcd39674d6b87d8b66df6f6342a22731228571e8c49c23d45832f04,26/06/2023 00:24:44,ESCANER
6745,"Chimaltenango",3,"Zaragoza",15,724,400,1,4,18,5,8,8,1,6,2,1,2,1,1,1,24,19,7,--,20,3,1,17,7,2,17,6,182,41,19,242,0,242,0,400,158,182,242,242,Algún campo sin dato,1,a0ee6699a22f7c9d1ea5049c6e53ff140cee495f6a4326b54cf419b79b9dd977,26/06/2023 02:41:51,ESCANER
6746,"Chimaltenango",3,"Zaragoza",15,725,400,5,12,19,7,13,11,1,3,3,2,2,0,1,2,22,28,4,1,25,6,0,16,6,3,18,9,219,39,15,273,0,273,0,--,--,219,273,273,Algún campo sin dato,1,6dc7ecb2734c12013957f3ba2afdffbc1a52704a03e44b7d082dedd42d47c7b1,26/06/2023 00:19:39,ESCANER
6747,"Chimaltenango",3,"Zaragoza",15,725,400,2,21,17,5,12,13,1,3,6,0,2,0,1,1,25,18,8,1,13,2,0,20,11,1,18,7,208,45,18,271,0,271,0,400,129,208,271,271,,1,e1b4a22b87da05fa4c3ea66e8a362a02531d24a0e88c95f0503766acc94086d6,26/06/2023 03:00:06,ESCANER
6748,"Chimaltenango",3,"Zaragoza",15,725,400,--,17,12,4,13,9,0,5,1,0,4,0,2,4,23,26,4,4,21,4,0,22,4,3,11,9,202,50,14,266,0,266,0,400,134,202,266,266,Algún campo sin dato,1,354af660ad312ffe6a8ef680c8f3a8bcf223557e92914b1c846a3ff58e26b9fc,26/06/2023 02:03:55,ESCANER
6749,"Chimaltenango",3,"Zaragoza",15,725,400,1,14,22,1,6,8,0,4,3,1,1,1,0,4,22,30,10,3,19,5,4,17,9,3,17,7,212,37,17,266,0,266,0,400,134,212,266,266,,1,afca2efbc3390047c2aab25b0124efeeb9b5d3e57333163b0d5380c62163ba1f,26/06/2023 00:24:10,ESCANER
6750,"Chimaltenango",3,"Zaragoza",15,725,400,1,16,21,3,10,10,2,3,2,0,0,0,1,2,21,30,2,0,16,3,0,14,10,2,19,12,200,33,19,252,0,252,0,401,149,200,252,252,,1,05dde5a90f79458af049455ad2fb16e624a7d2426f52551e9a89a89eb50aa654,26/06/2023 00:03:20,ESCANER
6751,"Chimaltenango",3,"Zaragoza",15,725,400,1,12,35,6,4,21,0,0,6,2,2,1,0,3,34,30,4,0,17,4,0,25,5,3,25,6,246,26,5,277,0,277,0,400,123,246,277,277,,1,27868a8928d39d378fd6887d343d4dd7fe66fd092ea3d306cb931b27bee3c19d,26/06/2023 01:58:12,ESCANER
6752,"Chimaltenango",3,"Zaragoza",15,725,400,5,9,27,1,8,9,2,5,3,0,0,0,0,1,24,37,5,1,23,4,1,13,6,5,22,6,217,30,6,253,0,253,0,399,146,217,253,253,,1,b18674471fcb1764d04a17556ab62cce441a5292406fca4a17e10488ccedab6e,26/06/2023 01:34:57,ESCANER
6753,"Chimaltenango",3,"Zaragoza",15,725,400,3,10,17,4,30,9,2,2,3,0,0,0,2,0,15,19,3,0,13,3,1,15,5,1,43,11,211,28,2,241,0,241,--,400,159,211,241,241,Algún campo sin dato,1,2c9055a0508966579e8d2178d78afbb611f5be527180bede39c660ebb9ea0e46,26/06/2023 03:06:15,ESCANER
6754,"Chimaltenango",3,"Zaragoza",15,725,400,2,18,10,3,5,12,4,4,2,1,1,0,1,0,23,28,2,1,16,6,2,35,5,5,32,11,229,25,10,264,0,264,0,396,132,229,264,264,,1,7b7c2953cd5db2a076d65a6ff905b91a28758aaf756e40e95250c85c70ebe811,26/06/2023 02:55:57,ESCANER
6755,"Chimaltenango",3,"Zaragoza",15,725,400,2,14,16,3,8,12,0,3,3,0,1,1,0,2,32,26,8,0,17,4,2,25,4,1,33,8,225,42,8,275,0,275,0,400,125,225,275,275,,1,5964fcb1f1185c30630e58d715abcd95fa41d38a86ee87831d20cade5f0871eb,26/06/2023 00:31:45,ESCANER
6756,"Chimaltenango",3,"Zaragoza",15,726,221,0,5,2,1,11,3,0,3,0,1,0,0,0,0,16,13,3,0,8,0,0,15,3,0,12,3,99,17,3,119,0,119,--,221,102,99,119,119,Algún campo sin dato,1,0ed490d7838f353a6d35614b10e026af2ae49ddd3a78273af2d693c94f374f1a,26/06/2023 00:16:01,ESCANER
6757,"Chimaltenango",3,"Zaragoza",15,726,220,1,4,6,0,3,5,0,2,1,0,0,0,2,0,10,13,2,0,5,1,0,9,1,3,6,3,77,18,10,105,0,105,0,220,115,77,105,105,,1,787dd03bf98ec0ffdad5f0b48ce1649ea3f250bee8ea518a283f765571583008,25/06/2023 23:15:34,ESCANER
6758,"Chimaltenango",3,"Zaragoza",15,727,380,0,8,25,0,0,84,0,3,4,0,1,0,0,0,29,10,8,0,8,0,1,8,2,0,2,3,196,28,28,252,0,252,--,381,129,196,252,252,Algún campo sin dato,1,491529a7eed76ee0bdb7c1b7c9d34472af3ad8b070e7006cdb3bea8c273ac428,26/06/2023 00:24:45,ESCANER
6759,"Chimaltenango",3,"Zaragoza",15,727,376,1,3,21,1,3,83,0,2,2,0,0,0,1,2,34,5,3,3,15,2,0,5,5,0,3,5,199,14,23,236,0,236,--,376,140,199,236,236,Algún campo sin dato,1,343e8475ceb460dd0f8c3f2603d6534a2e37ce7f0d9e9a587357df90fd5ba164,25/06/2023 22:50:14,ESCANER
6760,"Chimaltenango",3,"Zaragoza",15,727,375,3,2,15,1,2,56,4,3,3,0,2,2,0,0,34,3,8,0,13,0,0,7,6,1,6,3,174,24,19,217,0,217,0,375,158,174,217,217,,1,1e7180d7ad6af2c93c83aefc3323a2aa509ef98bf052ba6023cbdf4016264764,26/06/2023 01:36:26,ESCANER
6761,"Chimaltenango",3,"Zaragoza",15,728,380,4,7,17,2,25,25,0,5,6,0,5,1,0,1,22,19,4,1,13,1,0,1,5,5,12,3,184,19,28,231,0,231,0,381,150,184,231,231,,1,045c9602358640fb8be8da2af6ad7c32f9a8f870ac484b7b4ff755cbbe481be6,26/06/2023 01:27:21,ESCANER
6762,"Chimaltenango",3,"Zaragoza",15,728,380,1,6,26,1,33,24,0,1,14,0,4,2,1,4,18,10,7,1,9,4,2,0,8,2,23,4,205,32,11,248,0,248,--,378,124,205,248,248,Algún campo sin dato,1,90966fa63d79bf8e68442edd30a599f45403a218e84f01a20c3d8639a3ac34de,26/06/2023 03:38:57,ESCANER
6763,"Chimaltenango",3,"Zaragoza",15,728,380,1,7,44,0,28,23,1,1,6,0,1,0,0,1,19,39,8,3,14,2,0,1,8,2,7,5,221,30,36,287,0,287,--,375,90,221,287,287,Algún campo sin dato,1,d6a6e56eca60cc951e808190dea177c86f9fbb94b082f108ff3a6e669c8950a8,26/06/2023 04:07:13,ESCANER
6764,"Chimaltenango",3,"Zaragoza",15,728,380,3,1,20,0,18,22,0,1,6,0,2,2,3,2,25,18,3,5,14,4,0,2,1,1,16,4,173,28,17,218,0,218,0,377,158,173,218,218,,1,1fee5bf1c4ebf53c62a9ae3a69f78b13725f66381436e43b826afa955d763f22,26/06/2023 02:18:44,ESCANER
