TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
877,877,100.0000,875,99.7719,2,324499,174813,53.8716

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,PHG,TODOS,VALOR UNIONISTA,CABAL,UNE,URNG-MAIZ WINAQ,VAMOS,PIN,ELEFANTE,PPN,MLP,AZUL,BIEN,VICTORIA,UR,P A N,PODEMOS,MI FAMILIA,CAMBIO,FCN-NACION,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
20769,"Petén",17,"Dolores",8,3229,400,5,0,0,86,2,13,1,38,0,1,12,2,0,1,0,0,0,0,1,0,0,0,162,32,32,226,0,226,--,400,174,162,226,226,Algún campo sin dato,1,87383606c2a00e588e3ed5cf5e17307d641c6b1de7ced00b0a6cc61f26531751,26/06/2023 00:31:07,ESCANER
20770,"Petén",17,"Dolores",8,3229,400,6,1,0,112,0,11,1,37,1,0,14,1,0,3,2,1,0,0,0,3,0,4,197,23,19,239,0,239,--,400,161,197,239,239,Algún campo sin dato,1,4354df0a408011f248cd90322d8c09beff189431008eba09807319ff0bb17995,26/06/2023 01:36:38,ESCANER
20771,"Petén",17,"Dolores",8,3229,400,13,0,0,96,2,13,1,57,0,1,11,2,0,2,0,3,0,0,0,3,0,1,205,16,19,240,0,240,--,400,160,205,240,240,Algún campo sin dato,1,1a266bb0c354e31cd5266d20003a8291a59d4ab3fafca20b89b1559e1d9fbac8,25/06/2023 22:28:22,ESCANER
20772,"Petén",17,"Dolores",8,3229,264,3,0,1,67,1,13,0,32,0,0,9,1,0,0,0,0,0,0,0,1,0,1,129,12,15,156,0,156,--,264,108,129,156,156,Algún campo sin dato,1,72207cf77dd95c6937d8eebc5189cb495e2ecd516a1c34b4e49628235f830810,26/06/2023 00:09:46,ESCANER
20773,"Petén",17,"Dolores",8,3229,263,4,0,0,56,1,4,2,28,0,0,13,4,0,1,1,0,1,0,0,1,0,0,116,22,15,153,0,153,0,263,110,116,153,153,,1,77f26d8206b7d3035d19a7c326ca7abb7320df332de5a4b0db47d21473d8639c,25/06/2023 23:11:14,ESCANER
20774,"Petén",17,"Dolores",8,3230,380,31,0,2,49,3,12,4,29,0,0,2,1,0,1,3,0,0,2,1,6,2,3,151,33,32,216,0,216,--,380,164,151,216,216,Algún campo sin dato,1,a020c7cf62c5fd2bd662041ac72f67b9aa2ccb92be9fa22e85c6896db5883cca,26/06/2023 01:49:15,ESCANER
20775,"Petén",17,"Dolores",8,3230,380,23,2,0,51,5,8,0,19,0,0,3,2,0,3,0,0,0,1,2,5,0,3,195,32,36,263,0,195,--,380,185,127,195,195,Sumas Asentadas sin cuadrar,1,89f94ea8e2b497028ab658b38daca0f83c02fd8ed260d62c2ba4d5d530541705,26/06/2023 01:12:11,ESCANER
20776,"Petén",17,"Dolores",8,3230,303,21,0,1,46,1,7,1,23,0,1,1,2,0,1,0,0,0,1,0,1,0,1,108,22,13,143,0,143,--,303,160,108,143,143,Algún campo sin dato,1,1ebf7dcf74cbff521f7fc31b12045d55dae5f5991d4a1f53e5384f970daabcda,26/06/2023 01:30:05,ESCANER
20777,"Petén",17,"Dolores",8,3230,302,32,0,0,47,3,10,1,13,0,0,1,0,0,1,0,1,0,0,0,3,1,6,119,19,6,144,0,144,--,303,159,119,144,144,Algún campo sin dato,1,3dcdce8b2a3c37b481a0d757892d47f1fb1058b4d469f106044d26bea8377b08,26/06/2023 01:26:19,ESCANER
20778,"Petén",17,"Dolores",8,3231,380,16,0,1,48,2,12,0,41,0,0,0,2,1,1,1,0,2,0,1,1,0,0,129,30,40,199,0,199,0,380,151,129,199,199,,1,f132bdd234c3efde4d7b49094853065a669dd01779b738e15300c2a4fc5bae4b,26/06/2023 00:52:55,ESCANER
20779,"Petén",17,"Dolores",8,3231,380,16,1,1,61,2,9,1,42,0,0,5,0,1,1,2,1,0,0,0,1,0,2,146,37,48,231,1,232,0,380,148,146,231,232,,1,388f1ae9546986a152b62b1c45e4c71bed939024c6bbd5f75245882c053e4265,26/06/2023 01:50:49,ESCANER
20780,"Petén",17,"Dolores",8,3231,380,21,0,0,80,1,20,0,17,0,0,8,0,1,8,0,0,0,2,0,1,0,1,160,38,29,227,1,228,1,380,152,160,227,228,,1,bdfe1279e085eee7761106de0bfcbd8182fd4af30496b0d36c893d396395abd9,26/06/2023 01:20:34,ESCANER
20781,"Petén",17,"Dolores",8,3231,380,14,1,0,74,2,6,0,22,0,0,0,0,0,3,0,0,0,0,0,2,0,3,127,21,25,173,3,176,3,380,201,127,173,176,,1,d9032a16dd129f3824680a30ad9e6ae82992a9ca8fc1361458cd6bf34985f63e,26/06/2023 00:59:30,ESCANER
20782,"Petén",17,"Dolores",8,3231,380,10,3,0,64,1,8,2,31,1,0,7,1,1,0,0,0,0,0,0,0,0,1,130,23,35,188,0,188,0,380,192,130,188,188,,1,ec285ab66fc4f00bb309fa47447da426e96cb3a65897dbd69fbefb83312c8778,26/06/2023 00:05:54,ESCANER
20783,"Petén",17,"Dolores",8,3231,380,16,0,1,51,1,6,2,25,0,1,3,1,1,1,0,0,0,0,0,1,0,2,112,31,22,165,1,166,1,380,214,112,165,166,,1,132244528bc5a95b12b5ca3437458a5640485b8840b73c3d521fbd0fe543b137,26/06/2023 01:09:52,ESCANER
20784,"Petén",17,"Dolores",8,3231,380,21,2,0,71,0,13,1,22,0,0,2,0,1,6,2,1,0,0,0,0,0,7,149,13,25,187,1,188,1,380,192,149,187,188,,1,fd1af5930b0a34da9996d54d03b4920ce283a8fc51ebffad8633d038e08c6fa3,26/06/2023 01:24:17,ESCANER
20785,"Petén",17,"Dolores",8,3231,242,11,0,0,49,0,5,0,16,0,1,2,3,0,2,0,0,0,0,0,0,1,1,91,15,11,117,0,117,0,242,125,91,117,117,,1,874296b4bf2e8654e76c8f10400e65c13d184fff5905b9208c5943bd95438aad,26/06/2023 01:53:49,ESCANER
20786,"Petén",17,"Dolores",8,3231,241,1,1,0,33,0,5,0,11,0,1,2,0,0,0,0,0,0,0,1,0,0,0,55,17,10,82,0,82,0,241,159,55,82,82,,1,7f921172f7c3844802e490f201afb0c0713041149aa9440b2ed510069e03b5df,25/06/2023 22:47:31,ESCANER
20787,"Petén",17,"Dolores",8,3232,534,3,0,0,20,1,6,1,5,0,0,2,0,0,0,0,0,1,0,0,0,0,4,43,13,8,64,0,64,--,534,470,43,64,64,Algún campo sin dato,1,587f27c5b5d87a336aeff671892c3c7e1daf7a83d55e3819f7bf2beb705d80f2,25/06/2023 22:44:45,ESCANER
20788,"Petén",17,"Dolores",8,3232,533,0,1,0,13,1,2,0,4,0,0,2,1,0,1,0,0,0,0,2,0,0,2,29,6,3,38,0,38,--,533,495,29,38,38,Algún campo sin dato,1,34f658787088875bf487194e4253c6c477437fc1a4a0d9a5cccc6c0b211f8ddd,25/06/2023 23:10:04,ESCANER
20789,"Petén",17,"San Luis",9,3233,400,44,1,1,7,27,20,5,38,0,0,13,4,3,2,0,0,0,1,1,13,0,6,186,34,21,241,0,241,--,400,159,186,241,241,Algún campo sin dato,1,0169c2d5b422e7d80e8f1a6e3c3e407a9466fa7955e0d4a5a44ad68c9744b63f,25/06/2023 22:57:12,ESCANER
20790,"Petén",17,"San Luis",9,3233,400,34,0,0,6,41,17,2,50,0,0,11,9,3,1,0,0,1,1,0,15,0,0,191,41,28,260,0,260,--,400,140,191,260,260,Algún campo sin dato,1,399cf3b2ad7e0bb39ebaf33d486e69f9c523cc6558c75650adc7ef23902f1cb8,25/06/2023 23:38:53,ESCANER
20791,"Petén",17,"San Luis",9,3233,400,44,1,1,6,27,17,3,34,0,0,8,5,6,2,2,0,0,0,0,9,0,5,170,56,25,251,0,251,--,400,149,170,251,251,Algún campo sin dato,1,de71b8cbb6cb5d535f9888d8cc46fb7778a636ac79e3dc2ae0fa778279fa00a0,26/06/2023 00:23:45,ESCANER
20792,"Petén",17,"San Luis",9,3233,400,46,0,0,8,35,6,4,30,0,1,11,4,5,0,0,1,0,0,0,20,0,1,172,64,22,258,0,258,--,400,142,172,258,258,Algún campo sin dato,1,889763621afa1ac343557e14751326c8589c88fce2c9e1e372aca07531143876,25/06/2023 23:26:14,ESCANER
20793,"Petén",17,"San Luis",9,3233,400,46,0,1,9,34,10,2,32,0,0,16,7,4,2,1,0,0,0,2,31,0,3,200,49,24,273,0,273,--,400,127,200,273,273,Algún campo sin dato,1,18bf77114f3cd8efc97999523e1f0a0e007bd2cb0985903e5e5350f4c729ee98,26/06/2023 00:39:45,ESCANER
20794,"Petén",17,"San Luis",9,3233,400,44,2,1,6,33,9,6,25,0,0,17,5,5,2,0,1,0,1,0,22,0,4,183,46,15,244,0,244,--,400,156,183,244,244,Algún campo sin dato,1,4af69a5fdd94a74137f54d841854ecf6203dd4fe60509a728fc05a5a2a5a5008,26/06/2023 00:07:29,ESCANER
20795,"Petén",17,"San Luis",9,3233,400,37,0,0,5,23,12,1,32,0,1,16,8,9,6,0,0,0,1,0,14,0,4,169,42,11,222,0,222,--,400,178,169,222,222,Algún campo sin dato,1,2cc8f3b7fd9d6f21e65deb62750ab93def2f8435c1416c3b7d90c96180b732db,26/06/2023 01:28:45,ESCANER
20796,"Petén",17,"San Luis",9,3233,400,24,1,0,8,21,11,1,29,0,0,12,13,7,2,2,1,0,0,0,12,0,5,149,45,16,210,0,210,--,400,190,149,210,210,Algún campo sin dato,1,c136662f8784f075389081916dc794686079ac7007df8552c30d77868b9aa977,26/06/2023 00:14:53,ESCANER
20797,"Petén",17,"San Luis",9,3233,400,33,1,1,6,23,17,3,22,1,0,11,4,7,3,0,0,0,0,0,18,0,4,154,55,17,226,0,226,--,400,174,154,226,226,Algún campo sin dato,1,dde7977fb3220330507dbd32735e6b9c9b36549a130e6a4f436f7ab876caf383,26/06/2023 00:30:43,ESCANER
20798,"Petén",17,"San Luis",9,3234,400,44,0,3,5,25,18,2,29,0,0,7,6,3,4,1,1,0,0,0,14,0,9,171,35,10,216,8,224,--,400,176,171,216,224,Algún campo sin dato,1,2911a11e1fdf5c227270021ae85790c328e003417feb595b3e4021fe2c106c63,26/06/2023 00:16:33,ESCANER
20799,"Petén",17,"San Luis",9,3234,400,35,0,2,5,26,19,0,32,0,0,7,7,2,1,1,0,0,0,0,19,0,1,157,37,21,215,0,215,--,400,185,157,215,215,Algún campo sin dato,1,7b5ec493d9ebf7b3034a4b5f058b3d277790bee669803bf63ab2349337a6d59f,26/06/2023 01:32:37,ESCANER
20800,"Petén",17,"San Luis",9,3234,400,38,0,1,8,31,7,5,25,1,0,8,4,8,1,3,0,0,0,0,16,0,11,167,38,4,209,0,209,--,400,191,167,209,209,Algún campo sin dato,1,1a38091759b846c141398246bea5533bb92ff61aaa9efc7fc5851257208a77fe,25/06/2023 23:54:46,ESCANER
20801,"Petén",17,"San Luis",9,3234,400,30,0,0,7,31,20,1,36,5,0,13,9,4,4,0,0,0,1,0,11,0,11,183,43,6,232,0,232,--,400,168,183,232,232,Algún campo sin dato,1,e400428c6b9a75df867d3e518bc7087f8eda5f8bdc84de4c8580fefa9c4391c3,26/06/2023 00:43:43,ESCANER
20802,"Petén",17,"San Luis",9,3234,308,27,0,1,6,19,10,2,17,0,0,12,3,1,5,1,0,0,0,0,6,0,13,123,26,3,152,0,152,--,308,156,123,152,152,Algún campo sin dato,1,dc27381bac38834055710b03312c78a42f898126a29cfeaf3c25f547d31c6207,25/06/2023 23:33:50,ESCANER
20803,"Petén",17,"San Luis",9,3234,307,10,2,1,4,19,9,2,17,0,0,7,5,2,3,0,0,0,0,0,9,0,9,99,23,10,132,0,132,--,304,172,99,132,132,Algún campo sin dato,1,2388e90157eb7bcc82c4cf668aec02412d86ec0079a809729426ee12ead6d5b3,25/06/2023 23:47:02,ESCANER
20804,"Petén",17,"San Luis",9,3235,285,21,0,1,2,47,17,0,34,0,1,12,3,1,1,1,0,0,1,0,7,0,2,151,41,24,216,0,216,--,285,69,151,216,216,Algún campo sin dato,1,66d0fe8c93cd67abb76f35713a884b4c111c1ad62fe8a7ce4e8ae920fd26fa09,26/06/2023 00:26:35,ESCANER
20805,"Petén",17,"San Luis",9,3235,285,17,0,2,4,37,15,2,44,0,1,9,0,0,1,0,1,0,0,0,8,0,0,141,36,15,192,0,192,--,285,93,141,192,192,Algún campo sin dato,1,7e778fda9cdd0655c3e373a74badb4a7775b54ef02c0c110b5731643c6150059,26/06/2023 00:33:58,ESCANER
20806,"Petén",17,"San Luis",9,3236,400,43,0,0,3,27,25,0,29,1,0,12,5,1,2,1,5,0,1,1,8,1,0,165,48,28,241,0,241,--,400,159,165,241,241,Algún campo sin dato,1,668ee5c2df864d5e7fb5942d26d814fc1a2f7c4f2b806596c7c2d8bfde9c8ac1,25/06/2023 23:20:34,ESCANER
20807,"Petén",17,"San Luis",9,3236,400,48,1,0,3,28,40,0,25,0,0,7,0,2,1,1,0,1,0,0,6,1,0,164,63,21,248,0,248,--,400,152,164,248,248,Algún campo sin dato,1,cabefa57e5dd14538f3728dd3661543fd1b87ba909753b0587238926f3c0d6e8,26/06/2023 01:30:07,ESCANER
20808,"Petén",17,"San Luis",9,3236,400,40,0,0,2,26,35,2,33,0,0,9,1,4,3,1,3,1,0,1,8,4,3,176,51,28,255,0,255,--,400,145,176,255,255,Algún campo sin dato,1,5c9aaa1ee40d7cf84be64d1d192c425db0b5e56bd78726031591729f835ce63b,26/06/2023 01:39:53,ESCANER
20809,"Petén",17,"San Luis",9,3236,400,32,1,1,2,28,23,1,35,0,0,12,4,1,1,0,5,0,0,0,7,2,1,156,39,15,210,0,210,--,400,190,156,210,210,Algún campo sin dato,1,703a5602716174ea068e903be9cfa4bab2138bf4cd2d75d5f89fc440e4d36d80,26/06/2023 01:46:55,ESCANER
20810,"Petén",17,"San Luis",9,3236,400,37,2,1,3,24,29,3,20,1,0,8,5,1,1,0,6,0,0,0,7,1,3,152,44,29,225,0,225,--,400,175,152,225,225,Algún campo sin dato,1,1a655e06806690745a243699147f48b0ee8e75738b318594a78b7209af6bc882,25/06/2023 23:52:49,ESCANER
20811,"Petén",17,"San Luis",9,3236,400,40,0,1,4,18,26,1,21,0,0,8,10,2,1,1,3,1,0,1,6,1,1,146,35,21,202,0,202,--,400,198,146,202,202,Algún campo sin dato,1,de5387c3371fc1eeb71ecbc29f001b212ebdb8a028601f2f0445f55fccd7554e,26/06/2023 01:01:43,ESCANER
20812,"Petén",17,"San Luis",9,3236,392,30,2,2,3,14,20,0,21,2,1,11,6,1,1,0,3,0,0,0,6,0,7,130,44,13,187,0,187,--,392,205,130,187,187,Algún campo sin dato,1,ca4382004707332fd8ddcec5597be88d0bb214afb6d95ec9bcf0425d2707d785,26/06/2023 00:52:46,ESCANER
20813,"Petén",17,"San Luis",9,3236,392,35,0,0,4,22,32,0,18,0,2,24,7,1,4,1,10,0,0,0,10,0,4,174,28,12,214,0,214,--,389,175,174,214,214,Algún campo sin dato,1,d03d19ffc3b72ad93b575bd3750928ba89429c7a2442c8db9f0d407e580a7801,26/06/2023 01:53:49,ESCANER
20814,"Petén",17,"San Luis",9,3237,380,28,0,0,2,56,17,1,41,0,0,2,15,5,0,0,1,0,0,1,0,0,2,171,34,13,218,0,218,--,380,162,171,218,218,Algún campo sin dato,1,f764d27cc5c16adf16d4d34a57543d3f3de5920662dee0ca9dc3f4eadec31879,25/06/2023 23:32:56,ESCANER
20815,"Petén",17,"San Luis",9,3237,380,26,0,1,4,51,19,2,43,1,0,2,17,5,2,0,0,1,0,1,2,0,1,178,25,22,225,2,227,--,380,153,178,225,227,Algún campo sin dato,1,1dff32f29278acac52128575c72d516ba077042665631f65f3fa8f4ad5496522,26/06/2023 00:30:56,ESCANER
20816,"Petén",17,"San Luis",9,3237,380,41,0,2,2,33,22,2,41,1,1,4,11,5,3,0,0,0,0,1,1,0,2,172,35,23,230,0,230,--,380,150,172,230,230,Algún campo sin dato,1,7d709243e8f7ba6115ed924ffd85171e7fde07012d2e226b80b715e4a161951e,26/06/2023 01:37:42,ESCANER
20817,"Petén",17,"San Luis",9,3237,380,28,1,1,3,35,10,1,41,0,0,2,33,3,1,1,0,0,1,0,3,--,2,--,28,18,212,0,212,--,381,169,166,212,212,Algún campo sin dato,1,1a82d04739bd756e7746e17b616ea5c96aa6edc3bde45873916ac7130585ad2d,25/06/2023 23:48:22,ESCANER
20818,"Petén",17,"San Luis",9,3237,380,33,0,0,4,37,9,3,40,0,0,3,30,3,2,0,0,2,1,0,2,0,1,170,25,21,216,0,216,--,380,164,170,216,216,Algún campo sin dato,1,87a9b1f815b121dd5635a13f4fb1573570b91a4f3a186b62ca5dd9409a71baa5,26/06/2023 00:55:23,ESCANER
20819,"Petén",17,"San Luis",9,3237,380,20,0,0,2,37,15,0,32,0,0,4,8,1,1,1,0,0,0,0,3,1,0,125,28,8,161,2,163,--,380,217,125,161,163,Algún campo sin dato,1,7159182b4720152192587be7f6c8780db6882d8a6eea92505451a09f6912acda,26/06/2023 00:31:19,ESCANER
20820,"Petén",17,"San Luis",9,3237,380,19,0,0,0,36,9,0,31,0,0,5,23,5,0,0,0,0,0,0,3,0,1,132,32,12,176,0,176,--,379,203,132,176,176,Algún campo sin dato,1,7a48e6aad4d0f3d058300885be8ccccd0ebb914cb75a5002de4f1a3d2b126057,25/06/2023 23:25:32,ESCANER
20821,"Petén",17,"San Luis",9,3237,380,23,1,0,2,35,11,0,31,0,1,1,13,5,1,0,0,0,0,0,1,0,2,127,31,9,167,3,170,--,380,210,127,167,170,Algún campo sin dato,1,a3e5294ef4bab8ff8e4136a919ece63b69e5ad4da8c8731f7dc6f38cdd262562,25/06/2023 23:16:19,ESCANER
20822,"Petén",17,"San Luis",9,3237,380,22,0,0,3,39,8,1,30,0,1,6,17,2,2,1,1,1,0,0,2,0,4,140,28,11,179,0,179,--,377,198,140,179,179,Algún campo sin dato,1,8012a1ed3854f79c7f49f3619b606cbe12c91dd04584e5063ef79bd9f4d66d80,26/06/2023 01:09:22,ESCANER
20823,"Petén",17,"San Luis",9,3237,323,27,0,0,1,34,12,1,32,3,0,3,20,2,4,0,0,0,0,0,1,0,2,142,17,10,169,0,169,--,323,154,142,169,169,Algún campo sin dato,1,295a543256f27647ee9398da7c56d5eb019ad780bb3f68a56f866e0732fd6cb6,26/06/2023 02:14:04,ESCANER
20824,"Petén",17,"San Luis",9,3237,323,13,0,0,5,29,8,0,28,0,1,2,5,2,0,0,0,0,0,0,1,0,2,96,14,14,124,0,124,--,--,--,96,124,124,Algún campo sin dato,1,d86aa3091613a0d653fbdc7e1e23da3d07b46d4e2c56eaeae669db2ffc2fe3a5,25/06/2023 22:50:24,ESCANER
20825,"Petén",17,"San Luis",9,3238,380,18,1,2,4,23,16,3,34,1,1,3,33,0,0,0,0,0,0,0,5,0,2,146,29,19,194,0,194,--,380,186,146,194,194,Algún campo sin dato,1,455260e7deb994592a809e2af6e0f40b36bc2527d1dbff42654f95e246df3c40,26/06/2023 02:23:16,ESCANER
20826,"Petén",17,"San Luis",9,3238,380,27,0,0,3,32,10,4,25,1,1,2,27,2,2,0,1,0,0,0,4,1,1,143,57,18,218,0,218,--,380,162,143,218,218,Algún campo sin dato,1,667f8cfcca3b245c0160e8b133387625176eb9b58083d64ff88cdd07083312a8,26/06/2023 00:27:55,ESCANER
20827,"Petén",17,"San Luis",9,3238,380,13,2,1,5,29,14,5,27,0,2,0,44,1,2,0,0,0,0,0,7,0,3,155,40,15,210,0,210,--,380,170,155,210,210,Algún campo sin dato,1,b834f6878159e5da385c9b164aa0c2c1e02742de00a4ae2f1cb8bb54681e2969,25/06/2023 23:53:33,ESCANER
20828,"Petén",17,"San Luis",9,3238,380,21,0,0,4,34,7,5,20,0,0,4,72,0,1,2,1,0,0,1,4,0,3,179,43,9,231,0,231,--,380,149,179,231,231,Algún campo sin dato,1,f12735fd102905fe18b7be870bba05c6de9bed4626b1226d5e3bb3ae40d703ea,26/06/2023 00:58:26,ESCANER
20829,"Petén",17,"San Luis",9,3238,380,15,2,0,2,25,11,2,40,0,0,3,40,0,2,0,0,1,1,1,6,0,2,153,32,22,207,0,207,--,380,173,153,207,207,Algún campo sin dato,1,d9b27f789a25f0bb7f773435ba48db4a1697ea76e0a63fbd25a4a74893a1d209,26/06/2023 03:28:47,ESCANER
20830,"Petén",17,"San Luis",9,3238,380,19,3,0,3,27,9,4,12,0,1,3,38,1,1,1,1,0,0,1,2,1,3,130,36,17,183,0,183,--,380,197,130,183,183,Algún campo sin dato,1,4805a5c1b24c81b4121e4eddc2db629f16c79b4f228364dc8a1d0ca078ecb043,26/06/2023 03:21:23,ESCANER
20831,"Petén",17,"San Luis",9,3238,380,17,0,2,3,26,13,4,25,0,0,6,29,0,0,1,1,0,0,1,3,0,1,132,33,11,176,4,180,--,380,200,132,176,180,Algún campo sin dato,1,935721663f9389095367e9fd744fc0eb75cb731f5ef8d38a66ec5c6c96bffb16,26/06/2023 02:52:48,ESCANER
20832,"Petén",17,"San Luis",9,3238,380,20,4,0,1,28,6,7,16,0,1,2,19,3,0,2,1,1,0,1,5,0,3,120,35,17,172,0,172,--,380,208,120,172,172,Algún campo sin dato,1,fad9fb5173ab651da413f4e13c0483414e9869510d8c803549e8135e68b71d98,26/06/2023 02:20:31,ESCANER
20833,"Petén",17,"San Luis",9,3238,352,24,0,1,2,13,11,4,24,0,2,7,21,0,2,0,4,0,1,0,4,0,7,127,19,8,154,0,154,--,352,198,127,154,154,Algún campo sin dato,1,f16a42161c7e77da4dea6dcc594eeea3c11dc05c51bba081476d2d3f53b89d04,25/06/2023 23:38:10,ESCANER
20834,"Petén",17,"San Luis",9,3238,351,28,1,0,0,25,0,3,15,0,0,1,27,0,0,0,3,0,0,0,12,0,3,118,30,9,157,0,157,--,351,194,118,157,157,Algún campo sin dato,1,bcf043c089b3e0f0af358d3d906a5bbfdbb959e15899513b213013a671a73c20,26/06/2023 03:01:12,ESCANER
20835,"Petén",17,"San Luis",9,3239,380,10,1,1,7,62,22,2,14,1,0,6,12,0,0,1,1,1,1,0,3,0,0,145,21,10,176,1,177,--,380,203,145,176,177,Algún campo sin dato,1,3dc2416139c5a9eca9ea6c522694e7814cea339c4cc2db4699a2ed9de26bfe31,26/06/2023 06:28:09,ESCANER
20836,"Petén",17,"San Luis",9,3239,380,8,0,0,17,60,15,3,17,0,0,3,12,2,0,0,0,0,0,1,4,0,0,142,24,25,191,0,191,--,364,173,142,191,191,Algún campo sin dato,1,29e044b9be3c1fa0f1ccef52e5fe8f9c6e7163fa52eb9df38db6afa370acba82,26/06/2023 06:36:34,ESCANER
20837,"Petén",17,"San Luis",9,3239,380,11,1,0,7,61,14,5,16,0,0,5,19,2,1,0,1,0,1,0,7,1,1,153,35,10,198,0,198,--,380,182,153,198,198,Algún campo sin dato,1,2edc84fcc6b565c9b76034d724cebcdcb7eff8aa99d66974dd91be2cacfaccbd,26/06/2023 07:16:33,ESCANER
20838,"Petén",17,"San Luis",9,3239,380,6,0,1,8,37,17,1,10,0,0,7,12,3,1,0,0,0,1,0,8,0,0,112,16,22,150,0,150,--,380,230,112,150,150,Algún campo sin dato,1,0cf0261e2231015d14c5ef3b228c88a74df655f25fb35c2e2eccab206e7fa1f8,26/06/2023 00:55:35,ESCANER
20839,"Petén",17,"San Luis",9,3239,380,8,0,0,5,42,10,2,10,0,0,1,10,0,1,0,0,1,0,0,2,1,0,93,21,8,122,3,125,--,377,253,93,122,125,Algún campo sin dato,1,525508fc1c18492cc68f094b4d41777784b2479301bc1abafaf67be32d86cc51,26/06/2023 02:52:17,ESCANER
20840,"Petén",17,"San Luis",9,3239,282,6,0,0,4,29,10,3,11,0,0,7,4,0,0,0,0,0,0,0,3,0,0,77,9,7,93,0,93,--,282,189,77,93,93,Algún campo sin dato,1,246ed287bed8040590f1aca47b1ce62ec96cd7e58716d01c059be7b59e6edd1f,26/06/2023 00:52:24,ESCANER
20841,"Petén",17,"San Luis",9,3239,282,7,0,0,1,29,13,4,6,0,0,5,5,0,0,0,0,0,0,0,4,1,0,75,11,1,87,0,87,--,282,195,75,87,87,Algún campo sin dato,1,595c0b03f0fd9dbd9daf6b506908c698d9eb498f181ac639af0151d3af1d1737,26/06/2023 02:12:21,ESCANER
20842,"Petén",17,"San Luis",9,3240,380,10,2,1,8,47,12,1,24,0,0,5,24,0,0,0,1,1,0,0,2,1,0,139,29,25,193,0,193,--,380,187,139,193,193,Algún campo sin dato,1,4e2e1334e9fa413e7f3b52902edc5a2eef67009efa370cfc5f3c61990d4346a3,26/06/2023 02:09:59,ESCANER
20843,"Petén",17,"San Luis",9,3240,380,12,4,2,1,66,7,--,21,1,1,9,25,--,1,1,3,--,--,--,4,--,--,158,29,13,200,--,200,--,380,180,158,200,200,Algún campo sin dato,1,5b239c34809149128c8a181ccc429139ad8edb75dbecbedf885fec7c275b991b,26/06/2023 00:49:28,ESCANER
20844,"Petén",17,"San Luis",9,3240,380,14,1,1,3,62,7,4,16,0,0,9,21,0,0,0,1,1,0,0,3,0,1,144,21,19,184,0,184,--,377,194,144,184,184,Algún campo sin dato,1,ad2af981943986e6be5e528fedb8819a917e3597726d638fef4d1a7b0efde935,26/06/2023 02:45:11,ESCANER
20845,"Petén",17,"San Luis",9,3240,380,12,4,0,2,53,7,1,10,0,0,12,9,1,0,0,0,0,0,0,2,1,0,114,31,13,158,0,158,--,378,223,114,158,158,Algún campo sin dato,1,a616bd4830b0b78635d88bad73fc90e82b1bceb0b71749c42533c0d0ecd1ef6b,26/06/2023 01:14:39,ESCANER
20846,"Petén",17,"San Luis",9,3240,360,16,0,0,0,49,2,2,13,0,0,5,13,0,0,1,1,0,0,1,4,0,0,107,12,19,138,0,138,--,360,222,107,138,138,Algún campo sin dato,1,87737c9266bd456998d50a880a944756ad95888dabbcd159ae4579bf35010472,26/06/2023 01:13:16,ESCANER
20847,"Petén",17,"San Luis",9,3240,360,13,3,--,1,43,7,2,21,--,--,6,17,1,1,--,--,1,--,--,3,--,--,119,17,11,147,0,147,--,360,213,119,147,147,Algún campo sin dato,1,0ab998ff9415ad16561021f10d8cd62a0817767bf0f413e4058251886b03d0a9,26/06/2023 01:49:17,ESCANER
20848,"Petén",17,"San Luis",9,3241,380,25,1,0,2,54,25,6,6,1,0,4,11,2,3,0,0,0,1,0,1,0,0,142,25,17,184,0,184,--,380,196,142,184,184,Algún campo sin dato,1,de848eb56b6c704f6e65148c701b89a48b2912e96e6bfc5f918fe084a897a202,26/06/2023 01:09:55,ESCANER
20849,"Petén",17,"San Luis",9,3241,380,22,0,0,2,56,13,1,8,1,0,2,11,0,1,2,1,1,0,3,6,1,0,131,25,8,164,0,164,--,380,216,131,164,164,Algún campo sin dato,1,338425115425215f480fefd339e115cda9e94c0e2538e2da93c198ee7ff201d6,26/06/2023 00:05:31,ESCANER
